"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"18",NA,"IF","SPSF","20746","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"61510",NA,"G. Hatschbach",1995,1,15,"Brazil","Es","Venda Nova do Imigrante","Alto do Bananal",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata pluvial&nf;;","BRA:IF:SPSF:0000020746","Licania spicata Hook.f."
"21",NA,"UESC","UESC","2294","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"5997",NA,"Carvalho, A.M.de",1995,3,12,"Brazil","Bahia","Ilhéus",NA,-39.091111,-14.777222,"Árvore, ca. 12m alt.","BRA:UESC:UESC:0000002294","Licania spicata Hook.f."
"24",NA,"UFV","VIC","20162","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"2205",NA,"Meira Neto, J.A.A.",1994,10,NA,"Brazil","Minas Gerais","Viçosa","Campus da UFV, Mata da Silvicultura.",0,0,"Planta jovem com 80 cm de altura.","BRA:UFV:VIC:0000020162","Licania spicata Hook.f."
"25","2018-07-09T15:20:10.000+0000","JBRJ","RB","RB00070308","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Rosa Fuks","1993-10-18T00:00:00.000+0000",NA,"147",NA,"E.A. Filho; M.C. Marques, M. Valle e J. Caruso",1993,3,18,"Brazil","Rio de Janeiro","Paraty","Morro das Carneiras, acesso pela Rio-Santos APA-Cairuçu",NA,NA,"Àrvore cerca de 23 metros de altura, folhas discolores, rara, botões verdes acinzentadas","urn:catalog:JBRJ:RB:70308","Licania spicata Hook.f."
"26",NA,"FUNED","FUNED-POL","3714","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,NA,NA,"Sandra Matoso",1979,8,7,"Brazil","Sp","Ubatuba","Ubatuba",-45.070833,-23.434167,NA,"BRA:FUNED:FUNED-POL:0000003714","Licania spicata Hook.f."
"27",NA,"UNICAMP","UEC","21599","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"10247",NA,"Leitão Filho, H.F.; Yamamoto, K.; Silva, A.F.",1979,8,7,"Brazil","São Paulo","Ubatuba","Estação Experimental de Ubatuba.",0,0,"Árvore com 20m, flores creme.","BRA:UNICAMP:UEC:0000021599","Licania spicata Hook.f."
"28","2014-07-07T23:14:28.000+0000","JBRJ","RB","RB00070298","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","G.T. Prance",NA,NA,NA,NA,"Vasco Gomes",1969,7,8,"Brazil","Minas Gerais","Juiz de Fora","Serra do 12 Mucungê na Grama.",NA,NA,"árv. de 15 m de alt e 30 cm de diam","urn:catalog:JBRJ:RB:70298","Licania spicata Hook.f."
"29",NA,"NY","NY","378696","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","G. T. Prance","1969-05-01T00:00:00.000+0000",NA,"120",NA,"D. CoÃªlho",1942,6,26,"Brazil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Orgaos, Terezopolis",-43.073169,-22.496706,NA,"ca6b1c67-67d7-4d02-88ad-1cba42ffe5c8","Licania spicata Hook.f."
"30",NA,"NHMUK","BOT","BM000602370","Licania organensis (Miers) Fritsch",NA,"Chrysobalanaceae","Licania","organensis","(Miers) Fritsch",NA,NA,"TYPE","4095",4095,"John Miers",1898,3,NA,"Brazil",NA,NA,NA,-53.08982,-10.773109,NA,"0ae706d1-40e6-4824-9825-8e71587d77fb","Licania organensis (Miers) Fritsch"
"31",NA,"UFOP","OUPR","22221","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"s.n.",NA,"Glaziou, A.F.M.",1894,2,4,"Brazil","Rio de Janeiro","Nova Friburgo",NA,0,0,NA,"BRA:UFOP:OUPR:0000022221","Licania spicata Hook.f."
"32","2015-09-05T07:17:29.000+0000","MNHN","P","P04828743","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,NA,19137,"Glaziou, A.",1892,2,16,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04828743","Licania spicata Hook.f."
"33",NA,"NY","NY","378693","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","G. T. Prance","1966-02-01T00:00:00.000+0000",NA,"19137",NA,"A. F. M. Glaziou",1892,NA,NA,"Brazil",NA,NA,"Brasilia",0,0,NA,"2d6b1c69-f15a-45db-bb34-1c2452cb1867","Licania spicata Hook.f."
"34","2015-09-05T07:17:29.000+0000","MNHN","P","P04828745","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,NA,40,"Binot",1880,1,1,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p04828745","Licania spicata Hook.f."
"36","2015-09-05T07:17:29.000+0000","MNHN","P","P04828748","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,NA,11943,"Glaziou",1880,3,10,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04828748","Licania spicata Hook.f."
"37",NA,"NY","NY","378694","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"11943",NA,"A. F. M. Glaziou",1880,3,10,"Brazil","Rio de Janeiro",NA,NA,-43.22,-22.88,NA,"bcfa28cf-f73f-4429-9bd3-c349cdd6ebbd","Licania spicata Hook.f."
"38","2010-08-16T16:09:00.000+0000","Harvard University","A","barcode-00046312","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,"ISOTYPE",NA,NA,"J. Miers",1878,7,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,NA,"Licania spicata Hook.f."
"40",NA,"MN","R","8809","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance, G.T.","1966-03-01T00:00:00.000+0000",NA,"8399",NA,"Glaziou, A.F.M.",1876,1,18,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"Plantas do Brasil Central","BRA:MN:R:0000008809","Licania spicata Hook.f."
"45",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","70101","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","G. T. Prance",NA,NA,"61607",NA,"G. Hatschbach",NA,NA,NA,"Brazil","Espirito Santo","domingos martins","BR-262, prox. Vitor Hugo, Rio Jucu Braco Sul.",NA,NA,"Ambiente: Mata Pluvial. Habito: Árvore maior que 20m e menor que 50m","BRA:CEPLAC:CEPEC:0000070101","Licania spicata Hook.f."
"48","2015-02-02T00:00:00.000+0000","BR",NA,"BR0000013543808","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"19137",NA,"Glaziou A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000013543808","Licania spicata Hook.f."
"50","2015-02-02T00:00:00.000+0000","BR",NA,"BR0000013545031","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"8399",NA,"Glaziou A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000013545031","Licania spicata Hook.f."
"51","2015-10-03T07:55:56.000+0000","MNHN","P","P00746065","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","Prance",NA,"ISOTYPE",NA,NA,"Meirs",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746065","Licania spicata Hook.f."
"53","2015-09-05T07:17:29.000+0000","MNHN","P","P04828747","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,NA,6099,"Sandanha, J.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04828747","Licania spicata Hook.f."
"54",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","63800","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.","G. T. Prance",NA,NA,"5997",NA,"A. M. de Carvalho",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Mata da Esperança. Ca. 2KM ao NNE do Banco da Vitória na estrada que corre na borda W da mata.",-39.091111,-14.777222,"Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000063800","Licania spicata Hook.f."
"55","2015-02-02T00:00:00.000+0000","BR",NA,"BR0000013543792","Licania spicata Hook.f.",NA,"Chrysobalanaceae","Licania","spicata","Hook.f.",NA,NA,NA,"11943",NA,"Glaziou A.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000013543792","Licania spicata Hook.f."
