"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"11",NA,NA,"Botany","U.1319561","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,"Prance GT; et al.",1974,3,19,"Brazil",NA,NA,"Plants of Brazilian Amazonia, State of Amazonas, Manaus-Pôrto-Velho Highway, Km. 253.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1319561",NA,"Swartzia tomentifera Ducke"
"12",NA,"US","Botany","2785246","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"P20851","E. G. Campbell, J. C. Ongley & J. F. Ramos",1974,3,23,"Brazil","Amazonas",NA,"Manaus - porto velho hwy; km160",NA,NA,NA,"http://n2t.net/ark:/65665/3efed8490-de72-4937-aa5c-c4ad695cfaca",NA,"Swartzia tomentifera Ducke"
"13",NA,"US","Botany","2785245","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"20718","G. T. Prance, E. G. Campbell, J. C. Ongley, J. F. Ramos & O. P. Monteiro",1974,3,19,"Brazil","Amazonas",NA,"Manaus - porto velho hwy; km253",NA,NA,NA,"http://n2t.net/ark:/65665/3211cdb12-c2ea-4024-9870-796d260df83a",NA,"Swartzia tomentifera Ducke"
"14",NA,"NY","NY","01479418","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","R. S. Cowan","1976-01-01T00:00:00.000+0000",NA,"P19624","E. Lleras",1973,11,22,"Brazil","Amazonas",NA,"Manaus-Porto Velho Rd. (BR 319) behind road camp, km 240",-61.258628,-4.64367,NA,"0ae50005-ab5f-4443-a62f-22e1ecd7d074",NA,"Swartzia tomentifera Ducke"
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","43108","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R.S.","1976-01-01T00:00:00.000+0000",NA,"P19624","Mike Hopkins",1973,11,22,"Brazil","Amazonas",NA,"Manaus-Porto Velho Highway, (BR-319) behind road camp, km 240.",NA,NA,NA,"urn:catalog:inpa:herbarium:86305",NA,"Swartzia tomentifera Ducke"
"16",NA,NA,"Botany","U.1319557","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,"Ramos JF",1973,12,27,"Brazil",NA,NA,"Plants of Brazilian Amazonia, State of Amazonas, INPA, Estrada do Aleixo, Km. 3, Manaus, near apartments, Secondary forest.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1319557",NA,"Swartzia tomentifera Ducke"
"17",NA,"US","Botany","2785243","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"P20139","J. F. Ramos",1973,12,27,"Brazil","Amazonas",NA,"Inpa, estrada do aleixo, km 3; manaus",NA,NA,NA,"http://n2t.net/ark:/65665/3e180a18d-3eb7-4e87-b713-9a3c9aa09a8f",NA,"Swartzia tomentifera Ducke"
"18",NA,NA,"Botany","U.1319564","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,"Prance GT; Pena BS; Ramos JF",1966,11,10,"Brazil",NA,NA,"Plants of Brazilian Amazonia, State of Amazonas, Manaus and vicinity, Road Manaus-Caracarai, km 28. Varzea forest.",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1319564",NA,"Swartzia tomentifera Ducke"
"19",NA,"US","Botany","2579338","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"3071","G. T. Prance, B. S. Pena & J. F. Ramos",1966,11,10,"Brazil","Amazonas",NA,"Road manaus - caracarai, km 26",NA,NA,NA,"http://n2t.net/ark:/65665/37290b713-9ae7-4690-a393-2b70e1b524fc",NA,"Swartzia tomentifera Ducke"
"20",NA,"US","Botany","2579333","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"3053","G. T. Prance, B. S. Pena & J. F. Ramos",1966,11,10,"Brazil","Amazonas",NA,"Road manaus - caracarai, km 28",NA,NA,NA,"http://n2t.net/ark:/65665/316be68f1-4c4a-493a-9036-d0764bdceca0",NA,"Swartzia tomentifera Ducke"
"21",NA,"NY","NY","01479420","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","R. S. Cowan","1968-01-01T00:00:00.000+0000",NA,"3071","G. T. Prance",1966,11,10,"Brazil","Amazonas",NA,"Road Manaus-CaracaraÃ­, Km 26",-60.042,-2.752459,NA,"bd0e4ea4-1aaa-4853-a55e-5d94d8240151",NA,"Swartzia tomentifera Ducke"
"22","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","18608","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R.S.","1968-01-01T00:00:00.000+0000",NA,"3053","Mike Hopkins",1966,11,10,"Brazil","Amazonas",NA,"Manaus-Caracarai km 28, Road Manaus-Caracaraí, km 28",NA,NA,NA,"urn:catalog:inpa:herbarium:129118",NA,"Swartzia tomentifera Ducke"
"23",NA,"MN","R-TIPOS","55015","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R.S.",NA,NA,"2025","Ducke, W.A.",1946,10,29,"Brazil","Amazonas","Manaus","Estrada do Aleixo",NA,NA,NA,"BRA:MN:R-TIPOS:0000055015",NA,"Swartzia tomentifera Ducke"
"24",NA,"US","Botany","1901444","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"2025","A. Ducke",1946,10,29,"Brazil","Amazonas",NA,"Manaus; estrada do aleixo",NA,NA,NA,"http://n2t.net/ark:/65665/3661ebdc5-6bbc-44d9-9ef1-000b33548b39",NA,"Swartzia tomentifera Ducke"
"25",NA,"US","Botany","1906565","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"1689","A. Ducke",1945,2,10,"Brazil","Amazonas",NA,"Manaus; estrada do aleixo",NA,NA,NA,"http://n2t.net/ark:/65665/3220d92d6-9540-4cd3-8959-77d682737d6a",NA,"Swartzia tomentifera Ducke"
"26",NA,"NY","NY","01479416","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","W. A. Ducke",NA,NA,"20474","R. de Lemos FrÃ³es",1945,3,NA,"Brazil","Amazonas",NA,NA,0,0,NA,"f3e28d29-1ceb-4b35-a1b2-d4c7b5def2b9",NA,"Swartzia tomentifera Ducke"
"27","2017-10-18T11:45:39.000+0000","JBRJ","RB","RB00187100","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Richard S. Cowan","1963-01-01T00:00:00.000+0000",NA,"1689","A. Ducke",1945,3,31,"Brazil","Amazonas","Manaus","Estrada do Aleixo kil H.",NA,NA,NA,"urn:catalog:JBRJ:RB:187100",NA,"Swartzia tomentifera Ducke"
"28",NA,"US","Botany","2248078","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Cowan, R. S.",NA,NA,"6882","B. A. Krukoff",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira, Near Livramento, on Rio Livramento",NA,NA,NA,"http://n2t.net/ark:/65665/304683a74-f24a-439c-a8e8-11ad4d77ea06",NA,"Swartzia tomentifera Ducke"
"29",NA,NA,"Botany","U  0278783","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,NA,"Krukoff BA",1934,10,12,"Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U%20%200278783",NA,"Swartzia tomentifera Ducke"
"30","2014-11-03T13:09:45.000+0000","JBRJ","RB","RB00539731","Swartzia benthamiana var. tomentifera Ducke",NA,"Fabaceae","Swartzia","benthamiana","tomentifera","var. tomentifera Ducke","R.S. Cowan","1963-01-01T00:00:00.000+0000","HOLOTYPE",NA,"Ducke, A.",1927,12,10,"Brazil","Amazonas","Manaus","Mata da terra firme perto da Cachoeira do Mindú.",NA,NA,"Árv. med., pétalas e estames violáceos.","urn:catalog:JBRJ:RB:539731",NA,"Swartzia benthamiana var. tomentifera Ducke"
"31",NA,"USP","SPF","131738","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke","Mansano, VF","2014-07-01T00:00:00.000+0000",NA,"s.n.","Egler, SG",1992,10,NA,"Brazil","Amazonas","Manaus","Rio Cuieiras",0,0,NA,"BRA:USP:SPF:0000131738",NA,"Swartzia tomentifera Ducke"
"32",NA,"USP","SPFW","1437","Swartzia tomentifera Ducke",NA,"Fabaceae","Swartzia","tomentifera",NA,"Ducke",NA,NA,NA,"6882","Krukoff, B.A.",NA,NA,NA,"Brazil","Amazonas","Humaitá","Rio Madeira",-63.020556,-7.506389,"Referido em Cowan, R.S. 1967. Swartzia (Leguminosae, Caesalpinioideae, Swartzieae). Fl. Neotropica. Monograph No. 1 Hafner Publishing Company, New York e no IAWA Journal, Vol.23 (4), 2002: 359-390","BRA:USP:SPFW:0000001437",NA,"Swartzia tomentifera Ducke"
