"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"48",NA,"MBML","MBML-HERBARIO","2834","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","I. de Menezes",NA,"0","I. de Menezes; J. Farias",1952,2,NA,"Brazil","Espírito Santo",NA,NA,NA,NA,"Ex. Herb Secretaria de Agricultura, Terras e Colonização do ES. Jacará, jacareiba, monjolo.","BRA:MBML:MBML-HERBARIO:0000002834","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"49","2017-10-10T14:36:54.000+0000","JBRJ","RB","RB00160819","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","A.L.MESQUITA","1988-01-01T00:00:00.000+0000",NA,"RUSCH",1948,11,29,"Brazil","Espírito Santo","Santa Teresa",NA,NA,NA,"ARVORE.","urn:catalog:JBRJ:RB:160819","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"50","2017-10-11T00:30:33.000+0000","JBRJ","RB","RB00160813","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","A.L.MESQUITA",NA,NA,"S.LIMA",1934,9,NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","MACIÇO DO IMBÉ.",NA,NA,NA,"urn:catalog:JBRJ:RB:160813","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"51",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","67180","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","E. Koenen",NA,"324","W. Pizziolo",NA,NA,NA,"Brazil","Espirito Santo","SANTA TERESA","Museu de Biologia. Próximo a garagem.",NA,NA,"Ambiente: Parque. Habito: Árvore, 8m. X 25cm","BRA:CEPLAC:CEPEC:0000067180","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"52",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","24667","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros",0,0,NA,"BRA:UFMG:BHCB:0000024667","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"53",NA,"MBM","MBM","155307","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius","Barneby, R",NA,"57951","Hatschbach, G; Cervi, AC; Silva, JM",NA,NA,NA,"Brazil","Espírito Santo","Domingos Martins","Domingos Martins, rodovia para Rio do Galo",0,0,NA,"BRA:MBM:MBM:0000155307","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"54",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38263","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:UFMG:BHCB:0000038263","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"55",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","38231","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:UFMG:BHCB:0000038231","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"56",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","75997","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","H. C. Lima",NA,"3497","L. A. M. Silva",NA,NA,NA,"Brazil","Bahia","arataca","Faz. Jassy, Km 3 da Rod. Arataca/Colonia/Una.",NA,NA,"Ambiente: Mata Higrófila (Mata Atlântica) Área de cacaual sob mata primária. Solo argiloso. Habito: Árvore,18m X 1m.","BRA:CEPLAC:CEPEC:0000075997","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"57","2017-10-17T23:53:19.000+0000","JBRJ","RB","RB00161087","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","J.M. Fernandes",NA,"819","I.R.C.",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","SEÇÃO XIV. J.B.R.J.",NA,NA,NA,"urn:catalog:JBRJ:RB:161087","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"58",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","101691","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.","E. Koenen",NA,"595","D. M. Loureiro",NA,NA,NA,"Brazil","Bahia","CAMACAN","Asentamento Conjunto Recordação.",NA,NA,"Ambiente: Mata Ombrófila Densa. Habito: Árvore, 15m.","BRA:CEPLAC:CEPEC:0000101691","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"59",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","49344","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"BRA:UFMG:BHCB:0000049344","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"60",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","23504","Enterolobium monjollo (Vell.) Mart.",NA,"Fabaceae","Enterolobium","monjollo","(Vell.) Mart.",NA,NA,"s.n.",NA,NA,NA,NA,"Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros",0,0,NA,"BRA:UFMG:BHCB:0000023504","Enterolobium monjollo (Vell.) Mart.",NA,NA,NA,NA,NA
"61",NA,"MBM","MBM","115697","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius","Lima, HC de",NA,"3017","Lima, HC de",NA,NA,NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","Horto Florestal Estadual",0,0,NA,"BRA:MBM:MBM:0000115697","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
"62",NA,"MBM","MBM","115698","Enterolobium mongollo Martius",NA,"Fabaceae","Enterolobium","mongollo","Martius","Lima, HC de",NA,"3042","Lima, HC de",NA,NA,NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Sossego",0,0,NA,"BRA:MBM:MBM:0000115698","Enterolobium mongollo Martius",NA,NA,NA,NA,NA
