"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"129",NA,"Reserva Natural Vale (CVRD)","CVRD","217","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Haroldo C. de Lima","2003-03-08T00:00:00.000+0000","72","Folli, D.A.",1979,1,29,"Brazil","Es","LINHARES","Próxima ao Refeitório",NA,NA,"<ll>dwc_commonname:</ll> Ziquita","BRA:CVRD:CVRD:0000000217",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"130","2015-12-10T15:04:13.000+0000","JBRJ","RB","RB00671041","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"72","D.A. Folli",1979,1,29,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada Contra mão. Próxima ao refeitório. Mata de Tabuleiro.",NA,NA,"Terrestre.  Porte arbóreo. Fuste achatado. Casca áspera. Botão verde. Flor amarela. Exsudação incolor.","urn:catalog:JBRJ:RB:671041",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"131","2017-10-18T17:35:17.000+0000","JBRJ","RB","RB00115152","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Haroldo C. de Lima",NA,"1082","Haroldo C. de Lima",1979,7,26,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico. Cultivado.  Árvore com aproximadamente 90 metros. Tronco cilindrico. Frutos esverdeados com endocarpo alvo-pardacento.",NA,NA,NA,"urn:catalog:JBRJ:RB:115152",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"132","2017-10-18T12:48:46.000+0000","JBRJ","RB","RB00114828","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","R.D.Ribeiro",NA,"071/78","JS",1978,3,21,"Brazil","Espírito Santo","Linhares","Reserva F loresta de Linhares-CVRD-Est 232, talhão 306 Kml, 000 ramal casa do gu. Crescendo em Floresta alta, árvore com aproximadamente 18 m de altura com fuste de aproximadamente 10 m, flor amarela e botão marrom. Fuste cilindrico-áspero. Utilização : Carvão.",NA,NA,NA,"urn:catalog:JBRJ:RB:114828",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"133",NA,"Reserva Natural Vale (CVRD)","CVRD","188","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Haroldo C. de Lima","2003-03-08T00:00:00.000+0000","71","Spada, J.",1978,3,21,"Brazil","Es","LINHARES","Depois da Est. Jacarandá.",NA,NA,"<ll>dwc_commonname:</ll> Ziquita","BRA:CVRD:CVRD:0000000188",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"135","2015-12-10T15:04:13.000+0000","JBRJ","RB","RB00671069","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima",NA,"71/78","J. Spada",1978,3,21,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada Casa de Guarda. Depois da Est. Jacarandá. Mata ciliar.",NA,NA,"Terrestre. Porte arbóreo. Fuste cilindrico. Cascva áspera. Botão marrom. Flor amarela.","urn:catalog:JBRJ:RB:671069",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"136",NA,"IAC","IAC","25643","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","A.M.G. Azevedo-Tozzi & R.B. Pinto","2013-11-19T00:00:00.000+0000","s/nº","A.S. Antônio",1975,5,19,"Brazil","São Paulo","Itatiba","Estrada Itatiba-Bragança Paulista",-46.8389,-23.0058,NA,"BRA:IAC:IAC:0000025643",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"137","2014-07-08T04:24:47.000+0000","JBRJ","RB","RB00157904","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1983-01-01T00:00:00.000+0000","3","J. Spada",1972,2,5,"Brazil","Espírito Santo","Linhares","Reserva Florestal. C.V.R.D. próx. estrada Talhão.",NA,NA,"Árvore com ca. 24m de altura, fuste de ca. 15m de altura, botão floral de cor verde escuro.","urn:catalog:JBRJ:RB:157904",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"138",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","6455","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"1412","T. S. dos Santos",1971,1,25,"Brazil","Bahia","CAMACAN","Estrada a Jacaraci.",NA,NA,"Ambiente: Plantação de cacau. Habito: Árvore, 14m X 40cm.","BRA:CEPLAC:CEPEC:0000006455",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"139","2007-03-20T14:34:03.000+0000","K","Herbarium","K000057177","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H.C.",NA,"1584","Santos, T.S.",1971,4,7,"Brazil",NA,NA,"Rio Jequitinhonha, estrada para Itambé.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000057177",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"140",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","6793","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"1584","T. S. dos Santos",1971,4,7,"Brazil","Bahia","ITAPEBÍ","Rio Jequitinhonha, estrada a Itaimbé.",NA,NA,"Ambiente: Plantação de cacau. Habito: Árvore, 14m X 40cm.","BRA:CEPLAC:CEPEC:0000006793",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"141",NA,"UnB","UB","17693","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, LFG",NA,"11958","Heringer, EP",1969,8,5,"Brazil","Minas Gerais",NA,"Cultivada em Estação Experimental de Água Limpa, MG",0,0,"Árvore 10-15m; Cerradão.","BRA:UnB:UB:0000017693",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"142",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","1029","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"840","R. P. Belém",1965,4,13,"Brazil","Bahia","CAMACAN","50Km de Canavieiras. Rod. p/ Camacan.",NA,NA,"Ambiente: Mata. Habito: Árvore, 12m X 30cm.","BRA:CEPLAC:CEPEC:0000001029",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"143","2014-07-08T04:24:48.000+0000","JBRJ","RB","RB00157939","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L. F. G. da Silva",NA,"2771","V. Gomes; E. P. Heringer",1965,4,5,"Brazil","Minas Gerais","Minas Gerais","Coletada na coleção de árvores da estação experimental de Água Limpa. Estação Experimental de Água Limpa",NA,NA,"Árvore de 20m de altura com diâmetro de 40cm.","urn:catalog:JBRJ:RB:157939",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"144","2007-03-20T14:34:03.000+0000","K","Herbarium","K000057176","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lewis, G.P.",NA,"840","Belém, R.P.; Magalhães, M.",1965,4,13,"Brazil",NA,"Canavieiras","Rodovia Camacã-Canavieiras, 50km de Canavieiras.",-39.37,-15.37,NA,"http://specimens.kew.org/herbarium/K000057176",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"145","2014-07-22T17:41:18.000+0000","JBRJ","RB","RB00490339","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana F. G. da Silva","2006-12-19T00:00:00.000+0000",NA,"J. P. Lanna Sobrinho",1965,4,2,"Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca, estrada da vista Chinesa.",NA,NA,NA,"urn:catalog:JBRJ:RB:490339",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"146",NA,"IPA","IPA","19902","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H.C. de","1998-08-01T00:00:00.000+0000","798","Lanna-Sobrinho, J.P.",1965,4,2,"Brazil","Rio de Janeiro",NA,"Tijuca, estrada da Vista Chinesa, km 2",0,0,NA,"BRA:IPA:IPA:0000019902",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"148",NA,"IAC","IAC","24570","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L.F.G. Silva","2006-12-19T00:00:00.000+0000","s/nº","J.P. Lanna Sobrinho",1965,4,2,"Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Barra da Tijuca, estrada de vista chinesa, km 2",-43.2075,-22.9028,NA,"BRA:IAC:IAC:0000024570",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"149","2017-10-10T14:50:51.000+0000","JBRJ","RB","RB00158038","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1983-01-01T00:00:00.000+0000","1591","Vasco Gomes",1957,9,14,"Brazil","Minas Gerais","Lavras",NA,NA,NA,"Arv. de grande porte, precoce e de madeira resistente","urn:catalog:JBRJ:RB:158038",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"150","2014-07-08T04:24:49.000+0000","JBRJ","RB","RB00157920","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C de Lima","1990-01-01T00:00:00.000+0000","2330","S. V. Monteiro",1946,2,28,"Brazil","Minas Gerais","Minas Gerais","E.E.A.L.",NA,NA,"Árvore de grande porte, não têm outras indicações.","urn:catalog:JBRJ:RB:157920",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"151","2014-07-08T04:24:47.000+0000","JBRJ","RB","RB00157928","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1990-01-01T00:00:00.000+0000","2320","E. P. Heringer",1946,2,28,"Brazil","Minas Gerais","Minas Gerais","Est. Exp. de Água Limpa.",NA,NA,"Árvore de porte médio, produz madeira como a do cedro, razão por que a chamam pelo nome de ""cedrinho"".","urn:catalog:JBRJ:RB:157928",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"152",NA,"UnB","UB","17716","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Silva, LFG",NA,"203","Ochioni, P",1945,4,5,"Brazil","Rio de Janeiro","Rio de Janeiro","Matas do ""Pae Richardo""",0,0,"Árvore. Flor creme; .","BRA:UnB:UB:0000017716",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"154",NA,"US","Botany","2776737","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"313","H. Velloso",1943,3,16,"Brazil","Rio de Janeiro",NA,"Teresopolis, Fazenda Boa Fe",NA,NA,NA,"http://n2t.net/ark:/65665/366bec3db-4084-41f3-b1c0-87e394760f01",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"155",NA,"US","Botany","2801121","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"113","F. da Silva",1941,3,13,"Brazil",NA,NA,"De Fronte da Pedra Grande, Obras Publicas",NA,NA,NA,"http://n2t.net/ark:/65665/3a804f197-d4cc-4b95-9141-e3949e67af0e",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"156","2012-07-28T05:08:00.000+0000","MO","MO","3274899","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. van der Werff (MO)","2008-01-01T00:00:00.000+0000","SILVA 105214","* SILVA",1941,3,13,"Brazil","Rio de Janeiro",NA,"""Cacheta freta"".",NA,NA,NA,"urn:catalog:MO:Tropicos:3274899","http://www.tropicos.org/Specimen/3274899","Tachigali paratyensis (Vell.) H.C.Lima"
"158","2014-07-08T04:26:38.000+0000","JBRJ","RB","RB00157848","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1990-01-01T00:00:00.000+0000","113","Francisco Gonçalves da Silva",1941,3,13,"Brazil","Rio de Janeiro","Rio de Janeiro","Defronte da pedra grande, Obras Públicas.",NA,NA,"Folhas flores e madeira","urn:catalog:JBRJ:RB:157848",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"159","2014-07-08T04:24:41.000+0000","JBRJ","RB","RB00157913","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","J.G. Khulmann",NA,NA,"Francisco G. da Silva",1941,3,13,"Brazil","Rio de Janeiro","Rio de Janeiro","Colhida nas matas das Obras Publicas. defronte da pedra grande.",NA,NA,NA,"urn:catalog:JBRJ:RB:157913",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"161","2012-07-28T05:08:00.000+0000","MO","MO","3276181","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. van der Werff (MO)","2008-01-01T00:00:00.000+0000","SILVA 113","* SILVA",1941,3,13,"Brazil","Rio de Janeiro",NA,"Brasil, de fronte da pedra granse, Obras Públicae.",NA,NA,NA,"urn:catalog:MO:Tropicos:3276181","http://www.tropicos.org/Specimen/3276181","Tachigali paratyensis (Vell.) H.C.Lima"
"162","2014-07-08T04:24:47.000+0000","JBRJ","RB","RB00157935","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1990-01-01T00:00:00.000+0000","113","Vasco",1939,11,16,"Brazil","Minas Gerais","Coronel Pacheco","Estação experimental.",NA,NA,"Árvore de grande porte, ca. de 40cm de diâmetro.","urn:catalog:JBRJ:RB:157935",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"163","2014-07-08T04:26:47.000+0000","JBRJ","RB","RB00158056","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1983-01-01T00:00:00.000+0000",NA,"Pessoal do Horto Florestal",1927,2,25,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal e Obras Públicas.",NA,NA,"Arv. grande e frondosa","urn:catalog:JBRJ:RB:158056",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"164",NA,"US","Botany","2801090","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"s.n.","Pessoal do Horto Florestal",1927,2,25,"Brazil","Rio de Janeiro",NA,"Horto Florestal o Obras Publicas",NA,NA,NA,"http://n2t.net/ark:/65665/3bfb642ed-3b6d-4277-98a6-91b0fe1a214d",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"165","2017-10-11T00:37:43.000+0000","JBRJ","RB","RB00157907","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1990-01-01T00:00:00.000+0000",NA,"Ducke",1921,7,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de janeiro. Jardim Botânico do Rio de Janeiro",NA,NA,NA,"urn:catalog:JBRJ:RB:157907",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"166","2014-07-08T04:26:37.000+0000","JBRJ","RB","RB00157855","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","1983-01-01T00:00:00.000+0000",NA,"T. Campeno",1919,4,11,"Brazil","Rio de Janeiro","Rio de Janeiro","Horto Florestal.",NA,NA,NA,"urn:catalog:JBRJ:RB:157855",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"167",NA,"US","Botany","2801105","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"s.n.","J. G. Kuhlmann",1882,NA,NA,"Brazil","Rio de Janeiro",NA,"Represa Camorim",NA,NA,NA,"http://n2t.net/ark:/65665/33eb82e03-d2f4-4f86-9eb5-26a0c54c3022",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"168","2012-11-27T00:00:00.000+0000","K","Herbarium","K000841748","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H.C.",NA,"3370","Mosén",1875,2,20,"Brazil",NA,"Santos",NA,NA,NA,"Ex herb. Brasil. Regnellian. Musei bot. Stockholm rec 8/82","http://specimens.kew.org/herbarium/K000841748",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"169",NA,"US","Botany","1484191","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"1253","L. Riedel & B. Luschnatt",1833,3,NA,"Brazil","Rio de Janiero",NA,"Ad rivulos Tijuca",NA,NA,NA,"http://n2t.net/ark:/65665/3296b3506-7c9c-44da-8910-c46c43a202de",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"170","2017-10-10T23:44:11.000+0000","JBRJ","RB","RB00157847","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima","1990-01-01T00:00:00.000+0000","1253","A. Riedel; B. Luschnatt",1833,3,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Tijuca.",NA,NA,NA,"urn:catalog:JBRJ:RB:157847",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"171",NA,"US","Botany","1484400","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"s.n.","L. Riedel & B. Luschnatt",1831,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/30649ec1f-50d8-427f-ba8b-55f3150ab01e",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"172","2017-10-17T23:51:53.000+0000","JBRJ","RB","RB00157853","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,NA,"A. Frazão",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:157853",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"173","2012-01-05T18:13:20.000+0000","K","Herbarium","K000555761","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H.C.",NA,"2536","s.n",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"comm. Glaziou, A.F.M. 03 1872;","http://specimens.kew.org/herbarium/K000555761",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"177","2014-07-22T16:31:32.000+0000","JBRJ","RB","RB00487631","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"s/n°","L.F.G. da Silva",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, ao lado da estufa de insetívoras. Canteiro 7 -E.",NA,NA,"Plântulas.","urn:catalog:JBRJ:RB:487631",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"178",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","96192","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. de Lima",NA,"5687","H. C. de Lima",NA,NA,NA,"Brazil","Rio de Janeiro","rio de janeiro","Arboreto, Canteiro XXXII, em frnte a Botânica Sistemática.",NA,NA,"Ambiente: Área urbana. Canteiro. Habito: Árvore","BRA:CEPLAC:CEPEC:0000096192",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"179","2014-07-13T20:42:00.000+0000","MO","MO","3275063","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. van der Werff (MO)","2008-01-01T00:00:00.000+0000","Mosén 3370","C.W.H. Mosen",NA,NA,NA,"Brazil","São Paulo",NA,"Santos.",NA,NA,NA,"urn:catalog:MO:Tropicos:3275063","http://www.tropicos.org/Specimen/3275063","Tachigali paratyensis (Vell.) H.C.Lima"
"180","2012-01-12T17:20:01.000+0000","K","Herbarium","K000555762","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Lima, H.C.",NA,"2556","Glaziou, A.F.M.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,"another number on the label is 11909","http://specimens.kew.org/herbarium/K000555762",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
