"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"18","2014-07-07T19:44:48.000+0000","JBRJ","RB","RB00580255","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,NA,"V. Maioli; Mana, C.Y.G. & Seu walter & Carlinhos",2009,4,28,"Brazil","Rio de Janeiro","Angra dos Reis","Vila Dois Rios, Trilha para o vale próximo ao cazeiro. Ilha Grande.",NA,NA,"Árvore com 30m e 210 cm de cop. Flores amarelas coletadas do chão.","urn:catalog:JBRJ:RB:580255",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"19","2017-10-04T12:45:37.000+0000","JBRJ","RB","RB00578432","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"1298","R.D.Ribeiro; C. Reif; C. Boher; C. Mussi; N. Lys & K. Tanizaki",2009,9,19,"Brazil","Rio de Janeiro","Petrópolis","Fragmento florestal no bairro. Parque São Vicente. Fragmento florestal em área ingreme. Coord: 68º 24 14/ 75 06 471.",NA,NA,"Árvore com 11 metros de altura, tronco cilindrico, pardacento, com 55 cm de DAP. Frutos verdes.","urn:catalog:JBRJ:RB:578432",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"21","2017-10-16T23:01:14.000+0000","JBRJ","RB","RB00518398","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"6869","H.C. de Lima; J.E. Meireles & R.D. Ribeiro",2008,2,17,"Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Estrada Rio-Friburgo ( Rod - 116). Rodoviaria Teodoro de Oliveira, ca 2,5 Km do Posto da Policia. Mata de encosta montana.",-42.952778,-22.637778,"Árvore com 19 - 20 metros de altura. Tronco com casca lisa e pardacenta, DAP com aproximadamente 50 cm. Inflorescência eréctas e excertas na copa, botões verde- fulvescentes, flores com cálice verde fulvescentes e corola alvo-amarelada. Muito frequente nas margens de córrego.","urn:catalog:JBRJ:RB:518398",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"25",NA,"USP","SPF","198026","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Santos, MF; Lima, HC","2008-01-01T00:00:00.000+0000","268","Santos, MF",2008,3,13,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó",-43.432778,-19.431861,NA,"BRA:USP:SPF:0000198026",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"26",NA,"IMA","MAC","46838","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"s.n.","N.T.Mendonça",2008,4,28,"Brazil","Alagoas","Flexeiras","ESEC Murici, Águas Belas.",-36.302222,-9.3375,"Árvore ca. 20 m. Flores cremes.; Mata Atântica.","BRA:IMA:MAC:0000046838",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"27",NA,"IMA","MAC","33540","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","E.C.O.Chagas","2008-08-28T00:00:00.000+0000","1087","Chagas-Mota",2008,8,28,"Brazil","Alagoas","Murici","Águas Belas.",0,0,"Árvore ca. 15 m de altura. Frutos verdes.; Mata Pluvial Atlântica.","BRA:IMA:MAC:0000033540",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"28","2014-07-07T18:07:01.000+0000","JBRJ","RB","RB00533291","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"1035","Robson D. Ribeiro; F.Filardi, A.G. da Silva, M. Souza  & L. A. Pereira",2008,8,13,"Brazil","Pernambuco","Brejo da Madre de Deus","RPPN. Mata de Byturi,fragmento de floresta acima dos 1000 metros de altitude (Brejo de altitude).",NA,NA,"Arvoreto com 6 metros de altura, crescendo no sub bosque. Visto outros individuos.","urn:catalog:JBRJ:RB:533291",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"29","2017-10-19T00:57:19.000+0000","JBRJ","RB","RB00576382","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. de Lima","2009-07-07T00:00:00.000+0000","39","H.Serafim",2008,12,28,"Brazil","São Paulo","São José do Barreiro","Fazenda Atibaia.Acesso pelo km 258 da Rodovia dos Tropeiros (SP068).",-44.656667,-22.642778,"Árvore,15 m alt.com 42 cm de PAP.Folhas de ambas as faces brilhantes.","urn:catalog:JBRJ:RB:576382",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"31","2014-07-22T14:36:18.000+0000","JBRJ","RB","RB00431415","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"6491","Haroldo C. de Lima; D.C. Tavares & C. P. Faria",2007,1,26,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janiro, Canteiro 32- E. .",NA,NA,"Cultivada.  Árvore com aproximadamente 20 metros de altura. DAP 86 cm. Tronco com casca levemente fissurada, tênue-escamosa, pardacenta. Inflorescência erécta, flores levemente perfumadas, cálice créme-pardacento, corola com pétalas sub-iguais, amarelas na antese e creme-pardacentas, após a antese, estames com filetes e anteras amareladas. Ovário fulvo-tomentoso. Flore em alcool 70º.","urn:catalog:JBRJ:RB:431415",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"35","2017-10-11T02:07:01.000+0000","JBRJ","RB","RB00585601","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H. C. Lima",NA,NA,"P. O. Garcia; A. Rocha",2007,6,NA,"Brazil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D´antas.",NA,NA,"Árvore, ca. 16 m, próximo ao trilho adjacente a fronteira entre a área da reserva e a mata do Sindicato dos Bancários. Frutos de cor verde.","urn:catalog:JBRJ:RB:585601",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"36",NA,"UNICAMP","UEC","165357","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"6400","Lima, H.C.; Ribeiro, R.D.; Silva, W.",2006,1,24,"Brazil","Rio de Janeiro","Nova Iguaçu","Rebio. do Tinguá. Estrada da Reunião, ponto da bananeira, ca. 300 m da Estação de Tratamento da CEADAE.",-43.430833,-22.581806,"Árvore com 20 m de altura. Tronco com casca lisa, levemente verrucosa, pardo escuro, DAP 50 scm. Inflorescência passada. Muito frequente.","BRA:UNICAMP:UEC:0000165357",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"38","2016-05-23T12:37:15.000+0000","JBRJ","RB","RB00272167","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"6401","Haroldo C. de Lima; Robson D. Ribeiro & Walter da Silva",2006,1,24,"Brazil","Rio de Janeiro","Nova Iguaçu","Mun. Nova Igauçu, Rebio. Tinguá, Estrada da Reunião, ponta da bananeira, ca. 300 metros da Estação de Tratamento da CEDAE. . Rebio Tinguá",-43.430833,-22.915278,"Arvoreta jovem, 3,5 metros de altura. Estéril. Frequente no sub-bosque.","urn:catalog:JBRJ:RB:272167",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"39","2014-07-08T06:06:14.000+0000","JBRJ","RB","RB00396295","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana F. G. da Silva","2006-02-21T00:00:00.000+0000","111","L. F. G. da Silva; R. Matheus",2006,2,21,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, canteiro 32-E em frente ao pr´dio da Sistemática. Jardim Botânico do Rio de Janeiro",NA,NA,"Árvore 22m x ca.40cm DAP, tronco escamoso marrom-escuro avermelhado, folhas verdes discolores, face daxial brilhante, inflorescência verde-clara, ovário dourado à ferruginoso; pedicelo, cálice e sépalas levemente rosados, filetes e estilete brancos, anteras amarelas","urn:catalog:JBRJ:RB:396295",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"40",NA,"MBML","MBML-HERBARIO","26974","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","R. C. Britto/28-08-2006",NA,"105","R. C. Britto; 105",2006,4,16,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia",-40.510556,-19.823611,"Arvore com 20 metros de altura. Frutos jovens dourados.","BRA:MBML:MBML-HERBARIO:0000026974",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"41",NA,"UFV","VIC","35894","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Fernandes, J.M.","2006-10-28T00:00:00.000+0000","384","Fernandes, J.M.",2006,10,28,"Brazil","Minas Gerais","Araponga","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",0,0,"Árvore, c.a. de 15 metros de altura; fruto verde.","BRA:UFV:VIC:0000035894",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"42",NA,"UFV","VIC","35884","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Fernandes, J.M.","2006-12-16T00:00:00.000+0000","403","Fernandes, J.M.",2006,12,16,"Brazil","Minas Gerais","Araponga","Entorno do Parque Estadual Serra do Brigadeiro, Fragmento da Eva. Floresta Estacional Semidecidual.",0,0,"Árvore, c.a. de 15 metros de altura; inflorescência com botões; madeira usada para construção.","BRA:UFV:VIC:0000035884",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"43",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","91075","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,"2014-09-01T00:00:00.000+0000","3984","Stehmann, JR; Lombardi, JA; Mota, RC da",2005,2,21,"Brazil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras, Próximo ao córrego",-40.047139,-16.412417,NA,"BRA:UFMG:BHCB:0000091075",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"44","2017-11-17T12:37:50.000+0000","JBRJ","RB","RB00389405","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana Silva et H. C. Lima","2005-03-24T00:00:00.000+0000","12","Luciana F. G. da Silva; H. C. de Lima, Ricardo Matheus & R. D. Ribeiro",2005,3,24,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Aléia Saint Hilaire próximo ao final da rua Pacheco Leão. Jardim Botânico do Rio de Janeiro",NA,NA,"Árvore, ca. 50cm DAP, tronco uniformemente marrom-escuro, sem líquens, escamoso. Ramos terminais com mirmecofilia, presença de larvas de besouros e cochonilhas. Folíolos verde-escuros variando de cartáceos a coriáceos 10-21 jugas. Final de floração, pétalas amarelas a esverdeadas, sépalas e hipanto rosados salmão, filetes verdes, anteras ferruginosas, ovário dourado, solo hidromórfico","urn:catalog:JBRJ:RB:389405",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"45",NA,"UEFS","HUEFS","203010","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"105","Britto, R.C.",2005,4,16,"Brazil","Espírito Santo","Santa Teresa","Localidade de Nova Lombardia, terreno do senhor Nelson Furlani.",NA,NA,NA,"BRA:UEFS:HUEFS:0000203010",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"46","2017-10-19T03:33:26.000+0000","JBRJ","RB","RB00322870","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","O. Thier","2005-11-15T00:00:00.000+0000","247","O. Thier",2005,10,18,"Brazil","Rio de Janeiro","Teresópolis","Teresópolis/Sebastiana, street between Sebastiana and Corrego Sujo, near ice-cream factory.",-42.852222,-22.268611,"Tree, about 18 m high.","urn:catalog:JBRJ:RB:322870",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"47",NA,"UFRPE","PEUFR","49268","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","C.G. Lopes",NA,"626","C.G. Lopes",2005,12,5,"Brazil","Pernambuco","São Vicente Férrer","Mata do Triunfo",-35.469722,-7.619722,"Árvore; material vegetativo, ind. 1142","BRA:UFRPE:PEUFR:0000049268",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"48","2017-10-19T03:21:33.000+0000","JBRJ","RB","RB00356386","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","L. F. G. DA SILVA",NA,"44","A. SOLÓRZANO; H. M. DIAS E L. SCHUMM",2004,11,23,"Brazil","Rio de Janeiro","Rio de Janeiro","PARQ. EST. DA PEDRA BRANCA, MORRO DA MESA.",NA,NA,"ÁRV. COM 20M DE ALT.","urn:catalog:JBRJ:RB:356386",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"49","2014-07-22T13:13:59.000+0000","JBRJ","RB","RB00335107","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,NA,"F.F. Moreira",2004,11,23,"Brazil","Rio de Janeiro","Rio de Janeiro","Arboreto do JBRJ, Canteiro 28B.",NA,NA,"Indivíduo 6167. Árvore 28m; folhas membranáceas, glabras, concolores verdes.","urn:catalog:JBRJ:RB:335107",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"50","2014-07-07T18:03:59.000+0000","JBRJ","RB","RB00535400","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","R.D. Ribeiro",NA,"1999","R. R. Vervloet; E. Bausen",2003,3,13,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, trilha d´água, divisa marco 37.",NA,NA,"Árvore de 2,5m de altura; flores amarelas; dossel 20m.","urn:catalog:JBRJ:RB:535400",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"51","2017-10-19T06:55:20.000+0000","JBRJ","RB","RB00471904","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C.de Lima","2005-02-23T00:00:00.000+0000","115","L.B.Bosquetti; M.M.M.Lopes, W.Queiroga, R.M.P.",2003,3,21,"Brazil","Minas Gerais","Marliéria","Trilha da Garapa Torta.",NA,NA,"Árvore 19m de altura com flores de corola amarela, mas quando senescente de corola creme, frutos novospubescentes e ovário floral marrom, flores perfumadas","urn:catalog:JBRJ:RB:471904",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"52",NA,"UEFS","HUEFS","75213","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C.Lima","2012-08-01T00:00:00.000+0000","296","França, G.S.",2003,4,8,"Brazil","Minas Gerais","Marliéria","Estancias dos Jequitibás.",-42.741667,-19.651667,NA,"BRA:UEFS:HUEFS:0000075213",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"56","2014-07-07T17:57:26.000+0000","JBRJ","RB","RB00535399","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C. Lima","2009-04-29T00:00:00.000+0000","2384","R. R. Vervloet; W. Pizziolo",2003,5,7,"Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, Tracomal, linha de divisa, marco 124 a 125.",NA,NA,"Árvore de 15m; frutos imaturos de cor verde.","urn:catalog:JBRJ:RB:535399",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"57","2014-07-22T16:03:09.000+0000","JBRJ","RB","RB00471935","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"153","L.B.Bosquetti; E.O.Carvalho e R.M.Pereira",2003,6,25,"Brazil","Minas Gerais","Marliéria","Trilha da Garapa Torta.",NA,NA,"árvore de 19m de altura em época de frutificação, porém estéril, com até 18 pares de folíolos","urn:catalog:JBRJ:RB:471935",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"58","2014-07-22T15:59:46.000+0000","JBRJ","RB","RB00471885","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C.de Lima","2005-02-23T00:00:00.000+0000","189","L.B.Bosquetti; W.Q.Santos e R.M.Pereira",2003,8,21,"Brazil","Minas Gerais","Marliéria","Trilha do Turvo.",NA,NA,"Árvore 25 m com frutos verdes desenvolvidos","urn:catalog:JBRJ:RB:471885",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"59","2014-07-08T04:26:33.000+0000","JBRJ","RB","RB00157860","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"6024","Haroldo C. Lima; R. Mateus",2002,3,12,"Brazil","Rio de Janeiro","Rio de Janeiro","Canteiro 32, em frente a Botânica Sistemática.",NA,NA,"arvore ca. de 20m de alt., tronco com casca lisa e levemente estriada, pardo-acinzentado, DAP mais ou menos 45cm","urn:catalog:JBRJ:RB:157860",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"60",NA,"Reserva Natural Vale (CVRD)","CVRD","7355","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Haroldo C. de Lima","2003-03-08T00:00:00.000+0000","4258","Folli, D.A.",2002,5,7,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Ziquita","BRA:CVRD:CVRD:0000007355",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"61","2015-12-10T15:04:13.000+0000","JBRJ","RB","RB00671083","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","D.A. Folli",NA,"4258","D.A. Folli",2002,5,7,"Brazil","Espírito Santo","Linhares","Reserva Natural da CVRD. Estrada Cinco Folhas. Mata de Tabuleiro.",NA,NA,"Terrestre. Porte arbóreo. Fuste cilindrico. Casca áspera. Botão verde. Flor amarela. Exsudação incolor.","urn:catalog:JBRJ:RB:671083",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"63","2014-07-22T15:59:48.000+0000","JBRJ","RB","RB00471895","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","H.C.de Lima","2005-02-23T00:00:00.000+0000","20","S.R.D.F.da Silva Nunes",2001,2,20,"Brazil","Minas Gerais","Marliéria","Trilha do Turvo.",NA,NA,"Árvore 15m, com flores amarelas sem perfume","urn:catalog:JBRJ:RB:471895",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"64",NA,"UESC","UESC","10674","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima",NA,NA,"447","Sambuichi, R.",2001,4,10,"Brazil","Bahia","Ilhéus",NA,NA,NA,"Árvore, DAP 23,1.; Indivíduo 1532A.","BRA:UESC:UESC:0000010674",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
"65",NA,"MBML","MBML-HERBARIO","15090","Tachigali paratyensis (Vell.) H.C.Lima",NA,"Fabaceae","Tachigali","paratyensis","(Vell.) H.C.Lima","Luciana F.G. da Silva/2006",NA,"4485","L. Kollmann; et al",2001,9,4,"Brazil","Espírito Santo","Santa Teresa","Rio Saltinho",-40.506944,-19.936111,"Árvore 24m. DAP 52cm. Fuste 8m. Vagens verdes.","BRA:MBML:MBML-HERBARIO:0000015090",NA,"Tachigali paratyensis (Vell.) H.C.Lima"
