"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"17",NA,"UNICAMP","UEC","126189","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","Fonseca, M.L.","2001-11-01T00:00:00.000+0000",NA,"2988",NA,"Fonseca, M.L.; Cardoso, E.; Mendonça, R.C.; Oliveira, F.C.A.",2001,10,21,"Brazil","Goiás","Monte Alegre de Goiás","Mata 1: Fazenda Nica",-46.661111,-14.436111,"fruto, Árvore heliófita, cerca de 8,0 m de altura e 0,22 m de DAP; folhas novas de cor verde, membranáceas; frutos imaturos de cor verde. Comum. (Linha 3, parcela 8, árvore 179). Mata estacional decidual (mata seca). Solo argiloso com afloramento cal","BRA:UNICAMP:UEC:0000126189","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"18",NA,"Cenargen","CEN","59684","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"1981",NA,"Anderson Cássio Sevilha",2000,8,8,"Brazil","Go","SAO DOMINGOS","Fazenda São Domingos.",-46.741944,-13.629722,"Casca indeiscente acinzentada. Casca viva verde por fora, amarela por dentro.","BRA:Cenargen:CEN:0000059684","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"19",NA,"Cenargen","CEN","59699","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"1998",NA,"Anderson Cássio Sevilha",2000,9,3,"Brazil","Go","SAO DOMINGOS","Fazenda Traçadol.",NA,NA,NA,"BRA:Cenargen:CEN:0000059699","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"21",NA,"UNICAMP","UEC","116719","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","Silva, M.A.; Oliveira, N.R.","2000-10-01T00:00:00.000+0000",NA,"4423",NA,"Silva, M.A.; Felfili, J.M.; Cardoso, E.; Oliveira, N.R.; Oliveira, E.C.L.; Barbosa, E.L.",2000,10,7,"Brazil","Goiás","Posse","Fazenda Sabonete, proprietário Sr. Sílvi",-46.486667,-14.608333,"fruto, Solo claro e pedregoso, relevo ígreme. Projeto mata seca. Arvoreta heliófita ca. 5m de altura, inflorescência levemente ferrugínea, corola esbranquiçada, cálice verde, fauce verde claro com listras vináceas, botões florais esverdeados, frutos","BRA:UNICAMP:UEC:0000116719","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"22","2013-06-21T00:00:00.000+0000","K","Herbarium","K000921620","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Shimizu, G.H.",NA,NA,"4423",NA,"Oliveira, E.C.L.; Oliveira, N.R.; Cardoso, E.; Felfili, J.M.; Barbosa, E.L.; Silva, M.A.",2000,10,7,"Brazil",NA,"Posse","Fazenda Sabonete, proprietário Sr. Silvio Santos Lacerada.",-46.49,-14.07,"[Multiple sheets K000921621] Sheet 1","http://specimens.kew.org/herbarium/K000921620","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"23",NA,"UNICAMP","UEC","121054","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Silva, M.J.","2010-07-28T00:00:00.000+0000",NA,"2327",NA,"Fonseca, M.L.; Oliveira, F.C.A.; et al.",2000,10,27,"Brazil","Goiás","São Domingos","Fazenda São Domingos, Relevo Plano; latossolo vermelho escuro (solo evoluído de calcário)",0,0,"Árvore heliófita ca. 5,0 m alt. x 0,08 m DAP. Folhas cor verde, membranáceas; cálice marrom; botões e flores brancos; frutos imaturos cor verde. Comum. (Linha K)","BRA:UNICAMP:UEC:0000121054","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"24",NA,"UNICAMP","UEC","116723","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Azevedo, A.M.G.; Silva, M.J.","2010-07-28T00:00:00.000+0000",NA,"4449",NA,"Silva, M.A.; Oliveira, E.C.L.; Felfili, J.M.; Oliveira, N.R.; Barbosa, E.L.; Cardoso, E.",2000,10,8,"Brazil","Goiás","Posse","Fazenda Sabonete",0,0,"Árvore ca 1om de alt., inflorescencia ferrugínea, corola esbranquiçada, cálice creme, fauce verde claro com listras vináceas, botões florais branco esverdeados, folhas glabras discolores verdes, tronco com casca lisa, madeira dura.","BRA:UNICAMP:UEC:0000116723","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"28",NA,"Cenargen","CEN","41169","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"2327",NA,"Marina de Lourdes Fonseca Resende",2000,10,27,"Brazil","Go","SAO DOMINGOS","Fazenda São Domingos. Proprietário: Lincholn Pereira Resende.",-46.741111,-13.618333,"Folhas verde, membranáceas, cálice marrom, botões e flores branca. Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Goiás.","BRA:Cenargen:CEN:0000041169","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"30",NA,"Cenargen","CEN","36046","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"4423",NA,"Maria Aparecida da Silva - IBGE",2000,10,7,"Brazil","Go","POSSE","Fazenda Sabonete, Proprietário: Sr. Sílvio dos Santos Lacerada.",-46.48667,-14.06639,"Projeto mata seca. Planta heliófita ca. 5 m de altura, inflorescência levemente ferrugínea, corola esbranquiçada, cálice verde, fauce verde claro com listras vináceas, botões florais esverdeados, frut","BRA:Cenargen:CEN:0000036046","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"32",NA,"Cenargen","CEN","41405","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"1193",NA,"Francisco das Chagas de Araujo Oliveira",2000,11,3,"Brazil","Go","POSSE","Propriedade do Srº. Silvio Santos Lacerda.",-46.4875,-14.064722,"Caducufolia, botões branco, cálice ferrugíneo. Visitada por abelhas. (Linha 2, próximo da parcela 19).Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Goiás.","BRA:Cenargen:CEN:0000041405","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"33",NA,"Cenargen","CEN","59727","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"2027",NA,"Anderson Cássio Sevilha",2000,12,1,"Brazil","Go","SAO DOMINGOS","Fazenda Flor do Ermo.",-46.75278,-13.65667,"Tronco tortuoso, base dilatada. Casca áspera indeiscente. Casca viva amarela por dentro, textura granulosa, com gosto e cheiro de feijão cru.","BRA:Cenargen:CEN:0000059727","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"34",NA,"Cenargen","CEN","33269","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","L. P. Queiroz",NA,NA,"319",NA,"José Wagner Borges Machado",1999,2,3,"Brazil","Ce","CARIDADE","Fazenda Flor Ermo, entrada da residência da sede.",NA,NA,"Presença de cactáceas em volta. Frutos imaturos verdes.Det. in dupl.","BRA:Cenargen:CEN:0000033269","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"35",NA,"UEFS","HUEFS","48833","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","L.P.de Queiroz","2012-09-01T00:00:00.000+0000",NA,"319",NA,"Machado, J.W.B.",1999,2,3,"Brazil","Goiás","São Domingos","Fazenda Flor Ermo, entrada da residência da sede.",NA,NA,"Área antropizada.","BRA:UEFS:HUEFS:0000048833","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"36",NA,"Cenargen","CEN","65693","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"418",NA,"Aécio Amaral-Santos",1999,6,19,"Brazil","Go","SAO DOMINGOS","Fazenda São Domingos.",NA,NA,NA,"BRA:Cenargen:CEN:0000065693","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"37",NA,"Cenargen","CEN","56841","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"1894",NA,"Anderson Cássio Sevilha",1999,12,15,"Brazil","Go","SAO DOMINGOS","Estrada de dentro da Fazenda São Domingos/Estiva, próximo ao açude.",-46.63111,-13.62111,"Casca áspera com manchas brancas e cinza, com espessamento da base do tronco. Casca viva verde por fora e amarela por dentro. Tronco tortuoso cilíndrico.","BRA:Cenargen:CEN:0000056841","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"38",NA,"UnB","UB","42043","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Silva, MJ","2012-07-19T00:00:00.000+0000",NA,"113A",NA,"Rocha, DMS",1998,9,3,"Brazil","Goiás","São Domingos",NA,-46.3183,-13.3983,NA,"BRA:UnB:UB:0000042043","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"39","2016-01-07T15:54:34.000+0000","JBRJ","RB","RB00438878","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","M.G.Silva",NA,NA,"3376",NA,"M. Aparecida da Silva ; B. A. S. Pereira & D. Alvarenga",1997,10,9,"Brazil","Tocantins","Tocantins","Fazenda Palha entre Aurora do Tocantins e Combinado .",NA,NA,"Árvore ca. 8,0 m de altura, flores brancas com fauces verde avermelhados, levemente perfumadas, folhas membranáceas verde amarronzadas, tronco com casca lisa. Rara.","urn:catalog:JBRJ:RB:438878","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"40","2013-06-20T00:00:00.000+0000","K","Herbarium","K000921622","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Shimizu, G.H.",NA,NA,"3376",NA,"Pereira, B.A.S.; Alvarenga, D.; Silva, M.A.",1997,10,9,"Brazil",NA,NA,"Fazenda palha entre Aurora do Tocantins e Combinado.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000921622","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"42","2014-10-07T15:19:14.000+0000","JBRJ","RB","RB00178857","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","M.G.Silva",NA,NA,"3213",NA,"B. A. S. Pereira; D. Alvarenga",1996,9,13,"Brazil","Goiás","Nova Roma","Km 11 da estr. Nova Roma/ Terezina de goiás.",-46.916667,-13.916667,"àrv. cerca de 10m de alt. Flores Brancas.","urn:catalog:JBRJ:RB:178857","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"44","2017-10-18T11:28:08.000+0000","JBRJ","RB","RB00178610","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","M.G.Silva",NA,NA,"3296",NA,"B.A.S. Pereira; D. Alvarenga",1996,11,23,"Brazil","Goiás","Goiás","mun. de São Domingos.",-46.333333,-13.666667,"Árvore frondosa, ca. 8 m de altura. Fruto imaturo de cor verde.","urn:catalog:JBRJ:RB:178610","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"46","2017-10-19T01:55:27.000+0000","JBRJ","RB","RB00178543","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","B.A.S. PEREIRA",NA,NA,"2817",NA,"B.A.S. PEREIRA; D. ALVARENGA",1995,8,13,"Brazil","Goiás","Goiás","MUN POSSE NO KM 15 DA ESTRADA POSSE, GUARANI DE GOIÁS.",-46.333333,-14.25,"ÁRVORE CA 10M DE ALTURA FRUTO MADURO COR","urn:catalog:JBRJ:RB:178543","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"47","2017-10-19T00:39:56.000+0000","JBRJ","RB","RB00178556","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo",NA,"Fabaceae","Muellera","montanus","A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo","B.A.S. PEREIRA",NA,NA,"2866",NA,"B.A.S PEREIRA ; D. ALVARENGA",1995,8,16,"Brazil","Tocantins","Tocantins","AURORA DO NORTE .",-46.5,-12.833333,"ÁRVORE CA. 10m DE ALTURA FRUTO MADURO COR MARROM.","urn:catalog:JBRJ:RB:178556","Lonchocarpus montanus A.M.G.Azevedo ex M.J.Silva & A.M.G.Azevedo"
"49",NA,"Cenargen","CEN","25789","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","M. Simon",NA,NA,"2866",NA,"Benedito Alísio da Silva Pereira",1995,8,16,"Brazil","To","TAGUATINGA","No km 30 da estrada Taguatinga - Aurora do Norte.",-46.5,-12.833333,"Doação da Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE.","BRA:Cenargen:CEN:0000025789","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"52",NA,"UNICAMP","UEC","143530","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Silva, M.J.","2010-07-28T00:00:00.000+0000",NA,"649",NA,"Árbocz, G.F.",1994,8,17,"Brazil","Minas Gerais","Januária","Fazenda Santa Cecília",0,0,"Árvore +/- 15m, 25 cm DAP","BRA:UNICAMP:UEC:0000143530","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
"53",NA,"UNICAMP","UEC","143532","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo",NA,"Fabaceae","Muellera","montana","(MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo","Azevedo, A.M.G.; Silva, M.J.","2010-07-28T00:00:00.000+0000",NA,"667",NA,"Árbocz, G.F.",1994,8,18,"Brazil","Minas Gerais","Manga",NA,0,0,"Árvore +- 12m e 25cm Dap","BRA:UNICAMP:UEC:0000143532","Muellera montana (MJ.Silva & Amg.Azevedo) MJ.Silva & Amg.Azevedo"
