"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"22",NA,"MBML","MBML-HERBARIO","11464","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão & D. M. Johnson/Set.2007",NA,"PARATYPE",537,"V. Demuner; et al",2000,1,13,"Brazil","Espírito Santo","Santa Teresa","Mata Fria",-40.7,-19.931111,"Arbusto 4m, botões florais, flores rosadas, fruto aberto com mesocarpo vermelho, arilo cor preta.","BRA:MBML:MBML-HERBARIO:0000011464","Xylopia decorticans D.M.Johnson & Lobão"
"23",NA,"MBML","MBML-HERBARIO","11403","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão & D. M. Johnson/Set.2007",NA,"PARATYPE",456,"V. Demuner; et al",2000,1,5,"Brazil","Espírito Santo","Santa Teresa","Mata do MBML",-40.616667,-19.936111,"Arbusto 4m, botões florais, frutos imaturos de cor verde, maduros cor vermelha, sementes pretas.","BRA:MBML:MBML-HERBARIO:0000011403","Xylopia decorticans D.M.Johnson & Lobão"
"25",NA,"MBML","MBML-HERBARIO","9578","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão & D. M. Johnson/Set.2007",NA,"PARATYPE",8834,"P. J. Maas; H. Maas & L. Kollmann",1999,2,16,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Cauliflorous tree, 6m tall, 5cm in diam., stems with reddish brown flaking bark, upper side of leaves shiny, dark green above, lower side dull, pale green; common, but most individuals without flowers or fruit. Seperate: Spirit collect","BRA:MBML:MBML-HERBARIO:0000009578","Xylopia decorticans D.M.Johnson & Lobão"
"26","2017-10-18T15:40:25.000+0000","JBRJ","RB","RB00534164","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A.Lobão",NA,"PARATYPE",740,"Lopes, W.P.; E. Bausen & W. Pizziolo",1999,5,19,"Brazil","Espírito Santo","Santa Teresa","Mata Fria.",NA,NA,"Árvore 8 m dealt. DAP: 11 cm. Fuste 5 m. Frutos imaturos verdes","urn:catalog:JBRJ:RB:534164","Xylopia decorticans D.M.Johnson & Lobão"
"28","2017-10-19T14:01:37.000+0000","JBRJ","RB","RB00534166","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A.Lobão",NA,"PARATYPE",15,"Demuner, V.; E. Bausen & W. Pizziolo",1999,9,22,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lucia. Trilha do Sagüi (subida do A3 demarcada para Luciana).",NA,NA,"Arvoreta 6 m de alt. Frutos imaturos de cor verde, maduros de cor vermelho rosados com sementes pretas casca interna do fruto marrom, Botões floríferos nos ramos aéreos. A3P16","urn:catalog:JBRJ:RB:534166","Xylopia decorticans D.M.Johnson & Lobão"
"30",NA,"MBML","MBML-HERBARIO","8893","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão & D. M. Johnson/Set.2007",NA,"PARATYPE",842,"L. Kollmann; E. Bausen & W. Pizziolo",1998,10,28,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Mata de encosta. Arbusto 4m. Botões brancos.","BRA:MBML:MBML-HERBARIO:0000008893","Xylopia decorticans D.M.Johnson & Lobão"
"32","2017-10-19T07:39:09.000+0000","JBRJ","RB","RB00420102","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão",NA,NA,896,"L. Kollmann; E. Bausen & W. Pizziolo",1998,11,9,"Brazil","Espírito Santo","Santa Teresa","Aparecidinha. Terreno de Luiz Bringhenti.",NA,NA,"Arvoreto de 10 m, fuste de 6 m de alt., e botões brancos.","urn:catalog:JBRJ:RB:420102","Xylopia decorticans D.M.Johnson & Lobão"
"34",NA,"MBML","MBML-HERBARIO","7211","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão & D. M. Johnson/Set.2007",NA,"PARATYPE",787,"L. D. Thomaz",1995,1,18,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Altura 12m, PAP 26cm, caule interno branco, botões avermelhados.","BRA:MBML:MBML-HERBARIO:0000007211","Xylopia decorticans D.M.Johnson & Lobão"
"36",NA,"MBML","MBML-HERBARIO","7217","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","J.C. Lopes/2011",NA,NA,809,"L. D. Thomaz",1993,3,10,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia",-40.530278,-19.971389,"Altura 15m, PAP 23cm, escamas marrom no tronco.","BRA:MBML:MBML-HERBARIO:0000007217","Xylopia decorticans D.M.Johnson & Lobão"
"38","2017-10-19T16:12:53.000+0000","JBRJ","RB","RB00420096","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão",NA,NA,812,"L. D. Thomaz",1993,9,22,"Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia. Estação Biológica de Santa Lúcia",NA,NA,"Altura 12 m, PAP 12 cm, caule interno creme, com botões avermelhados","urn:catalog:JBRJ:RB:420096","Xylopia decorticans D.M.Johnson & Lobão"
"40",NA,"MBML","MBML-HERBARIO","3884","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão & D. M. Johnson/Set.2007",NA,"PARATYPE",1016,"W. Boone",1986,1,13,"Brazil","Espírito Santo","Santa Teresa","Torre receptora de TV",-40.603611,-19.948611,"Árvore de 11m, diâmetro 7cm, ramos com descarações ferrugíneas, inflorescência cauliflora, formando intumescimento, cálice e corola rosadas, heliofila, capoeirão.","BRA:MBML:MBML-HERBARIO:0000003884","Xylopia decorticans D.M.Johnson & Lobão"
"42",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","130188","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","A. Lobão",NA,NA,1283,"A. Lobão",NA,NA,NA,"Brazil","Espirito Santo","SANTA TERESA","Estação Biológica Santa Lúcia, trilha para o túmulo Augusto Ruschi.",NA,NA,"Ambiente: Mata. Habito: Arvoreta, 3m.","BRA:CEPLAC:CEPEC:0000130188","Xylopia decorticans D.M.Johnson & Lobão"
"43","2009-06-30T10:13:48.000+0000","K","Herbarium","K000037472","Xylopia decorticans D.M.Johnson & Lobão","Annonaceae","Xylopia","decorticans","D.M.Johnson & Lobão","Adriana Lobão",NA,NA,1571,"Stannard, B.L.; et al.; Mello-Silva, R.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"http://specimens.kew.org/herbarium/K000037472","Xylopia decorticans D.M.Johnson & Lobão"
