"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","comments"
"52","2009-03-25T18:52:00.000+0000","MO","MO","750764","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","P.J.M. & H. Maas (WAG)","2008-01-01T00:00:00.000+0000","Gentry 69284","309","Alwyn H. Gentry|Bruce W. Nelson",1990,1,19,"Brazil","Amazonas",NA,"Ducke Reserve, Km 26 Manaus-Itacoatiara Hwy. Transect 9",-59.966667,-3,NA,"urn:catalog:MO:Tropicos:750764","http://www.tropicos.org/Specimen/750764","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"53",NA,NA,"Botany","U.1661693","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Maas PJM; Westra LYT",NA,NA,NA,"Gentry AH; Nelson BW",1990,1,19,"Brazil","Amazonas",NA,NA,-59.966667,-3,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661693",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"55","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","184431","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Ramos, J.F.","1998-01-01T00:00:00.000+0000","932",NA,"Cunha, NML da",1990,2,7,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Distrito Agropecuário, Reserva 1501 (Km41) da Smithsonian/INPA. Projeto Dinâmica Biológica de Fragmentos Florestais.",-59.72,-2.4,NA,"urn:catalog:inpa:herbarium:35761",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"56","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","151529","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Lobão, A.Q.","2013-12-01T00:00:00.000+0000","5097",NA,"Thomas, WW",1986,6,14,"Brazil","Rondônia",NA,"Represa Samuel: forest at end of right dike road, ca 1 Km N of campinarana",-63.22,-9.083333,NA,"urn:catalog:inpa:herbarium:198829",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"58","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","92465","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Rodrigues, W.A.","1980-01-01T00:00:00.000+0000","INPA92465",NA,"Co̻lho, DF",1980,5,NA,"Brazil","Amazonas",NA,"Estrada Manaus-Itacoatiara, km 55, ZF-1, varadouro que liga Manaus-Itacoatiara, com Manaus-Caracaraí",NA,NA,NA,"urn:catalog:inpa:herbarium:27813",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"59","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","94070","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Rankin, J.M.","1985-01-01T00:00:00.000+0000","505",NA,"Santos, JL dos",1980,5,27,"Brazil","Amazonas",NA,"Estrada ZF-3, km 24, coletado ao lado da Reserva número 1202",NA,NA,NA,"urn:catalog:inpa:herbarium:83189",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"60",NA,"NY","NY","1136331","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens","2012-01-01T00:00:00.000+0000","P21896",NA,"D. G. Campbell",1974,4,6,"Brazil","Amazonas",NA,"Rio Cuieiras-Manaus trail, Km 1",0,0,NA,"5ef68797-5126-49b7-a992-edf5ee682051",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"61",NA,NA,"Botany","U.1661689","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Maas PJM; Westra LYT",NA,NA,NA,"Prance GT; Campbell DG; et al.",1974,4,6,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1661689",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"64","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","14852","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Rodrigues, W.A.","1980-01-01T00:00:00.000+0000","5908",NA,"Rodrigues, WA",1964,6,NA,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, picada da Petrobrás",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:161511",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"65","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","122183","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Rodrigues, W.A.","1980-01-01T00:00:00.000+0000","2609",NA,"Rodrigues, WA",1961,5,NA,"Brazil","Amazonas",NA,"Km 70 da BR 17",NA,NA,"""Arvoreta de 5 m; flores amarelas. Solo argiloso.  X-957""","urn:catalog:inpa:herbarium:238979",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"67","2015-04-11T10:13:06.000+0000","S","VascularPlants","S-R-7086","Guatteriopsis friesiana W.A.Rodrigues","Annonaceae","Guatteria","friesiana","W.A.Rodrigues",NA,NA,"s.n.","s.n.","D. Coelho",1956,3,14,"Brazil","Amazonas",NA,"[Brazil] Manaus, Amazonas, igarapé do Passarinho, São Fransisco farm",NA,NA,"INPA Reg. n.o 3609","S:VascularPlants:S-R-7086",NA,"Guatteriopsis friesiana W.A.Rodrigues",NA,NA,NA,NA
"69","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","3609","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Rodrigues, W.A.","1980-01-01T00:00:00.000+0000","INPA3609",NA,"Co̻lho, DF",1956,3,NA,"Brazil","Amazonas",NA,"Igarapé do Passarinho",NA,NA,NA,"urn:catalog:inpa:herbarium:27812",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
"70","2015-04-11T10:13:06.000+0000","S","VascularPlants","S-R-7420","Guatteriopsis friesiana W.A.Rodrigues","Annonaceae","Guatteria","friesiana","W.A.Rodrigues",NA,NA,"783","783","Joaquim Chagas de Almeida",1955,2,7,"Brazil",NA,NA,"Brazil, Amazonas, Manaus, margem do Igarapé de Tabatinga",NA,NA,"[Vernacular name:] Envira. It contains a long note added by R.E. Fries with a description of the species he called Xylopia cordata (in swedish).","S:VascularPlants:S-R-7420",NA,"Guatteriopsis friesiana W.A.Rodrigues",NA,NA,NA,NA
"71","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","783","Guatteria friesiana (W.A.Rodrigues) Erkens & Maas","Annonaceae","Guatteria","friesiana","(W.A.Rodrigues) Erkens & Maas","Rodrigues, W.A.","1980-01-01T00:00:00.000+0000","INPA783",NA,"Almeida, JC de",1955,2,7,"Brazil","Amazonas",NA,"Margem do Igarapé Tabatinga",NA,NA,NA,"urn:catalog:inpa:herbarium:25282",NA,"Guatteria friesiana (W.A.Rodrigues) Erkens & Maas",NA,NA,NA,NA
