"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","typeStatus","comments"
"14","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","200000","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","""Maas, P.J.M.; Miralha, J.M.S.""","1995-10-01T00:00:00.000+0000","292",NA,"Miralha, JMS",1995,10,10,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:102926",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","179058","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","Miralha, J.M.S.",NA,"1520",NA,"Ribeiro, JELS",1994,12,14,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:153567",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"16","2016-03-03T00:00:00.000+0000","K","Herbarium","K001186330","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha",NA,NA,"1180",NA,"Ribeiro, J.E.L.S.",1993,11,24,"Brazil",NA,"Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Próximo ao alojamento .",NA,NA,NA,"http://specimens.kew.org/herbarium/K001186330",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"17","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","179050","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","Miralha, J.M.S.",NA,"1180",NA,"Ribeiro, JELS",1993,11,24,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Próximo ao alojamento.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:153219",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"20","2008-05-27T22:02:00.000+0000","MO","MO","750617","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","P.J.M.Maas (U)","2007-01-01T00:00:00.000+0000","Gentry 69252","308","Alwyn H. Gentry|Bruce W. Nelson",1990,1,19,"Brazil","Amazonas",NA,"Ducke Reserve, Km 26 Manaus-Itacoatiara Hwy. Transect 8",-59.96666,-3,NA,"urn:catalog:MO:Tropicos:750617","http://www.tropicos.org/Specimen/750617","Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"21","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","179024","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","Ramos, J.F.","2005-02-01T00:00:00.000+0000","1871",NA,NA,1988,4,27,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Igarapé do Acará",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:149392",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"22",NA,NA,"Botany","U.1073808","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","Chatrou LW",NA,NA,NA,"Morawetz W; Coêlho DF",1983,8,15,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1073808",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"26","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17126","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","""Maas, P.J.M.; Miralha, J.M.S.""","1991-01-01T00:00:00.000+0000","7823",NA,"Rodrigues, WA",1966,5,12,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Q. 18",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:162649",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"27","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","17248","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","""Maas, P.J.M.; Miralha, J.M.S.""","1991-01-01T00:00:00.000+0000","7888",NA,"Rodrigues, WA",1966,6,2,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke ao lado da árvore número 2071",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:162711",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"30",NA,"F","Botany","V0222255F","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","RRC ID Flag","1992-01-01T00:00:00.000+0000","6002","6002","W. A. Rodrigues",1964,8,19,"Brazil","Amazonas",NA,NA,-63,-5,NA,"c0a6110d-03a1-4dc7-b8ac-82a7b3c921c8",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"32",NA,NA,"Botany","U.1073804","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","Chatrou LW",NA,NA,NA,"Rodrigues WA; Coêlho DF",1963,12,31,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1073804",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"33","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha",NA,NA,"2393",NA,"Setz, EZP",1961,4,18,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:243793",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"54","2016-03-03T00:00:00.000+0000","K","Herbarium","K001186331","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha",NA,NA,"1520",NA,"Ribeiro, J.E.L.S.",NA,NA,NA,"Brazil",NA,"Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara km 26.",NA,NA,"14 1994","http://specimens.kew.org/herbarium/K001186331",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
"55",NA,"F","Botany","V0205850F","Malmea manausensis Maas & J.M.S.Miralha",NA,"Annonaceae","Malmea","manausensis","Maas & J.M.S.Miralha","RRC ID Flag","2000-01-01T00:00:00.000+0000","5645","5645","W. A. Rodrigues",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"2932d162-eac4-48c9-9996-00e1525695aa",NA,"Malmea manausensis Maas & J.M.S.Miralha",NA,NA,NA
