"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments","FID","new_Lat","new_Lon","notes"
"182",NA,"IPA","IPA","59410","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"581",NA,"Cestaro, L.A.",1999,9,10,"brazil","rio grande do norte","parnamirim","Restinga arbórea. Campo Experimental e de Prod. do Jiquí - EMPARN. Solo arenoso.",-35.1875,-5.929167,"Arvoreta ca. 5m de altura; flor amarela, comum.","BRA:IPA:IPA:0000059410",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4907,-5.929167,-35.1875,"original coordinates"
"183",NA,"IMA","MAC","9665","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"s.n.",NA,"R.P.Lyra-Lemos",1999,11,6,"brazil","alagoas","maceio","Reserva do IBAMA.",-35.982778,-10.009167,"Árvore ca. 3 m de alt. Frutos imaturos.; Mata Atlântica.","BRA:IMA:MAC:0000009665",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3998,-10.009167,-35.982778,"original coordinates"
"184",NA,"IPA","IPA","84454","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"278",NA,"Nascimento, L.M.; Rodal, M.J.N.; Rodal, M.J.N.",1999,11,23,"brazil","pernambuco","sao lourenco da mata","Estação Ecológica do Tapacurá, Trilha da mata.",-34.950278,-8.012778,"Árvore ca. 6,5m de altura. Flores em botão de cor castanha.","BRA:IPA:IPA:0000084454",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4263,-8.012778,-34.950278,"original coordinates"
"185",NA,"NY","NY","476706","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","A. G. da Silva",NA,NA,"184",NA,"A. G. d. Silva",1999,12,28,"brazil","pernambuco",NA,"Brejo da Madre de Deus. Mata do Malhada",-36.4017,-8.1872,NA,"7eb47ba1-8b8a-4518-b0bc-c208130ee863",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.1872,-36.4017,"original coordinates"
"186",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","10064","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","B.S.Amorim","2011-12-01T00:00:00.000+0000",NA,"3066",NA,"A.M.Miranda",1998,11,16,"brazil","pernambuco","triunfo","Boa Vista",NA,NA,"Arbusto ca. 3 m alt.; caule amarronzado; folhas coriáceas, face abaxial com nervura principal proeminente, amarronzada; inflorescência com raqui e botões jovens amarronzados.","BRA:UFRPE:HST:0000010064",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4304,-7.850475,-7.850475,"centroide mpo"
"187",NA,"NY","NY","585410","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","A. G. da Silva","2000-01-13T00:00:00.000+0000",NA,"149",NA,"L. M. Nascimento",1998,11,26,"brazil","pernambuco",NA,"Brejo da Madre de Deus. Estrada para Bituri Grande",-36.3892,-8.2014,NA,"8eec45c8-17c4-49fe-b5f3-ac35f574c4f7",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.2014,-36.3892,"original coordinates"
"188",NA,"IMA","MAC","9841","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"1364",NA,"M.N.Rodrigues; R.P.Lyra-Lemos",1998,11,17,"brazil","alagoas","pilar","Mata do Lamarão.",0,0,"Árvore ca. 3 m de alt. Fruto imaturo.; Mata Atlântica em encosta de tabuleiro.","BRA:IMA:MAC:0000009841",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3976,-9.613116,-36.002645,"centroide mpo (0)"
"189",NA,"US","Botany","3693350","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Acevedo-Rodríguez, P., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,"4009",NA,"M. Agra, S. Cabral, P. Medeiros & W. Barros",1997,7,12,"brazil","paraiba",NA,"Município de Maturéia, Pico do Jabre, ao Norte da sede da Telpa em direção Leste",-37.4314,-7.1861,NA,"http://n2t.net/ark:/65665/3d8092f02-28df-418b-a0d4-330e71de75ce",NA,"Cupania revoluta Radlk.",NA,NA,NA,-7.1861,-37.4314,"original coordinates"
"190",NA,"IMA","MAC","46596","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"1326",NA,"M.Landim; et al.",1997,8,15,"brazil","sergipe","sao cristovao","Mata da Escola Agrotécnica Federal.",0,0,"Arvoreta ca. de 3m de altura. Flores brancas.; Mata Atlântica.","BRA:IMA:MAC:0000046596",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3751,-10.961177,-37.219589,"centroide mpo (0)"
"191",NA,"IMA","MAC","46594","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"1295",NA,"M.Landim; et al.",1997,8,15,"brazil","sergipe","sao cristovao",NA,0,0,"Árvore ca. de 3m de altura. Flores brancas.; Mata Atlântica.","BRA:IMA:MAC:0000046594",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3751,-10.961177,-37.219589,"centroide mpo (0)"
"192",NA,"IPA","IPA","56149","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"1137",NA,"Rita Pereira; Semir, J.; et al.; Semir, J.; et al.",1997,9,13,"brazil","pernambuco","buique","Vale do Catimbau, Em direção a subida para a Serra do Catimbau, em formação de campo rupestre",0,0,"Solo arenoso. Arboreta ca. de 2m, flores com face adaxial ferruginea","BRA:IPA:IPA:0000056149",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4154,-8.649471,-37.122599,"centroide mpo (0)"
"193",NA,"UFPE","UFP","20290","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","1998-04-24T00:00:00.000+0000",NA,"1053",NA,"Alves, M.",1997,10,17,"brazil","bahia","lencois","Próximo ao rio São José, ao longo da rodovia para a cidade, km 10,0.",-41.3875,-12.5575,"HABITAT:Mata ciliar.; DESC:Arbusto com ramos decumbentes, frutos maduros e imaturos pardacentos, semente negra com carúncula alaranjada, raro.;","BRA:UFPE:UFP:0000020290",NA,"Cupania revoluta Radlk.",NA,NA,3540,-12.5575,-41.3875,"original coordinates"
"194",NA,"UFPE","UFP","19718","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","1998-05-01T00:00:00.000+0000",NA,"1296",NA,"Alves, M.",1997,10,21,"brazil","bahia","rio de contas","Margem e arredores do rio Brumadinho, próximo ao vilarejo de Mato Grosso.",-41.925,-13.520556,"HABITAT:Mata ciliar e cerrado.; DESC:arbusto com cerca de 3,5m de altura, frutos velutino-ferrugíneos, ocasional.;","BRA:UFPE:UFP:0000019718",NA,"Cupania revoluta Radlk.",NA,NA,3389,-13.520556,-41.925,"original coordinates"
"195",NA,"UNIVASF","HVASF","1369","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","J.A. Siqueira Filho","2011-09-01T00:00:00.000+0000",NA,"750",NA,"J.A. Siqueira Filho",1997,10,21,"brazil","pernambuco","maraial","Engenho Curtume",-35.760583,-8.834986,"Árvore ca. 5m alt. caules múltiplos, em plena floração. Flores brancas, diminutas, exalando odor forte, adocicado, melitófila, visitadas por Melipona scutelaris. Indivíduo único, na Pedra Talhada da Mata do Curtume.","BRA:UNIVASF:HVASF:0000001369",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4123,-8.834986,-35.760583,"original coordinates"
"196",NA,"UFPB","JPB","25012","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"1622",NA,"Barbosa, MR",1997,11,9,"brazil","paraiba","natuba","Limite com São Vicente Ferrer remanescente de mata.",0,0,"Árvore com frutos vistosas. ; DE","BRA:UFPB:JPB:0000025012",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4387,-7.567119,-35.5663,"centroide mpo (0)"
"197",NA,"IMA","MAC","9414","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"3844",NA,"R.P.Lyra-Lemos",1997,12,10,"brazil","alagoas","igreja nova","Próximo ao Canal de irrigação da faz. Boacica, Próximo ao caminho para a Faz. Bela Vista.",-36.7,-10.8,"Arvoreta ca. 3 m de alt. Frutos ferrugíneos.; Mata Estacional Decidual.","BRA:IMA:MAC:0000009414",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3891,-10.8,-36.7,"original coordinates"
"198",NA,"UNIVASF","HVASF","1695","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","J.A. Siqueira Filho","2011-09-01T00:00:00.000+0000",NA,"1516",NA,"J.A. Siqueira Filho",1996,1,19,"brazil","pernambuco","altinho","Sítio Demarcação, cortado pelo rio Uma (6 km do centro de Altinho)",-36.5625,-8.5625,"Arbusto frequente em áreas de pastagens, considerada invasora e de difícil eliminação.","BRA:UNIVASF:HVASF:0000001695",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4180,-8.5625,-36.5625,"original coordinates"
"199",NA,"IMA","MAC","8868","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"416",NA,"F.B.P. Moura",1996,1,15,"brazil","pernambuco","jatauba","Fazenda Balame, brejo de altitude, mata serrana.",0,0,"Arbusto ca. 3 m de alt. Em floração.; Mata Atlântica.","BRA:IMA:MAC:0000008868",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4259,-8.047638,-36.526725,"centroide mpo (0)"
"200",NA,"UFPE","UFP","14646","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Correia, M.","1996-05-01T00:00:00.000+0000",NA,"445",NA,"Correia, M.",1996,5,17,"brazil","pernambuco","pesqueira","Serra do Ororobá-Fazenda São Francisco.",0,0,"HABITAT:Brejo de altitude. Vegetação de mata serrana (sub-perenifólia).; DESC:Arbusto cap. 2,5m, botões ferrugineos.;","BRA:UFPE:UFP:0000014646",NA,"Cupania revoluta Radlk.",NA,NA,4197,-8.392911,-36.737958,"centroide mpo (0)"
"201",NA,"UFPB","JPB","60115","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Viana, G","1996-07-14T00:00:00.000+0000",NA,"ASE6458",NA,"Viana, G; Magalhães, SG de",1996,7,25,"brazil","sergipe","tomar do geru",NA,-37.840556,-11.373333,"Arbusto. 3. metro. Flores cremes.; Arbusto. 3. metro. Flores cremes.; Mata Atlântica","BRA:UFPB:JPB:0000060115",NA,"Cupania revoluta Radlk.",NA,NA,3693,-11.373333,-37.840556,"original coordinates"
"202",NA,"UFPB","JPB","60117","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Cruz, A","2000-09-01T00:00:00.000+0000",NA,"1016",NA,"Landim, M",1996,9,13,"brazil","sergipe","japaratuba","Àrea de reserva P.A. 08 de março. Ivan Ribeiro (IN",0,0,"Árvore. Botões e flores com pétalas e frutos imaturos.; Árvore. Botões e flores com pétalas e frutos imaturos.; Mata","BRA:UFPB:JPB:0000060117",NA,"Cupania revoluta Radlk.",NA,NA,3821,-10.554115,-36.901873,"centroide mpo (0)"
"203",NA,"UFPB","JPB","24740","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"1559",NA,"Barbosa, MR",1996,9,6,"brazil","paraiba","bananeiras","Campus da UFPB, Mata de encosta dentro do Campus da UFPB.",0,0,"Árvore no interior da mata. ; DE","BRA:UFPB:JPB:0000024740",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4679,-6.700003,-35.595963,"centroide mpo (0)"
"204",NA,"UFPE","UFP","15767","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Baramo, U.G.","1999-02-02T00:00:00.000+0000",NA,"178",NA,"Baracho, G.S.",1996,10,13,"brazil","pernambuco","maraial","Engenho Curtume-170 km do centro do Recife.",-35.833333,-8.8,"HABITAT:Mesorregião da Mata Pernambucana, Microrregião da Mata Úmida.;","BRA:UFPE:UFP:0000015767",NA,"Cupania revoluta Radlk.",NA,NA,4123,-8.8,-35.833333,"original coordinates"
"205",NA,"UFPE","UFP","21752","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Oliveira, M.","2005-01-01T00:00:00.000+0000",NA,"218",NA,"Siqueira-Filho, J.A.",1996,10,20,"brazil","pernambuco","caruaru","Estação Ecológica de Brejo dos Cavalos",-3.033333,-8.133333,"HABITAT:Área aberta.; DESC:Arbusto com aproximadamente 2m. Flores ferrugíneas.;","BRA:UFPE:UFP:0000021752",NA,"Cupania revoluta Radlk.",NA,NA,4236,-8.133333,-3.033333,"original coordinates"
"206",NA,"IMA","MAC","46770","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"1076",NA,"M.Landim",1996,12,13,"brazil","sergipe","japaratuba","Mata do Jardim, borda da clareira.",0,0,"Árvore ca. 5 m de altura. Frutos imaturos.","BRA:IMA:MAC:0000046770",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3821,-10.554115,-36.901873,"centroide mpo (0)"
"207",NA,"UFPE","UFP","14651","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Correia, M.","1996-04-01T00:00:00.000+0000",NA,"260",NA,"Correia, M.",1995,6,27,"brazil","pernambuco","pesqueira","Serra do Ororobá-Fazenda São Francisco.",0,0,"HABITAT:Vegetação de mata serrana (sub-perenifólia).; DESC:Caule ferruginoso, inflorescência creme.;","BRA:UFPE:UFP:0000014651",NA,"Cupania revoluta Radlk.",NA,NA,4197,-8.392911,-36.737958,"centroide mpo (0)"
"208",NA,"UEFS","HUEFS","23018","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"636",NA,"Landim, M.",1995,9,15,"brazil","sergipe","santa luzia do itanhy","Mata do Crasto.",NA,NA,"Borda da mata.","BRA:UEFS:HUEFS:0000023018",NA,"Cupania revoluta Radlk.",NA,NA,3694,-11.361095,-11.361095,"centroide mpo"
"209",NA,"NY","NY","476692","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","T. D. Pennington",NA,NA,"1039",NA,"S. J. Mayo",1995,10,10,"brazil","pernambuco",NA,"Caruaru, Murici, Brejo dos Cavalos, Parque EcolÃ³gico Municipal",0,0,NA,"6b939b1a-6da4-45dc-8bb4-0c21a6328ceb",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.3240949,-37.99303622,"centroide estado (0)"
"210",NA,"UFPB","JPB","47251","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, LA","2012-11-13T00:00:00.000+0000",NA,"786",NA,"Landim, MF; Moura, D; Raulino, T",1995,11,25,"brazil","sergipe","itabaiana","Parque Nacional Serra de Itabaiana, Mata (borda)",0,0,"Árvore com cerca de 3m. Apresenta frutos imaturos e maduros, com arilóide laranja envolvendo sementes pretas.","BRA:UFPB:JPB:0000047251",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3794,-10.685911,-37.421727,"centroide mpo (0)"
"211",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","5457","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","B.S.Amorim","2011-12-01T00:00:00.000+0000",NA,"1812",NA,"A.M.Miranda; L.P.Félix et S.M.C.Rodrigues",1994,6,19,"brazil","pernambuco","buique","Serra de Catimbau",NA,NA,"Arvoreta ca. 3 m alt.; caule amarronzado; folhas coriáceas; inflorescência amarronzada.","BRA:UFRPE:HST:0000005457",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4154,-8.649471,-8.649471,"centroide mpo"
"212",NA,"NY","NY","476691","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","T. D. Pennington",NA,NA,"241",NA,"M. F. de Sales",1994,8,11,"brazil","pernambuco",NA,"Caruaru, Murici, Brejo dos Cavalos, Parque EcolÃ³gico Municipal",0,0,NA,"7165d6d3-63f6-40c2-803a-9b8bc3753668",NA,"Cupania revoluta Radlk.",NA,NA,NA,-8.3240949,-37.99303622,"centroide estado (0)"
"213",NA,"NY","NY","01096345","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"7103",NA,"A. C. Cervi",1994,10,20,"brazil","alagoas",NA,"Reserva BiolÃ³gica de Pedra Talhada. Area de transiÃ§Ã£o Florestas Estacional Semidecidual/Decidual Contrafortes de Borborema,.",-36.42,-9.25,NA,"ad24de2e-f60a-4359-a88f-ccca739b1186",NA,"Cupania revoluta Radlk.",NA,NA,NA,-9.25,-36.42,"original coordinates"
"214",NA,"IPA","IPA","56895","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"IPA-56895",NA,"Rita Pereira",1994,10,11,"brazil","pernambuco","recife","Mata do Curado (exército).",0,0,NA,"BRA:IPA:IPA:0000056895",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4261,-8.03913,-34.933243,"centroide mpo (0)"
"215",NA,"G","Geneva Herbarium – General Collection (G)","G-G-270194/1","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Nusbaumer, L. P. G. (2013)",NA,NA,NA,NA,"Cervi, A. C., R. Spichiger, P.-A. Loizeau & E. Cottier",1994,10,20,"brazil",NA,NA,"Pedra Talhada - Reserva biológica (Convenio IBAMA-Associação Pedra Talhada)/Estado de Alagoas",-36.41667,-9.25,NA,NA,NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,NA,-9.25,-36.41667,"original coordinates"
"216",NA,"IPA","IPA","56833","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"IPA-56833",NA,"Rita Pereira; et al.; et al.",1994,11,29,"brazil","pernambuco","recife","Jardim Botânico, mata do Curado.",0,0,NA,"BRA:IPA:IPA:0000056833",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4261,-8.03913,-34.933243,"centroide mpo (0)"
"217",NA,"NY","NY","448002","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","P. Acevedo-RodrÃ­guez",NA,NA,"390",NA,"S. C. de Sant'Ana",1993,10,6,"brazil","sergipe",NA,"Cerca de 2,5 km do distrito de Castro, na entrada para Santa Luzia do Itanhi.",-37.4478844629906,-11.3544256439251,NA,"6a1154f7-93cc-4b59-9c37-031577a615f8",NA,"Cupania revoluta Radlk.",NA,NA,NA,-11.3544256439251,-37.4478844629906,"original coordinates"
"218",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","13756","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","B.S.Amorim","2011-12-01T00:00:00.000+0000",NA,"1084",NA,"A.M.Miranda; M.B.Costa e Silva; K. Ribeiro",1993,11,13,"brazil","pernambuco","brejo da madre de deus.","Faz. Bituri",NA,NA,"Arbusto, ramos escandente; folhas cariáceas; frutos pilosos marron; semente negra.","BRA:UFRPE:HST:0000013756",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,NA,NA,NA,"centroide mpo"
"219","2014-07-22T14:08:02.000+0000","JBRJ","RB","RB00383558","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Myrna Friederichs Landim de Souza",NA,NA,"3041",NA,"C. Farney; J.C. Gomes & R.A. Silva",1992,1,30,"brazil","sergipe","japaratuba","Distrito de São José. Fazenda Pontal. Área de assentamento do INCRA.",NA,NA,"Arvoreta; 5 metros de altura; folhas verdes, discolores; frutos passados castanhos. Carp. nº 7318","urn:catalog:JBRJ:RB:383558",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3821,-10.554115,-10.554115,"centroide mpo"
"220",NA,"UFPE","UFP","14022","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.","Ferrucci, M.S.","1997-01-01T00:00:00.000+0000",NA,"s.n.",NA,"Bezerra, I.",1992,12,9,"brazil","pernambuco","caruaru","Brejo dos Cavalos",0,0,"DESC:Arvoreta com 3,5m de altura.;","BRA:UFPE:UFP:0000014022",NA,"Cupania revoluta Radlk.",NA,NA,4236,-8.17911,-36.017298,"centroide mpo (0)"
"221",NA,"IPA","IPA","52712","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"03",NA,"Ferraz, E.",1991,9,13,"brazil","pernambuco","triunfo","Sítio Lagoa. Brejo.",0,0,"Árvore. Flores esbranquiçadas.","BRA:IPA:IPA:0000052712",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4304,-7.850475,-38.067218,"centroide mpo (0)"
"222",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","4509","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","B.S.Amorim","2011-12-01T00:00:00.000+0000",NA,"336",NA,"A.M.Miranda; et S.Araújo",1991,10,4,"brazil","pernambuco","sao lourenco da mata",NA,NA,NA,"Arvoreta ca. 3 m alt.; densamente florida, flores cremes.","BRA:UFRPE:HST:0000004509",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4263,-8.023366,-8.023366,"centroide mpo"
"223",NA,"IPA","IPA","52754","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"27",NA,"Ferraz, E.",1991,10,26,"brazil","pernambuco","triunfo","Sítio Lagoa Nova, Brejo.",0,0,"Árvore. Frutos verdes.","BRA:IPA:IPA:0000052754",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4304,-7.850475,-38.067218,"centroide mpo (0)"
"224","2014-07-22T14:08:01.000+0000","JBRJ","RB","RB00383551","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Myrna Friederichs Landim de Souza",NA,NA,"2845",NA,"C. Farney; J.E. Santos",1991,11,17,"brazil","sergipe","santo amaro das brotas","Povoado de Aldeia. Proximidades da Fazenda Aravari.",NA,NA,"Árvore com mais ou menos 7 metros de altura; folhas discolores verdes; frutos imaturos verdes.","urn:catalog:JBRJ:RB:383551",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,3775,-10.770663,-10.770663,"centroide mpo"
"225",NA,"IPA","IPA","53654","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"s.n.",NA,"Rita Pereira; et al.; et al.",1990,10,11,"brazil","pernambuco","garanhuns","Nas imediações da estrada para Bom Conselho, na sombra de um jatobá.",0,0,"Árvore ca. 3 m de altura. Fruto marrom dourado.","BRA:IPA:IPA:0000053654",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4105,-8.928766,-36.501361,"centroide mpo (0)"
"226",NA,"Universidade Federal de Santa Catarina (UFSC)","FLOR","36478","Cupania revoluta Radlk.",NA,"Sapindaceae","Cupania","revoluta","Radlk.",NA,NA,NA,"1292",NA,"Catharino, E.L.M.",1988,1,9,"brazil","sergipe","aracaju","Horto do IBDF (Ibura).",NA,NA,"árvore, flor sementes negras, arilo alaranjado, 6m altura","BRA:UFSC:FLOR:0000036478",NA,"Cupania revoluta Radlk.",NA,NA,3746,-10.989493,-10.989493,"centroide mpo"
"227",NA,"IMA","MAC","7291","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"1489",NA,"R.P.Lyra-Lemos; I.S.Moreira",1987,9,23,"brazil","alagoas","quebrangulo","Parque Estadual de Pedra Talhada.",-36.786389,-9.541389,"Árvore ca. 3 m de alt. Botões florais cremes.; Mata Subcaducifólia.","BRA:IMA:MAC:0000007291",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4031,-9.541389,-36.786389,"original coordinates"
"228",NA,"IMA","MAC","7290","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","E.C.O.Chagas","2015-03-16T00:00:00.000+0000",NA,"1488",NA,"R.P.Lyra-Lemos; I.S.Moreira",1987,9,23,"brazil","alagoas","quebrangulo","Parque Estadual de Pedra Talhada.",-36.786389,-9.541389,"Árvore ca. 4 m de alt. Botões florais cremes.; Mata Subcaducifólia.","BRA:IMA:MAC:0000007290",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4031,-9.541389,-36.786389,"original coordinates"
"229",NA,"IPA","IPA","49209","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"321",NA,"Lima, V.C.",1986,8,6,"brazil","pernambuco","exu","Serra da Gameleira (Serra de Exu) próximo ao Posto de Exu.",0,0,"Arboreta ca. 5-6m de altura. Inflorescência ferruginea botões amarelos com manchas ferrugineas.","BRA:IPA:IPA:0000049209",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4402,-7.516194,-39.748316,"centroide mpo (0)"
"230",NA,"IPA","IPA","51374","Cupania impressinervia Acev.-Rodr.",NA,"Sapindaceae","Cupania","impressinervia","Acev.-Rodr.","Pereira, L.A.","2012-09-28T00:00:00.000+0000",NA,"IPA-51374",NA,"Cassandra, L.",1986,9,12,"brazil","pernambuco","sao lourenco da mata","Tapacurá.",0,0,NA,"BRA:IPA:IPA:0000051374",NA,"Cupania impressinervia Acev.-Rodr.",NA,NA,4263,-8.023366,-35.10282,"centroide mpo (0)"
