"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","typeStatus","fieldNumber","comments"
"32",NA,"NY","NY","01256582","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","2000-01-01T00:00:00.000+0000","10073","C. Davidson",1980,6,5,"Brazil","ParÃ¡",NA,"Estrada OriximinÃ¡-Obidos, ca. 55 km from OriximinÃ¡. Dirt track to Felandia",-55.8667510310416,-1.76914433378959,NA,"385d6965-51c0-4c51-b5d4-771838170751",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"33",NA,"NY","NY","01256581","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","1999-01-01T00:00:00.000+0000","6805","G. Martinelli",1980,6,9,"Brazil","ParÃ¡",NA,"Caminho para os campos de Ariramba. Serra da Preciosa, prÃ³ximo ao igarapÃ© de JaramacurÃº.",-55.829081,-1.090487,NA,"89900f86-5b47-4027-8105-424cb9b90b10",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"36",NA,"NY","NY","01256583","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","2000-01-01T00:00:00.000+0000","1892","C. A. Cid Ferreira",1980,7,29,"Brazil","ParÃ¡",NA,"Rio Trombetas, margem direita, Porto Trombetas, estrada da MineraÃ§Ã£o Rio - Norte, km 60, atrÃ¡s da Mina de Bauxita.",-55.8670510493777,-1.76890432610243,NA,"db162ce7-cd3e-4540-a72b-a1fb4d12659c",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"37",NA,"NY","NY","01256576","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rodríguez","2000-01-01T00:00:00.000+0000","1637","C. A. Cid Ferreira",1980,7,18,"Brazil","Pará",NA,"Rio Trombetas, margem esquerda, Lago Erepecu ao Norte do lago.",-56.634865,-1.29216,NA,"2281c328-816e-4d8c-9a3b-7525cd687b5e",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"38","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","95717","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","1999-01-01T00:00:00.000+0000","1655","Ferreira, CAC",1980,7,18,"Brazil","Pará",NA,"Oriximiná, Rio Trombetas, margem esquerda, lago Erepecu, a Oeste do lago",NA,NA,NA,"urn:catalog:inpa:herbarium:46131",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"39",NA,"NY","NY","01256579","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rodríguez","1999-01-01T00:00:00.000+0000","1666","C. A. Cid Ferreira",1980,7,18,"Brazil","Pará",NA,"Rio Trombetas, margem esquerda, lago Erepecu a Oeste do lago",-56.732106,-1.342183,NA,"e6700bf0-f372-4c85-858a-d186c66a3375",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"42",NA,"NY","NY","01256574","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","1999-01-01T00:00:00.000+0000","2499","C. A. Cid Ferreira",1980,8,14,"Brazil","ParÃ¡",NA,"Estrada OriximinÃ¡-Ãbidos, e estrada do BEC km 70, prÃ³ximo ao rio CuminÃ¡-Mirim.",-55.8670510493777,-1.76890432610243,NA,"60026a91-330f-4670-916d-59e6f98ac81c",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"43","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","96060","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","1999-01-01T00:00:00.000+0000","1892","Ferreira, CAC",1980,8,29,"Brazil","Pará",NA,"Rio Trombetas, margem direita, Porto Trombetas, estrada da Mineração rio Norte Km 60, atrás da Mina de Bauxita",NA,NA,NA,"urn:catalog:inpa:herbarium:46350",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"45","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","96926","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","2003-10-01T00:00:00.000+0000","2499","Ferreira, CAC",1980,9,14,"Brazil","Pará",NA,"Estrada Oriximiná - Óbidos e estrada do BEC  Km 70 próximo ao Rio Cuminá - Mirim",NA,NA,NA,"urn:catalog:inpa:herbarium:46923",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"48","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","96708","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","Acevedo-Rodríguez, P.","1999-01-01T00:00:00.000+0000","2359","Ferreira, CAC",1980,9,10,"Brazil","Pará",NA,"Rio Paru do Oeste, margem direita",NA,NA,NA,"urn:catalog:inpa:herbarium:46792",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"49","2011-02-23T13:34:00.000+0000","MO","MO","3015326","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rdgz","1999-01-01T00:00:00.000+0000","Cid Ferreira 2499","C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas",1980,NA,NA,"Brazil","Pará",NA,"Municipio de ORiximina, Estrada Oriximiná Obidos e estrada do BEC km 70 proximo al Rio Cuminá-Mirim. Mata de terra firme, solo argiloso.",NA,NA,NA,"urn:catalog:MO:Tropicos:3015326","http://www.tropicos.org/Specimen/3015326","Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"50",NA,"NY","NY","01256573","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rodríguez","2000-01-01T00:00:00.000+0000","888","C. A. Cid Ferreira",1979,8,28,"Brazil","Amazonas",NA,"Rio Uatumã, 4 km acima da boca do rio, margem esquerda.",-58.726988,-2.306591,NA,"df107eca-c6aa-4911-9d28-b0b622c523c6",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"52",NA,"NY","NY","01256578","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","1999-01-01T00:00:00.000+0000","3478","M. G. da Silva",1978,5,10,"Brazil","ParÃ¡",NA,"Rio Tocantins, TucuruÃ­-Breu Branco",0,0,NA,"670f49dd-cc13-4a77-8a88-3c77c0622450",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"53",NA,"NY","NY","01256571","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rodríguez","2001-01-01T00:00:00.000+0000","4616","N. T. da Silva",1978,5,24,"Brazil","Pará",NA,"Rio Trombetas, Planalto Saracá, minerio da Bauxita.",-56.448998,-1.694263,NA,"515648a3-f67a-4dbe-aaeb-39705aa11d5d",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"54","2014-07-22T14:09:03.000+0000","JBRJ","RB","RB00386322","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-Rdgz","2003-01-01T00:00:00.000+0000","3478","M. G. Silva; R. Bahia",1978,5,10,"Brazil","Pará","Tucuruí","Rio Tocantins, Breu Branco.",NA,NA,"Árvore tipo vara de 5m, flor branca","urn:catalog:JBRJ:RB:386322",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"56",NA,"US","Botany","2935213","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,"24727","G. T. Prance & et al.",1977,10,31,"Brazil","Pará",NA,"Transamazon Altamira-Itaituba",-52.25,-3.22,"US, MO-2","http://n2t.net/ark:/65665/34c7b8ad6-c191-4f18-bc7c-01a19c4fc33e",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"57",NA,"NY","NY","01025697","Talisia mollis var. marleneana Guarim","Sapindaceae","Talisia","mollis","marleneana","var. marleneana Guarim","G. Guarim Neto","1979-01-01T00:00:00.000+0000","24727","G. T. Prance",1977,10,31,"Brazil","ParÃ¡",NA,"BR 230, Transamazon Highway, Branch road north off km 20 of Transamazon Altamira-Itaituba.",-52.365972,-3.262909,NA,"e6a059df-48d1-4fdb-967c-a33205973113",NA,"Talisia mollis var. marleneana Guarim",NA,NA,NA,NA
"58","2008-05-27T22:02:00.000+0000","MO","MO","3015379","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo","1999-01-01T00:00:00.000+0000","Prance 24727","Ghillean T. Prance",1977,10,31,"Brazil","Pará",NA,"Branch road North off km 20 of Transamazon ALtamira-Itaituba. Forest on terra firme, sandy soil.",NA,NA,NA,"urn:catalog:MO:Tropicos:3015379","http://www.tropicos.org/Specimen/3015379","Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"62","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","46900","Talisia mollis var. marleneana G.Guarim Neto","Sapindaceae","Talisia","mollis","marleneana","var. marleneana G.Guarim Neto","Neto, G.G.","1978-01-01T00:00:00.000+0000","14782",NA,1974,6,29,"Brazil","Roraima",NA,"Rodovia Perimetral Norte a 30 km de Caracaraí para Amapá",NA,NA,NA,"urn:catalog:inpa:herbarium:123266",NA,"Talisia mollis var. marleneana G.Guarim Neto",NA,NA,NA,NA
"63",NA,"NY","NY","01256577","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","2000-01-01T00:00:00.000+0000","5092","G. T. Prance",1968,6,8,"Brazil","Amazonas",NA,"Banks of Rio Urubu, between Cachoeira Iracema and Manaus-Itacaotiara Road",0,0,NA,"dca2d78d-f805-4ce8-9751-d2a60d91d076",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"65",NA,NA,"Botany","U.1598088","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P; Acevedo-Rodríguez P",NA,NA,"Prance GT; et al.",1968,6,8,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1598088",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"66",NA,"US","Botany","2515020","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,"1355","G. T. Prance & et al.",1965,9,19,"Brazil","Pará",NA,"Ilha de Breu",-50.83,-2.55,"US, K","http://n2t.net/ark:/65665/358a9e17e-8252-41ed-b7bc-838eea05aec7",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"67",NA,"US","Botany","2515031","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.",NA,NA,"1482","G. T. Prance & et al.",1965,9,27,"Brazil","Pará",NA,"Ilha de Breu",-50.83,-2.55,"US, F","http://n2t.net/ark:/65665/31d1068ef-cd62-4328-8db4-131cd4c4fe54",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
"68",NA,"NY","NY","01256568","Talisia marleneana (Guarim) Acev.-Rodr.","Sapindaceae","Talisia","marleneana",NA,"(Guarim) Acev.-Rodr.","P. Acevedo-RodrÃ­guez","2000-01-01T00:00:00.000+0000","1482","G. T. Prance",1965,9,27,"Brazil","ParÃ¡",NA,"Rios Pacaja and Muirapiranga.  Km. 7-8.5.  Line SW of Ilha de Breu.",0,0,NA,"2d73f87a-bb75-44eb-a175-9e763e6f41a0",NA,"Talisia marleneana (Guarim) Acev.-Rodr.",NA,NA,NA,NA
