"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","infraspecificEpithet","municipality","comments"
"11","2015-04-11T13:53:47.000+0000","S","VascularPlants","S13-15719","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,NA,"60817","60817","Nilo T. Silva & Umbelino Brazão",1966,1,13,"Brazil","Amazonas","Plants of the Third Serra da Neblina Expedition 1965-1966. Rio Negro, Rio Cauburí, Rio Maturacá, Brasil. Between Missão Salesiana and Serra Pirapucú, Rio Maturacá.",NA,NA,NA,"S:VascularPlants:S13-15719",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"12",NA,"NY","NY","63966","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"ISOTYPE","9012",NA,"B. A. Krukoff",1936,10,26,"Brazil","Amazonas","Basin of Rio Solimoes, basin of creek BelÃ©m",0,0,NA,"61818863-d72f-42c2-b535-ba17fe2bebda",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"13","2014-04-10T08:53:26.000+0000","K","Herbarium","K000974948","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Amaral, M.C.E.",NA,"ISOTYPE","9012",NA,"Krukoff, B.A.",1936,10,26,"Brazil",NA,"Municipality São Paulo de Olivença; basin of creek Belem. Basin of Rio Solimoes.",NA,NA,"Sheet I","http://specimens.kew.org/herbarium/K000974948",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"14",NA,"NY","NY","63967","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"ISOTYPE","9012",NA,"B. A. Krukoff",1936,10,26,"Brazil","Amazonas","Basin of Rio Solimoes, basin of creek BelÃ©m",0,0,NA,"0af34270-cc7c-46c5-b7a9-ce4b737a83d4",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"15",NA,"F","Botany","V0067965F","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"ISOTYPE","9012",NA,"B. A. Krukoff",1936,10,26,"Brazil","Amazonas",NA,-63,-5,NA,"088a039c-1ccc-47a2-be34-7a55341db503",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"16","2015-11-30T11:58:04.000+0000","MNHN","P","P02441372","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Schneider",NA,NA,NA,"9012","Krukoff, B.A.",1936,10,26,"Brazil",NA,NA,NA,NA,"Reçu le 6 décembre 1937","http://coldb.mnhn.fr/catalognumber/mnhn/p/p02441372",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"17",NA,"NY","NY","63968","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"ISOTYPE","9012",NA,"B. A. Krukoff",1936,10,26,"Brazil","Amazonas","Basin of Rio Solimoes, basin of creek BelÃ©m",0,0,NA,"f4f990fb-fcaa-4f21-9ba3-306896ba6b85",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"18","2014-04-10T08:17:18.000+0000","K","Herbarium","K000974949","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Amaral, M.C.E.",NA,"ISOTYPE","9012",NA,"Krukoff, B.A.",1936,10,26,"Brazil",NA,"Municipality São Paulo de Olivença; basin of creek Belem. Basin of Rio Solimoes.",NA,NA,NA,"http://specimens.kew.org/herbarium/K000974949",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"19","2014-01-15T15:39:29.000+0000","Harvard University","A","barcode-00062634","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"HOLOTYPE","9012","9012","B. A. Krukoff",1936,12,NA,"Brazil","Amazonas","Municipality Sao Paulo de Olivenca, basin of creek Belem",NA,NA,NA,NA,NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"20","2014-06-25T00:00:00.000+0000","BR",NA,"BR0000013534967","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,"ISOTYPE","9012",NA,"Krukoff B.A.",1936,NA,NA,"Brazil",NA,NA,NA,NA,NA,"http://www.botanicalcollections.be/specimen/BR0000013534967",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"21",NA,"NY","NY","03137438","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"0a8cb823-1282-416a-87ba-430a8ad739a7",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"22","2015-09-05T08:41:26.000+0000","MNHN","P","P05466452","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Schneider",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://coldb.mnhn.fr/catalognumber/mnhn/p/p05466452",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"23",NA,"G","Geneva Herbarium – General Collection (G)","G-G-285393/1","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster","Zizka, G. (1996)",NA,"ISOTYPE",NA,NA,"Krukoff, B. A. (Coll. Delessert)",NA,NA,NA,"Brazil",NA,"São Paulo de Olivença - State of Amazonas: Municipality of São Paulo de Olivença; basin of creek Belem.",-68.96444,-3.47278,NA,NA,NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"24",NA,"US","Botany","2575503A","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,NA,"60817",NA,"N. T. Silva & U. Brazão",NA,NA,NA,"Brazil","Amazonas","Rio Negro, Rio Cauaburí, Rio Maturacá. Between Missão Salesiana and Serra Pirapucú, Rio Maturacá",NA,NA,NA,"http://n2t.net/ark:/65665/3dad244b0-5d4d-4ce5-ac8b-1291e6f10e7d",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
"25","2015-06-01T12:21:34.000+0000","S","VascularPlants","S13-15425","Touroulia amazonica Pires & A.S.Foster","Quiinaceae","Touroulia","amazonica","Pires & A.S.Foster",NA,NA,NA,"9012","9012","B. A. Krukoff",NA,NA,NA,"Brazil","Amazonas","B. A. Krukoff's 7th Expedition to Brazilian Amazonia, basin of Rio Solimoes. State of Amazonas, municipality Sõ Paulo de Olivença, basin of creek Belem.",NA,NA,NA,"S:VascularPlants:S13-15425",NA,"Touroulia amazonica Pires & A.S.Foster",NA,NA,NA,NA
