"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","comments","bibliographicCitation"
"11",NA,"Cenargen","CEN","80056","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"1526",NA,"Jair Eustáquio Quintino de Faria Jr.",2011,8,5,"Brazil","Go","ALTO HORIZONTE","Margem da estrada de Alto Horizonte para a localidade de Jacaré, na fazenda do Sr. Bráulio.",NA,NA,"Botões amarelados. HERBÁRIO UB - Goiás.","BRA:Cenargen:CEN:0000080056","Ouratea ovalis Engl.",NA,NA
"12",NA,"Cenargen","CEN","75446","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"611",NA,"Roberta Gomes Chacon",2010,3,30,"Brazil","Go","NIQUELANDIA","Cerca de 20 km do trevo de Niquelândia em direção à Colinas do Sul, lado direito da pista.",-48.326944,-14.450555,NA,"BRA:Cenargen:CEN:0000075446","Ouratea ovalis Engl.",NA,NA
"13",NA,"UnB","UB","160766","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.",NA,NA,NA,"611",NA,"Chacon, RG; Oliveira, RC",2010,3,30,"Brazil","Goiás","Niquelândia","Ca. 20km do trevo de Niquelândia em direção a Colinas do Sul, lado direito da pista",-48.326944,-14.450556,"Árvore 9m.; Cerrado","BRA:UnB:UB:0000160766","Ouratea ovalis Engl.",NA,NA
"14",NA,"UNICAMP","UEC","159154","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Silva, F.O.","2014-05-01T00:00:00.000+0000",NA,"1518",NA,"Queiroz, L.P.; Conceição, A.S.; Carvalho-Sobrinho, J.G.; Machado, R.",2010,11,1,"Brazil","Goiás","Nova Roma","8-10km de Nova Roma na Estrada para Ouro de Minas.",-46.943889,-13.738611,"Arbusto ca. 2m alt.; ramificado. Folhas coriáceas. Frutos verdes imaturos com receptáculo carnoso vermelho.; Floresta estacional semidecídua de encosta passando a cerrado rupestre no topo.","BRA:UNICAMP:UEC:0000159154","Ouratea ovalis Engl.",NA,NA
"15",NA,"Jardim Botânico de Brasília (JBB)","HEPH","30027","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2016-02-18T00:00:00.000+0000",NA,"6194",NA,"Fonseca, ML; Oliveira, FCA; Silva Filho, AP; Oliveira, VC",2009,7,9,"Brazil","Tocantins","Palmeirópolis","Bacia Tocantis, sub-bacia: Tocantins(T-1 área1, ponto2)",-48.5275,-12.959722,"Arvoreta heliófita, 3,5 m de altura, 6 cm de DAP, casca amarelada, folha catácea, discolor, botão floral avermelhado, frequência rara; Cerrado,Solo argilo-quartzo, relevo íngrime","BRA:JBB:HEPH:0000030027","Ouratea ovalis Engl.",NA,NA
"16",NA,"UNITINS","HUTO","2649","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Fonseca, M.L.",NA,NA,"6194",NA,"Fonseca, M.L.",2009,7,9,"Brazil","Tocantins","Palmeirópolis","Bacia do Tocantins. Sub-bacia: Tocantins. Solo argilo-arenoso. Relevo ingreme",-48.5275,-12.959722,"Arvoreta 3,50 m de altura e 6 cm de DAP. Casca amarelada. Folhas cartáceas, discolores. Botões florais avermelhadas. Rara; Cerrado","BRA:UNITINS:HUTO:0000002649","Ouratea ovalis Engl.",NA,NA
"17",NA,"Jardim Botânico de Brasília (JBB)","HEPH","26361","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-01-01T00:00:00.000+0000",NA,"1301",NA,"Oliveira, FCA",2008,10,10,"Brazil","Tocantins","Gurupi","Projeto Mapeamento e Inventario do Estado do Tocantins, Bacia de TO. Sub-bacia: Santo Antônio.",-48.772778,-11.775556,"Subarbusto; Fruto Vermelho-vinho; Cerrado ralo; Areno argiloso; relevo Plano","BRA:JBB:HEPH:0000026361","Ouratea ovalis Engl.",NA,NA
"18",NA,"Jardim Botânico de Brasília (JBB)","HEPH","25111","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-01-01T00:00:00.000+0000",NA,"1133",NA,"Haidar, RF",2008,11,8,"Brazil","Tocantins",NA,"sub-bacia so Rio Palma",0,0,"Coordenadas : UTM 324152/ 8668421.","BRA:JBB:HEPH:0000025111","Ouratea ovalis Engl.",NA,NA
"19",NA,"USP","SPF","188196","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,"Ochnaceae","Ouratea","ovalis","glabrata","var. glabrata (Planch.) Engl.","Chacon, RG","2010-07-01T00:00:00.000+0000",NA,"8971",NA,"Paula-Souza, J",2007,10,5,"Brazil","Tocantins","Natividade",NA,-48.167778,-12.144167,NA,"BRA:USP:SPF:0000188196","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,NA
"20",NA,"Cenargen","CEN","67922","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"12341",NA,"Glocimar Pereira-Silva",2007,11,25,"Brazil","To","PARANA","Margem esquerda do rio Tocantins.",-48.243055,-12.8125,"Área de influência direta (lago).","BRA:Cenargen:CEN:0000067922","Ouratea ovalis Engl.",NA,NA
"21",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29960","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2013-10-31T00:00:00.000+0000",NA,"10897",NA,"Pereira-Silva, G; Moreira, GA",2006,10,19,"Brazil","Tocantins","Paranã","Canteiro de obras do UHE São Salvador",-48.233056,-12.805,"Frequente no local, área de influencia direta; Árvore com 2 m de altura, frutos imaturos amarelos; Cerrado senso stricto, relevo plano, solo arenoso","BRA:JBB:HEPH:0000029960","Ouratea ovalis Engl.",NA,NA
"22",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29781","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-07-01T00:00:00.000+0000",NA,"3521",NA,"Cavalcanti, TB; Sinigaglia, C; Pereira-Silva, G",2004,8,30,"Brazil","Goiás","Cavalcante","Ponte sobre o rio Tocantins, km 79",-47.876389,-13.680556,"crescendo ao lado de <em>O. hexasperma</em>; Flor amarela, folhas glaucas; Cerrado aberto, relevo montanhoso, solo pedregoso","BRA:JBB:HEPH:0000029781","Ouratea ovalis Engl.",NA,NA
"23",NA,"Cenargen","CEN","60217","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"5269",NA,"Bruno Machado Teles Walter",2004,8,10,"Brazil","To","ALMAS","Região Norte; Fazenda Minnehaha; Arredores do Córrego do Cachorro ca. 70 km a nordeste da cidade de Almas.",-47.129444,-11.115277,"Árvore de porte ereto ;botões florais vináceos. Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Estado do Tocantins.","BRA:Cenargen:CEN:0000060217","Ouratea ovalis Engl.",NA,NA
"24",NA,"Cenargen","CEN","61812","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"3521",NA,"Taciana Barbosa Cavalcanti",2004,8,30,"Brazil","Go","CAVALCANTE","Ponte sobre o rio Tocantins - Cavalcante, km 79.",-47.876388,-13.680555,"Folhas glaucas. Crescendo ao lado de O. hexasperma (Cavalcanti et al. 3520)","BRA:Cenargen:CEN:0000061812","Ouratea ovalis Engl.",NA,NA
"25",NA,"UNICAMP","UEC","169130","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2010-07-01T00:00:00.000+0000",NA,"3521",NA,"Cavalcanti, T.B.; Sinigaglia, C.; Silva, G.P.",2004,8,30,"Brazil","Goiás","Cavalcante","Ponte sobre o rio Tocantis - Cavalcante, Km 79.&nf;Ambiente: cerrado aberto.&nf;Relevo: montanhoso.&nf;Substrato: solo pedregoso.",-47.876389,-13.680556,"Material coletado: Exsicatas, folhas em sílica.&nf;Uso: &nf;Frequência relativa: &nf;Cor da flor: amarela.&nf;Cor do fruto: &nf;Hábito de crescimento: &nf;Folhas glaucas. crescendo ao lado de O. hexasperma (Cavalcanti et al. 3520)","BRA:UNICAMP:UEC:0000169130","Ouratea ovalis Engl.",NA,NA
"26",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29728","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2013-10-25T00:00:00.000+0000",NA,"3412",NA,"Sevilha, AC; et al.",2003,9,8,"Brazil","Tocantins","Paranã","Fazenda São João, proprietário Aldair Freire",-47.605278,-12.933333,"Árvore com 3m de altura, flor amarela; Cerrado, solo concrecionário","BRA:JBB:HEPH:0000029728","Ouratea ovalis Engl.",NA,NA
"27",NA,"Cenargen","CEN","50491","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"6523",NA,"Glocimar Pereira-Silva",2002,7,3,"Brazil","To","PARANA","Local do futuro eixo da barragem (São Salvador).",-48.233055,-12.80639,NA,"BRA:Cenargen:CEN:0000050491","Ouratea ovalis Engl.",NA,NA
"28",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29795","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-07-01T00:00:00.000+0000",NA,"6523",NA,"Pereira-Silva, G; Pereira, JB; Paganella, MB",2002,7,3,"Brazil","Tocantins","Paranã ","Local do futuro eixo da barragem (São Salvador)",-48.233056,-12.806389,"Frequênte no local; Arvoreta, 2,5 m de altura, flor amarela; Cerrado, relevo suave ondulado, solo arenoso com presença de quartzo leitoso","BRA:JBB:HEPH:0000029795","Ouratea ovalis Engl.",NA,NA
"29",NA,"Cenargen","CEN","43683","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"5394",NA,"Glocimar Pereira-Silva",2001,9,19,"Brazil","Go","CAVALCANTE","Estrada canteiro da obra rio São Félix km 12.",-48.063611,-13.37556,"Área de influência da futura Hidrelétrica de Cana Brava, influência indireta.","BRA:Cenargen:CEN:0000043683","Ouratea ovalis Engl.",NA,NA
"30",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29797","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-07-01T00:00:00.000+0000",NA,"5394",NA,"Pereira-Silva, G; Guarino, ESG; Pereira, JB; Jesus, JA de",2001,9,19,"Brazil","Goiás","Cavalcante","Estrada canteiro da obra rio São Félix, km 12",-48.063611,-12.375556,"área de influencia indireta da futura Hidrelétrica Cana Brava; Arvoreta, 2 metros de altura, fruto imaturo verde; Cerrado, relevo plano, solo areno argiloso","BRA:JBB:HEPH:0000029797","Ouratea ovalis Engl.",NA,NA
"31",NA,"USP","SPF","184245","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,"Ochnaceae","Ouratea","ovalis","glabrata","var. glabrata (Planch.) Engl.","Chacon, RG","2010-07-01T00:00:00.000+0000",NA,"354",NA,"Dambrós, LA",2001,11,3,"Brazil","Tocantins","Palmas",NA,-48.261944,-10.213333,NA,"BRA:USP:SPF:0000184245","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,NA
"32","2017-10-18T14:29:37.000+0000","JBRJ","RB","RB00680120","Ouratea ovalis Engl.","aff.","Ochnaceae","Ouratea","ovalis",NA,"Engl.","F.O. Silva",NA,NA,"15188",NA,"Queiroz, L.P. de; A.S. Conceição; J.G. Carvalho-Sobrinho & R. Machado",2001,11,1,"Brazil","Goiás","Nova Roma","8-10 Km de Nova Roma na estrada para Ouro de Minas.",-46.943889,-13.738611,"Arbusto ca. 2 m alt, ramificado. FOlhas coriáceas. Frutos imaturos verdes com receptáculo carnoso vermelho.","urn:catalog:JBRJ:RB:680120","Ouratea ovalis Engl.",NA,NA
"33",NA,"Cenargen","CEN","72164","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"23937",NA,"Vinícius Castro Souza",2000,7,15,"Brazil","Go","NIQUELANDIA","Estrada que sai da Rodovia Uruaçu - Niquelândia ( cerca de 60 Km de Uruaçu) em direção a Barro Alto.",-48.697777,-14.539444,"Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queiroz - ESALQ. - Herbário ESA (66479).","BRA:Cenargen:CEN:0000072164","Ouratea ovalis Engl.",NA,NA
"34",NA,"UNICAMP","UEC","158283","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2009-09-28T00:00:00.000+0000",NA,"23937",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.",2000,7,15,"Brazil","Goiás","Niquelândia","Estr. que sai da Rod. Uruaçu-Niquelândia, Cerca de 60 Km de Uruaçu em direção a Barro Alto.",-48.697778,-14.539444,"Arvoreta, ca. 2 m alt.; flores amarelas.","BRA:UNICAMP:UEC:0000158283","Ouratea ovalis Engl.",NA,NA
"35",NA,"Jardim Botânico de Brasília (JBB)","HEPH","25154","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-01-01T00:00:00.000+0000",NA,"23996",NA,"Souza, VC",2000,7,16,"Brazil","Tocantins","Porto Nacional","Estrada para Natividade, ca. 6km de Porto Nacional",-48.396111,-10.749167,"Árvore; Flor Amarela; Cerradão","BRA:JBB:HEPH:0000025154","Ouratea ovalis Engl.",NA,NA
"36",NA,"UFG","UFG","43508","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2009-09-28T00:00:00.000+0000",NA,"23937",NA,"V.C. Souza; Souza, J.P. & Romão, G.O.",2000,7,15,"Brazil","Goiás","Niquelândia",NA,-48.697778,-14.539444,NA,"BRA:UFG:UFG:0000043508","Ouratea ovalis Engl.",NA,NA
"37",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA066479","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2009-09-28T00:00:00.000+0000",NA,"23937",NA,"Souza, V.C. et al.",2000,7,15,"Brazil","Goiás","Niquelândia",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA066479","Ouratea ovalis Engl.",NA,NA
"38",NA,"Cenargen","CEN","40031","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,"Ochnaceae","Ouratea","ovalis","glabrata","var. glabrata (Planch.) Engl.","R. G. Chacon",NA,NA,"4351",NA,"Glocimar Pereira-Silva",2000,11,7,"Brazil","Go","MINACU","Estrada Minaçu - balsa ""Porto dos Paulistas"", cerca de 8,2 km de Minaçu (km marcados no rio Bonito).",-48.155833,-13.516666,"Área de influência da futura Hidrelétrica de Cana Brava.","BRA:Cenargen:CEN:0000040031","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,NA
"39",NA,"Cenargen","CEN","32053","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"3789",NA,"Bruno Machado Teles Walter",1997,7,9,"Brazil","Go","CAMPINACU","Região do antigo córrego Praia Grande. Arredores da Serra Negra (Lago em formação).",-48.35,-14,"Botões amarelo-vináceos. Futuro reservatório do AHE Serra da Mesa.","BRA:Cenargen:CEN:0000032053","Ouratea ovalis Engl.",NA,NA
"40",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29748","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2004-09-01T00:00:00.000+0000",NA,"3789",NA,"Walter, BMT; Santos, AA dos; Silva, SPC da",1997,7,9,"Brazil","Goiás","Campinaçu","Região do antigo córrego Praia Grande, arredores da Serra Negra, lago em formação",-48.35,-14,"Futuro reservatório do AHE Serra da Mesa; Arvoreta, 1,5 m de altura, botões amarelo-vináceos; Cerrado sentido-restrito, relevo ondulado, latossolo vermelhor-amarelo, areno-argiloso com cascalho","BRA:JBB:HEPH:0000029748","Ouratea ovalis Engl.",NA,NA
"41",NA,"UnB","UB","27427","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,"Ochnaceae","Ouratea","ovalis","glabrata","var. glabrata (Planch.) Engl.","Chacon, RG","2010-07-08T00:00:00.000+0000",NA,"7949",NA,"Ratter, JA",1997,11,7,"Brazil","Tocantins",NA,"4 Km de Natividade para Chapada",-47.716667,-11.666667,NA,"BRA:UnB:UB:0000027427","Ouratea ovalis var. glabrata (Planch.) Engl.",NA,NA
"42",NA,"Cenargen","CEN","31600","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"3399",NA,"Bruno Machado Teles Walter",1996,8,18,"Brazil","Go","CAMPINACU","Estrada Campinaçu - Balsa do Alfredinho. No meio do caminho entre estes locais",NA,NA,"Arvoreta com casca lisa de cor creme. Área de influência do AHE Serra da Mesa.","BRA:Cenargen:CEN:0000031600","Ouratea ovalis Engl.",NA,NA
"43",NA,"Jardim Botânico de Brasília (JBB)","HEPH","25116","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-01-01T00:00:00.000+0000",NA,"25",NA,"Sousa-Silva, S",1996,8,22,"Brazil","Goiás","Mara Rosa",NA,0,0,"Área de Cerrado","BRA:JBB:HEPH:0000025116","Ouratea ovalis Engl.",NA,NA
"44",NA,"UFG","UFG","25122","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2004-09-21T00:00:00.000+0000",NA,"3141",NA,"Silva, M.A.; Ferreira, C.C.S.; Fonseca, M.L. & Lopes, E.C.",1996,9,19,"Brazil","Goiás","Niquelândia","Estrada de terra, 7km da cidade em direção a Colinas. Cerrado.",-48.326944,-14.450833,"Arbusto ca. 2m de altura, flores amarelas, botões florais amarelo vináceos, cálice vinho, folhas glabras, casca fina esfoliante.","BRA:UFG:UFG:0000025122","Ouratea ovalis Engl.",NA,NA
"45",NA,"Jardim Botânico de Brasília (JBB)","HEPH","2978SS5","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2004-09-01T00:00:00.000+0000",NA,"1560",NA,"Cavalcanti, TB; Rezende, JM de; Pereira-Silva, G",1995,7,21,"Brazil","Goiás","Niquelândia","nas margens do Rio Tocantinzinho",-48.3,-15.966667,"Ocasional no local; Árvore, 3 m de altura, flor amarela, botâo vináceo; Mata ecotono com cerrado, relevo ondulado, solo arenoso","BRA:JBB:HEPH:0002978SS5","Ouratea ovalis Engl.",NA,NA
"46",NA,"Cenargen","CEN","25021","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"1560",NA,"Taciana Barbosa Cavalcanti",1995,7,21,"Brazil","Go","NIQUELANDIA","Nas margens do Rio Tocantinzinho.",-48.3,-13.966666,"Botões vináceos.","BRA:Cenargen:CEN:0000025021","Ouratea ovalis Engl.",NA,NA
"47",NA,"Jardim Botânico de Brasília (JBB)","HEPH","29745","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, RG","2010-07-01T00:00:00.000+0000",NA,"2461",NA,"Walter, BMT; Rocha, DMS; Bianchetti, LB; Pereira-Silva, G; Silva, R; Santos, HGP dos; Silva",1995,7,22,"Brazil","Goiás","Niquelândia","Margem direita do rio Bagagem, 5 km da bara do bagagem/ Tocântins",-48.283333,-14.016667,"Bacia de inundação do AHE Serra da Mesa; Árvore, 2,5 m de altura, botôes florais castanhos com faixas vinaceas e amarelas; Cerraado sensu stricto, afloramento de rocha, relevo ondulado, latossolo amarelo, cascalho superficial","BRA:JBB:HEPH:0000029745","Ouratea ovalis Engl.",NA,NA
"48",NA,"Cenargen","CEN","22569","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"2461",NA,"Bruno Machado Teles Walter",1995,7,22,"Brazil","Go","NIQUELANDIA","Margem direita do rio Bagagem, 5 km da barra do Bagagem/Tocantins (Maranhão).",NA,NA,"Botões florais castanhos com faixas vináceas e amarelas. Bacia de inundação do AHE Serra da Mesa.","BRA:Cenargen:CEN:0000022569","Ouratea ovalis Engl.",NA,NA
"49",NA,"Cenargen","CEN","25795","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","R. G. Chacon",NA,NA,"2873",NA,"Benedito Alísio da Silva Pereira",1995,8,16,"Brazil","Go","TERESINA DE GOIAS","Cerrado em terreno pedregoso no km 15 da rodovia Teresina de Goiás/Campos Belos.",-47.25,-13.833333,"Flores amarelas. Doação da Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE.","BRA:Cenargen:CEN:0000025795","Ouratea ovalis Engl.",NA,NA
"50",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA018321","Ouratea ovalis Engl.",NA,"Ochnaceae","Ouratea","ovalis",NA,"Engl.","Chacon, R.G.","2009-09-28T00:00:00.000+0000",NA,"1703",NA,"Barreto, K.D. et al.",1994,1,4,"Brazil","São Paulo","Piracicaba",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA018321","Ouratea ovalis Engl.",NA,NA
