"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","fieldNumber","comments"
"11","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","191075","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.",NA,NA,"541","Mike Hopkins",1997,7,15,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:10789",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"12",NA,"Instituto de Botânica, IBT","SP","318382","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A","1997-07-01T00:00:00.000+0000",NA,"541","Assunção, PACL; Pereira, EC; Silva, CF; Martins, LHP",1997,7,15,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke",0,0,"Floresta de platô, solo argiloso dossel, 50 cm DAP, tronco circular de base reta, ritidoma escamoso, coberto de líques de aspecto nodoso e estriado longitudinalmente, desprende em lâminas finas quebradiças bem aderentes ao tronco, pequenas, por todo","BRA:IBt:SP:0000318382",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"13",NA,NA,"Botany","U.1407422","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini A","1996-01-01T00:00:00.000+0000",NA,NA,"Vicentini A",1995,7,8,"Brazil","Amazonas",NA,NA,NA,NA,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1407422",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"14",NA,"Instituto de Botânica, IBT","SP","293530","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"992","Vicentini, A; Pereira, EC",1995,7,8,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26 trilha E-W que sai atrás do alojamento",-59.966667,-2.883333,"Floresta de Vertente, árvore, solo argiloso, dossel (30m) x 30 cm DAP, flores verde-amareladas, inodoras","BRA:IBt:SP:0000293530",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"15","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","181931","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.","1996-01-01T00:00:00.000+0000",NA,"992","Mike Hopkins",1995,7,8,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Trilha E-W que sai atrás do alojamento.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:201688",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"16","2014-07-22T08:47:23.000+0000","JBRJ","RB","RB00133049","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","VICENTINI, A, VAN DE WERFF, H",NA,NA,"654","VICENTINI,A. ; ASSUNÇÃO, P.A.C.L",1994,8,5,"Brazil","Amazonas","Manaus","RESERVA FLORESTAL DUCKE, ITACOATIRA, KM 26.",-59.966667,-2.883333,"ÁRVORE. DOSSEL 25cm DAP. TRONCO CIRCULAR DE BASE DIGITADA RITIDOMA MARROM-CLARO, COBERTOR DE LÍQUENS, FRÁGIL, SLCADO-ESTRIADO. LENTICELAS SALIENTES, ESPOCADAS, LINEARES, DE LÍQUENS, FRÁGIL, SULCADO ESTRIADO. LENTICELAS SALIENTES, ESPOCADAS, LINIARES, AGRUPADAS EM LINHAS VERTICAIS QUE FORMAM FENDAS (2 mm DE ALRGURA, DISTANCIADAS DE +/5mm) E DE +/5mm DE COMPRIMENTO. DESPRENDE EM PLACAS +/- RETANGULARES (4cm) E PLVERULENTO SOB AS PLCAS. AO CORTE , CASCA MORTA DE +/- 3 mm, MARROM DESTACÁVEL; CASCA (TRANSVERSALMENTE); ALBURNO AMARELADO COBERTO POR MANCHAS DE CAMADA BRANCA. OXIDAÇÃO LENTA 9ESCURECE). ODOR SUAVE, INFLORENCIA E FLORES VERDES","urn:catalog:JBRJ:RB:133049",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"17",NA,"Instituto de Botânica, IBT","SP","276997","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A","1994-10-01T00:00:00.000+0000",NA,"654","Vicentini, A; Assunção, PACL; Nascimento, JR",1994,8,5,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26, por trilha a direita do km 0,35 estrada alojamento-torre, floresta de Vertente",-59.966667,-2.883333,"Árvore, solo argiloso, dossel e 25 cm DAP, tronco circular de base digitada, ritidoma marrom claro, coberto de líquens, frágil, sulcado-estriado, lenticelas salientes, espocadas, lineares, agrupadas em linhas verticais que forma fendas (2mm de largur","BRA:IBt:SP:0000276997",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"18",NA,"NY","NY","01172014","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. H. van der Werff","1994-10-01T00:00:00.000+0000",NA,"654","A. Vicentini",1994,8,5,"Brazil","Amazonas",NA,"Por trilha a direita do km 0.35 estrada alojamento-torre.",-59.966667,-2.883333,NA,"dce59747-e973-436e-972c-6f258939a06a",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"19",NA,NA,"Botany","U.1407423","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff HH van der","1994-10-01T00:00:00.000+0000",NA,NA,"Vicentini A; Assunção PACL; Nascimento JR",1994,8,5,"Brazil","Amazonas",NA,NA,-59.966667,-2.883333,NA,"http://data.biodiversitydata.nl/naturalis/specimen/U.1407423",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"20","2008-05-27T22:02:00.000+0000","MO","MO","1845902","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","A. Vicentini","1994-01-01T00:00:00.000+0000",NA,"Vicentini 654","Alberto Vicentini",1994,8,5,"Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Por trilha a direita do km 0.35 estrada alojamento torre. Floresta de Vertente. Solo argiloso, dossel.",-59.96666,-2.88333,NA,"urn:catalog:MO:Tropicos:1845902","http://www.tropicos.org/Specimen/1845902","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"21","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","177327","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.",NA,NA,"654","Mike Hopkins",1994,8,5,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Por trilha a direita do km 0.35 estrada alojamento-torre.",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:201344",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"22",NA,"USP","SPF","125343","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Oliveira, AA",NA,NA,"1349","Oliveira, AA",1993,3,NA,"Brazil","Amazonas","Manaus","Reserva 1501 (km 41) do PDBFF, Coordenadas: 2°24'26'' - 2°25'31''S, 59°45'40'' - 59°45'50''W.",-59.761111,-2.407222,NA,"BRA:USP:SPF:0000125343",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"23","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","162455","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"10376","Mike Hopkins",1991,1,15,"Brazil","Amazonas",NA,"Lafo Tefé",NA,NA,NA,"urn:catalog:inpa:herbarium:54495",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"24",NA,"Cenargen","CEN","18906","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","A. Vicentini",NA,NA,"10376","Carlos Alberto Cid Ferreira",1991,1,15,"Brazil","Am","TEFE","Lago Tefé.",NA,NA,"""UBÁ"". Doação Instituto Nacional de Pesquisas da Amazônia. Plantas do Amazonas.","BRA:Cenargen:CEN:0000018906",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"25","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","261546","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff, H.H. van der","1992-01-01T00:00:00.000+0000",NA,"34021565","Mike Hopkins",1989,8,23,"Brazil","Amazonas",NA,"ARIE-PDBFF, Estrada ZF-3 - Fazenda Porto Alegre - Sítio amostral Cabo Frio - Reserva 3402 - Parcela 3402-3 - Quadrante 70",-60.53,-2.660556,NA,"urn:catalog:inpa:herbarium:251716",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"26","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","261509","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff, H.H. van der","1992-01-01T00:00:00.000+0000",NA,"34023174","Mike Hopkins",1989,8,25,"Brazil","Amazonas",NA,"ARIE-PDBFF, Estrada ZF-3 - Fazenda Porto Alegre - Sítio amostral Cabo Frio - Reserva 3402 - Parcela 3402-6 - Quadrante 142",-60.53,-2.660556,NA,"urn:catalog:inpa:herbarium:251679",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"27","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","159031","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"1388","Mike Hopkins",1988,7,10,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, na estação meteorológica",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:70002",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"28","2008-05-27T22:02:00.000+0000","MO","MO","1845776","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1992-01-01T00:00:00.000+0000",NA,"Pereira INPA/WWF 1301.2018","Pereira",1986,8,4,"Brazil","Amazonas",NA,"Municipio de Manaus, Distrito Agropecuario da SUFRAMA Rodovia BR-174, Km 64 depois 23 Km Leste na ZF3, Fazenda Esteio. Reserva No. 1301 do projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latosolo amarelo amostras nao analizadas.",-59.85,-2.38333,NA,"urn:catalog:MO:Tropicos:1845776","http://www.tropicos.org/Specimen/1845776","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"29","2008-05-27T22:02:00.000+0000","MO","MO","1845762","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1992-01-01T00:00:00.000+0000",NA,"Pereira INPA/WWF 1301.5451","Pereira",1986,11,22,"Brazil","Amazonas",NA,"Municipio de Manaus, Distrito Agropecuario da SUFRAMA Rodovia BR-174, Km 64 depois 23 Km Leste na ZF3, Fazenda Esteio. Reserva No. 1301 do projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latosolo amarelo amostras nao analizadas.",-59.85,-2.38333,NA,"urn:catalog:MO:Tropicos:1845762","http://www.tropicos.org/Specimen/1845762","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"30","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","174326","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Vicentini, A.","1996-01-01T00:00:00.000+0000",NA,"2206736","Mike Hopkins",1982,9,6,"Brazil","Amazonas",NA,"Distrito Agropecuário, ZF3, Distrito Agropecuário da SUFRAMA Rodovia BR-174, km 72 depois 6 km Leste na ZF3, Fazenda Porto Alegre, Reserva No. 2206 do projeto Dinâmica Biológica de Fragmento Florestais. Arv. No.736. Mata de terra firme sobre latosolo",-60.08,-2.316667,NA,"urn:catalog:inpa:herbarium:95586",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"31","2008-05-27T22:02:00.000+0000","MO","MO","1845718","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1992-01-01T00:00:00.000+0000",NA,"MACKENZIE INPA/WWF 2206.736","MACKENZIE",1982,9,6,"Brazil","Amazonas",NA,"Municipio de Manaus, Distrito Agropecuario da SUFRAMA Rodovia BR-174, Km 72 depois 6 Km Oeste da BR, Fazenda Dimona. Reserva No. 2206 do projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latoso amarelo quadrado nao amostrado.",-60.08333,-2.31666,NA,"urn:catalog:MO:Tropicos:1845718","http://www.tropicos.org/Specimen/1845718","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"32","2008-05-27T22:02:00.000+0000","MO","MO","1845722","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1992-01-01T00:00:00.000+0000",NA,"MACKENZIE INPA/WWF 2206.2089","MACKENZIE",1982,10,7,"Brazil","Amazonas",NA,"Municipio de Manaus, Distrito Agropecuario da SUFRAMA Rodovia BR-174, Km 72 depois 6 Km Oeste da BR, Fazenda Dimona. Reserva No. 2206 do projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latosolo amarelo franco argilo arenosa.",-60.08333,-2.31666,NA,"urn:catalog:MO:Tropicos:1845722","http://www.tropicos.org/Specimen/1845722","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"33","2014-12-26T05:34:00.000+0000","MO","MO","1845784","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1992-01-01T00:00:00.000+0000",NA,"Sacco INPA/WWF 1202.3087","José da Costa Sacco",1980,6,26,"Brazil","Amazonas",NA,"Municipio de Manaus, Distrito Agropecuario da SUFRAMA Rodovia BR-174, Km 64 depois 23 Km Leste na ZF3, Fazenda Esteio. Reserva No. 1202 do projeto Dinamica Biologica de Fragmentos Florestais. Mata de terra firme sobre latosolo amarelo amostras nao analizadas.",-59.86666,-2.4,NA,"urn:catalog:MO:Tropicos:1845784","http://www.tropicos.org/Specimen/1845784","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"34","2008-05-27T22:02:00.000+0000","MO","MO","1845791","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1989-01-01T00:00:00.000+0000",NA,"KURZ 24","KURZ",1980,8,5,"Brazil","Amazonas",NA,"Reserva Ducke.",NA,NA,NA,"urn:catalog:MO:Tropicos:1845791","http://www.tropicos.org/Specimen/1845791","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"35","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","96752","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"24","Mike Hopkins",1980,8,5,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:80870",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"36",NA,"Instituto Federal de Educação, Ciência e Tecnologia (IFAM)","EAFM","5094","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"24","Kurz, H.",1980,8,5,"Brazil","Amazonas","Manaus","Reserva Florestal Ducke",0,0,"Árvore; flores verdes. Árvore 116 do fenológico. ; DE","BRA:IFAM - CMZL:EAFM:0000005094",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"37","2008-05-27T22:02:00.000+0000","MO","MO","1845907","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","H. van der Werff (MO)","1992-01-01T00:00:00.000+0000",NA,"KURZ 31","KURZ",1980,9,8,"Brazil","Amazonas",NA,"Reserva Ducke.",NA,NA,NA,"urn:catalog:MO:Tropicos:1845907","http://www.tropicos.org/Specimen/1845907","Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"38","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","96759","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"31","Mike Hopkins",1980,9,8,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:80876",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"39","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","90332","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff, H.H. van der","1992-01-01T00:00:00.000+0000",NA,"1","Mike Hopkins",1979,6,12,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Fenológico 116, own number 1",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:80857",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"40","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","55259","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"INPA55259","Mike Hopkins",1976,2,27,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, km 26, Reserva Florestal Ducke",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:99669",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"41","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","58278","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff",NA,NA,NA,"s.n.","Mike Hopkins",1976,4,27,"Brazil","Amazonas",NA,"Rio Tefé, projeto RADAM/BRASIL, SA-20-YC, Pontos 3/B-XL-45",NA,NA,NA,"urn:catalog:inpa:herbarium:96495",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
"42","2014-09-26T00:00:00.000+0000","Instituto Nacional de Pesquisas da Amazônia (INPA)","Coleção Botânica, Instituto Nacional de Pesquisas da Amazônia (INPA)","57777","Mezilaurus duckei subsp. van-der Werff","Lauraceae","Mezilaurus","duckei","van-der","subsp. van-der Werff","Werff, H.H. van der","1992-01-01T00:00:00.000+0000",NA,"INPA57777","Mike Hopkins",1976,6,29,"Brazil","Amazonas",NA,"Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, Km 26. Reserva Florestal Ducke. Fenológico árvore no. 305",-59.97,-2.883333,NA,"urn:catalog:inpa:herbarium:151326",NA,"Mezilaurus duckei subsp. van-der Werff",NA,NA,NA
