"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage"
"15",NA,"NY","NY","2706095","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"bafb3f3e-3d3d-4507-b808-89eeec51d2fc",NA,"Catostemma cavalcantei Paula"
"16",NA,"NY","NY","2706096","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"7e324d5e-8a98-4485-a9c6-e05805f1d65a",NA,"Catostemma cavalcantei Paula"
"17",NA,"NY","NY","2706094","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"f83efa61-f592-4609-ac87-ef672aa89195",NA,"Catostemma cavalcantei Paula"
"18",NA,"NY","NY","02706085","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"48c40202-ae89-429b-8afe-ef34d85000c1",NA,"Catostemma cavalcantei Paula"
"19",NA,"Herbario Amazónico Colombiano","COAH","67565","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,"379","Roa, A.",NA,NA,NA,"Colombia",NA,"Inírida",NA,-67.934303,3.957333,NA,"14453",NA,"Catostemma cavalcantei Paula"
"20",NA,"NY","NY","2711110","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"53af7e79-c24c-4fe9-ac40-1b35149b8684",NA,"Catostemma cavalcantei Paula"
"21",NA,"NY","NY","2711111","Catostemma cavalcantei Paula","Malvaceae","Catostemma","cavalcantei","Paula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"fe581938-2abf-48f2-a950-aab21e9e1d18",NA,"Catostemma cavalcantei Paula"
"22","2/06/17 15:41","INPA","INPA","162008","Catostemma cavalcantei","Bombacaceae","Catostemma",NA,"Paula",NA,NA,NA,NA,NA,NA,NA,"Brasil","Amazonas",NA,"Serra do Arac��, 2 km ao sul da parte central da Serra do Arac�� e 8 km a leste do rio Jauari; Mata de igap�_ estaciona I, inventariado situado a 1 km da encosta.",NA,NA,NA,NA,NA,"Catostemma cavalcantei Paula"
"23","2/06/17 15:41","INPA","INPA","29153","Catostemma cavalcantei","Bombacaceae","Catostemma",NA,"Paula","Rodrigues, WA",NA,NA,NA,NA,NA,NA,"Brasil","Roraima",NA,"Vicinity of Uaic�� airstrip, rio Uraricoeira.",NA,NA,NA,NA,NA,"Catostemma cavalcantei Paula"
"24","2/06/17 15:41","INPA","INPA","85421","Catostemma cavalcantei","Bombacaceae","Catostemma",NA,"Paula","Esteves, GL",NA,NA,NA,NA,NA,NA,"Col̫mbia",NA,NA,"Yacar̩. R�_o Vaup̩s.",NA,NA,NA,NA,NA,"Catostemma cavalcantei Paula"
"25","2/06/17 15:41","INPA","INPA","85819","Catostemma cavalcantei","Bombacaceae","Catostemma",NA,"Paula","Acero, E",NA,NA,NA,NA,NA,NA,"Col̫mbia",NA,NA,"Rio Inirida-Guainia",NA,NA,NA,NA,NA,"Catostemma cavalcantei Paula"
