"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage","identificationQualifier","infraspecificEpithet","typeStatus","fieldNumber","comments","bibliographicCitation"
"11",NA,"UFPB","JPB","28460","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","Barbosa, MR","2001-08-01T00:00:00.000+0000",108,"Dionísio, GO",2001,3,23,"Brazil","Paraíba","Sapé","RPPN Fazenda Pacatuba",0,0,NA,"BRA:UFPB:JPB:0000028460","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"13",NA,"UFPB","JPB","29941","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,133,"Dionísio, GO",2001,4,27,"Brazil","Paraíba","Sapé","RPPN Fazenda Pacatuba",0,0,NA,"BRA:UFPB:JPB:0000029941","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"14",NA,"UFPB","JPB","27846","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,410,"Pereira, MS",2001,5,30,"Brazil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Área III",-35.084422,-6.8047,"Arvoreta com ca. 4,5 m na mata do maracujá. ; DE","BRA:UFPB:JPB:0000027846","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"15",NA,"UFPB","JPB","27849","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,416,"Pereira, MS",2001,5,30,"Brazil","Paraíba","Rio Tinto","Reserva Biológica Guaribas, Área II",-35.084422,-6.8047,"Arvoreta. ; DE","BRA:UFPB:JPB:0000027849","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"16",NA,"UFPB","JPB","27847","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,400,"Pereira, MS",2001,5,30,"Brazil","Paraíba","Rio Tinto",NA,0,0,"Arvoreta, ca. 3,5 m alt. ; DE","BRA:UFPB:JPB:0000027847","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"17",NA,"UFPB","JPB","27850","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,533,"Pereira, MS",2001,6,29,"Brazil","Paraíba","Mamanguape","Reserva Biológica Guaribas, Área II",0,0,"Arvoreta, ca. 4 m alt., frutos brancos. ; DE","BRA:UFPB:JPB:0000027850","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"18",NA,"UFPB","JPB","24939","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","Barbosa, MR","2000-01-01T00:00:00.000+0000",4,"Tomaz, SN",1998,8,21,"Brazil","Paraíba","João Pessoa",NA,0,0,NA,"BRA:UFPB:JPB:0000024939","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"19",NA,"UEFS","HUEFS","47846","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R.Barbosa","2004-05-01T00:00:00.000+0000",6039,"Carvalho, A.M.de",1995,7,15,"Brazil","Bahia","Itacaré","Marambaia. Ca. 6 a 8 Km na estrada Itacaré/Serra Grande.",NA,NA,"região da Mata Higrófila Sul Baiana.","BRA:UEFS:HUEFS:0000047846","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"20","2014-07-22T13:43:27.000+0000","JBRJ","RB","RB00341950","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R. Barbosa",NA,1451,"M.R. Pereira-Noronha",1995,8,7,"Brazil","São Paulo","Guaraçaí","Reserva legal, assentamento do INCRA, Fazenda Aroeiral.",NA,NA,"Arbusto de ca. de 3m alt., frutos vermelhos.","urn:catalog:JBRJ:RB:341950","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"21","2014-07-22T13:44:42.000+0000","JBRJ","RB","RB00342343","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R. Barbosa",NA,1611,"M.R. Pereira-Noronha; et al",1995,8,7,"Brazil","São Paulo","Guaraçaí","Reserva legal, assentamento do INCRA, próximo à Fazenda Aroeiral.",NA,NA,"Arbusto ca. de 4m alt., com ramos longos e flexuosos, frutos imaturos verdes, vermelho-alaranjados quando maduros.","urn:catalog:JBRJ:RB:342343","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"22",NA,"UFPB","JPB","19892","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,1364,"Moura, OT",1994,7,23,"Brazil","Paraíba","João Pessoa","Antiga Fazenda Manguabeira",0,0,NA,"BRA:UFPB:JPB:0000019892","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"23",NA,"UFPB","JPB","23432","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,1267,"Barbosa, MR",1992,4,13,"Brazil","Paraíba","João Pessoa",NA,0,0,"Árvoreta, ramos longos flexuosos; folhas reunidas no ápice dos ramos; flores alvas muito perfumadas. ; DE","BRA:UFPB:JPB:0000023432","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"24",NA,"Reserva Natural Vale (CVRD)","CVRD","1783","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R.V.Barbosa","2007-11-04T00:00:00.000+0000",702,"Folli, D.A.",1988,4,26,"Brazil","Ba","PORTO SEGURO",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau de ovo","BRA:CVRD:CVRD:0000001783","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"25","2014-07-22T13:43:30.000+0000","JBRJ","RB","RB00341966","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R. Barbosa",NA,702,"D.A.Folli",1988,4,26,"Brazil","Bahia","Porto Seguro","Reserva Florestal de Porto Seguro - CVRD/BA. Est. MUNICIPAL, Km 0,020, lado direito.",NA,NA,"Árvore, + 6 m de altura e fuste de + 3 m, DAP 16 cm, diâmetro de + 4 m. Com fruto imaturo de cor verde. Fuste cilíndrico e casca áspera.","urn:catalog:JBRJ:RB:341966","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"26",NA,"Reserva Natural Vale (CVRD)","CVRD","1994","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","Geovane S. Siqueira","2011-09-27T00:00:00.000+0000",757,"Folli, D.A.",1988,7,11,"Brazil","Ba","PORTO SEGURO",NA,NA,NA,"<ll>dwc_commonname:</ll> Pau de ovo","BRA:CVRD:CVRD:0000001994","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"27",NA,"NY","NY","397528","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M. R. de V. Barbosa","2013-01-01T00:00:00.000+0000",11873,"S. A. Mori",1979,5,17,"Brazil","Bahia",NA,"Estrada velha para Sta. Cruz de CabrÃ¡lia, entre a EstaÃ§ao EcolÃ³gica Pau-brasil e Sta. Cruz CabrÃ¡lia. Cerca de 15 km a NW de Porto Seguro",-39.133236,-16.356769,NA,"4f418dae-2d36-40fa-a9a8-7a7be07ae0df","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"28","2014-07-22T13:30:51.000+0000","JBRJ","RB","RB00341880","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R. Barbosa",NA,6810,"A.P.Duarte",1962,6,24,"Brazil","Bahia","Porto Seguro","Km. 7 a 18 da BR5.",NA,NA,"Árvore grande com 25-30 metros podendo atingir até 1,50 de diametro, produz madeira de primeira qualidade, amarela.","urn:catalog:JBRJ:RB:341880","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"29","2014-07-22T13:43:29.000+0000","JBRJ","RB","RB00341960","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M.R. Barbosa",NA,6025,"A.P. Duarte",1961,9,6,"Brazil","Bahia","Porto Seguro","Km 18, BR 5.",NA,NA,"Árvore de grande porte pode atingir 1,50-2m de diâmetro por 35-40 m de alt. Produz madeira amraela de grande valor.","urn:catalog:JBRJ:RB:341960","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"30",NA,"UFPB","JPB","21138","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa",NA,NA,3702,"Agra, MF",1900,1,1,"Brazil","Paraíba","João Pessoa",NA,0,0,NA,"BRA:UFPB:JPB:0000021138","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"32",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","87892","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M. R. Barbosa",NA,2134,"J. G. Jardim",NA,NA,NA,"Brazil","Bahia","una","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una. Trilha paralela a área de cacau.",NA,NA,"Ambiente: Mata higrófila. Plantação de cacau-cabruca. Habito: Árvore, ca. 18m.","BRA:CEPLAC:CEPEC:0000087892","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"33",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","65491","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M. R. Barbosa",NA,6039,"A. M. de Carvalho",NA,NA,NA,"Brazil","Bahia","ITACARÉ","Ca. 6 a 8Km na estrada Itacaré/Serra Grande.",NA,NA,"Ambiente: Mata higrofila. Habito: Árvore maior que 5m e menor 20m","BRA:CEPLAC:CEPEC:0000065491","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
"34",NA,"Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","CEPEC","68791","Guettarda grazielae M.R.V.Barbosa","Rubiaceae","Guettarda","grazielae","M.R.V.Barbosa","M. R. Barbosa",NA,10986,"W. W. Thomas",NA,NA,NA,"Brazil","Bahia","ILHÉUS","Mata da Esperança (orla) 2.2Km ao N do Banco da Vitória, ao W da Rod. a.",-39.091111,-14.777222,"Ambiente: Mata higrófila, disturbada. Habito: Árvore, 6m.","BRA:CEPLAC:CEPEC:0000068791","Guettarda grazielae M.R.V.Barbosa",NA,NA,NA,NA,NA,NA
