"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments"
"14",NA,"UEFS","HUEFS","110081","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.Jardim","2007-08-01T00:00:00.000+0000",NA,"159",NA,"Couto, A.P.L.",2006,5,21,"Brazil","Bahia","Lençóis",NA,-41.383333,-12.566667,NA,"BRA:UEFS:HUEFS:0000110081",NA,"Molopanthera paniculata Turcz.",NA,NA
"15",NA,"Universidade Federal da Bahia (UFBA)","ALCB","74006","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Guedes, ML","2006-10-01T00:00:00.000+0000",NA,"12126",NA,"Guedes, ML; Valadão, RM; Santos, JS; Sousa, DC de; Santana, W; Carvalho, G",2006,8,1,"Brazil","Bahia","Miguel Calmon","Piemonte da Diamantina, Caminho para Sete Passagens",-40.516667,-11.333333,"de ca 10m. Folhas cartáceas, discolores, com a face adaxial verde brilhante. Inflorescência panícula corimbosa; estames exsertos. Corola rotácea, com até 5 mm de comprimento. Anteras com tecas caudadas na base e conatas no botão floral. Ocasional.","BRA:UFBA:ALCB:0000074006",NA,"Molopanthera paniculata Turcz.",NA,NA
"17",NA,"UEFS","HUEFS","119496","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.",NA,NA,NA,"595",NA,"França, G.S.",2004,7,6,"Brazil","Minas Gerais","Dionísio","Morro do Gavião.",-42.551944,-19.834167,"Floresta estacional semidecidual submontana.","BRA:UEFS:HUEFS:0000119496",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"18",NA,"UEFS","HUEFS","84447","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"9285",NA,"Queiroz, L.P.de",2004,7,27,"Brazil","Bahia","Rui Barbosa","Serra do Orobó, Riacho Cazuza.",-40.493611,-12.324167,"Mata ciliar.","BRA:UEFS:HUEFS:0000084447",NA,"Molopanthera paniculata Turcz.",NA,NA
"19",NA,"USP","SPF","164507","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Zappi, DC",NA,NA,"1844",NA,"Fiaschi, P",2003,11,2,"Brazil","Bahia","Barro Preto","Serra da Pedra Lascada",-39.536111,-14.770278,NA,"BRA:USP:SPF:0000164507",NA,"Molopanthera paniculata Turcz.",NA,NA
"20",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","69521","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.",NA,NA,NA,"412",NA,"Gomes, JV",2002,3,2,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.",0,0,NA,"BRA:UFMG:BHCB:0000069521",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"22",NA,"UEFS","HUEFS","66020","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.Jardim","2002-12-01T00:00:00.000+0000",NA,"288",NA,"Ribeiro, T.",2002,4,7,"Brazil","Minas Gerais","Salinas","estrada Salinas/Aeroporto a 2 km do entroncamento.",-42.338333,-16.196111,"Caatinga.","BRA:UEFS:HUEFS:0000066020",NA,"Molopanthera paniculata Turcz.",NA,NA
"23",NA,"USP","SPF","153087","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.","Lombardi, JA","2002-05-01T00:00:00.000+0000",NA,"1409",NA,"Couto, FR",2002,5,13,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",0,0,NA,"BRA:USP:SPF:0000153087",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"25",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","40176 A","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.A. Lombardi","2002-06-01T00:00:00.000+0000",NA,"25",NA,"F.R. Couto",2002,6,13,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó",0,0,"Plot 6, árvore 1340. Arbóreo, frutos imaturos.","BRA:UFJF:CESJ:00040176 A",NA,"Molopanthera paniculata Turcz.",NA,NA
"26",NA,"Universidade Federal Rural de Pernambuco, UFRPE","HST","11190","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.","J.A.Lombardi","2002-06-01T00:00:00.000+0000",NA,"25 {PJ 156}",NA,"F.R.Couto",2002,6,13,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga",NA,NA,"Plot 6, árvore 1340. Arbóreo, frutos imaturos.","BRA:UFRPE:HST:0000011190",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"27",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","71738","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.",NA,NA,NA,"PJ156",NA,"Couto, FR",2002,6,13,"Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Mata do Jaó.",0,0,NA,"BRA:UFMG:BHCB:0000071738",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"28",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","64732","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.",NA,NA,NA,"169",NA,"Silva, AF; Alves, TMA; Souza, CP",2001,6,10,"Brazil","Minas Gerais","Jaboticatubas","São José de Almeida.",0,0,NA,"BRA:UFMG:BHCB:0000064732",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
"29",NA,"UFPB","JPB","36289","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Jardim, J","2002-04-01T00:00:00.000+0000",NA,"870",NA,"Nonato, FR; Correia, C; Smidt, EVS",2001,8,2,"Brazil","Bahia","Jacobina","Monte Taboa, Ca. 2km da cidade.",-40.506389,-12.608333,"Árvore ca. 2m de altura. Folhas coriáceas discolores. Flores verde-amareladas e estames amarelas.; Campo rupestre, próxima a cachoeira. ; HA","BRA:UFPB:JPB:0000036289",NA,"Molopanthera paniculata Turcz.",NA,NA
"32",NA,"UnB","UB","176676","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Delprete, PG","2008-01-01T00:00:00.000+0000",NA,"2",NA,"Silva, BM; França, F; Melo, E",1999,6,24,"Brazil","Bahia","Jacobina","Povoado de Itaitu. cachoeira de Véu de Noiva",-40.5,-11.334444,"Arbusto arborescente 5m. Folha coriácea discolor. Flor zigomorfa. Corola branca.","BRA:UnB:UB:0000176676",NA,"Molopanthera paniculata Turcz.",NA,NA
"34",NA,"MBML","MBML-HERBARIO","21637","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","M.A. Pinho-Ferreira/03-VIII-2007",NA,NA,"2950",NA,"E. de Melo; et al",1999,9,5,"Brazil","Bahia","Jacobina","Encosta do Vale",-40.533333,-11.180278,"Árvore 7,5 m. Folhas Coriáceas levemente discolor. Flores verde-esbranquiçadas. Frutos imaturos verde-claros.","BRA:MBML:MBML-HERBARIO:0000021637",NA,"Molopanthera paniculata Turcz.",NA,NA
"36",NA,"UEFS","HUEFS","40399","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","J.Jardim","2006-04-01T00:00:00.000+0000",NA,"3012",NA,"Melo, E.",1999,9,6,"Brazil","Bahia","Jacobina","Itaitu. Fazenda Timbó.",-40.466667,-11.265833,"Capoeira. Beira de estrada.","BRA:UEFS:HUEFS:0000040399",NA,"Molopanthera paniculata Turcz.",NA,NA
"37","2018-08-09T17:33:50.000+0000","JBRJ","RB","RB00345141","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","M.Gomes",NA,NA,"41",NA,"A. Quinet; et al.",1995,8,29,"Brazil","Rio de Janeiro","Rio de Janeiro","Trilha para a Pedra do Marinheiro, vertente Gávea.",NA,NA,"Heliófila em ambiente seco, árvore com ca. 16 m com tronco com casca estriada de cor marrom. Folhas papiráceas discolores verdes. Fruto seco de cor verde deiscente.","urn:catalog:JBRJ:RB:345141",NA,"Molopanthera paniculata Turcz.",NA,NA
"38",NA,"NY","NY","397902","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"711",NA,"J. G. Jardim",1995,10,27,"Brazil","Bahia",NA,"Entrada a 8 km na Rod. Jacobina/Capim Grosso. Distrito de ItaitÃº, situado a 20 km da Rodovia",-40.5180837747994,-11.1844226250214,NA,"f6fa3f2a-e9f0-401f-8638-cbf9f126bb53",NA,"Molopanthera paniculata var. paniculata",NA,NA
"39","2014-11-04T21:08:00.000+0000","MO","MO","3149662","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","CM Taylor","1998-01-01T00:00:00.000+0000",NA,"Jardim 711",NA,"Jomar G. Jardim|A.M. de Carvalho|André M. Amorim|Sérgio C. de Sant'Ana|G.V.F. Pitanga",1995,10,27,"Brazil","Bahia",NA,"Municipio de Jacobina, Bahia. Entrada a 8km na Rod. Jacobina/Capim Grosso. Distrito de Itaitú, situado a 20 km da Rodovia. Mata Ciliar.",NA,NA,NA,"urn:catalog:MO:Tropicos:3149662","http://www.tropicos.org/Specimen/3149662","Molopanthera paniculata Turcz.",NA,NA
"40","2018-08-09T17:33:52.000+0000","JBRJ","RB","RB00345152","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","M.Gomes",NA,NA,"1",NA,"A. Quinet; et al.",1994,7,20,"Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do Rio de Janeiro; topo do morro na vertente da Gávea. Jardim Botânico do Rio de Janeiro",NA,NA,"Heliófila em ambiente xerófito. Árvore com ca. 16 m. Tronco de casca fissurada de cor marrom e internamente amarelado. Folhas cartáceas discolores verdes.","urn:catalog:JBRJ:RB:345152",NA,"Molopanthera paniculata Turcz.",NA,NA
"41","2015-03-01T14:56:00.000+0000","MO","MO","3150169","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","CM Taylor","1998-01-01T00:00:00.000+0000",NA,"Carvalho 965",NA,"M.G. Carvalho|S.T. Silva",1992,3,26,"Brazil",NA,NA,"mantiqueira Cerrado. Peixe Cru (Turmalina MG)",NA,NA,NA,"urn:catalog:MO:Tropicos:3150169","http://www.tropicos.org/Specimen/3150169","Molopanthera paniculata Turcz.",NA,NA
"42",NA,"NY","NY","2422678","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"CFSC12952",NA,"J. R. Pirani",1992,4,25,"Brazil","Minas Gerais",NA,"Serra do CipÃ³, Rodovia Belo Horizonte-ConceiÃ§Ã£o do Mato Dentro.  APA do Morro da Pedreira (Morro de CalÃ¡rio) perto de Cardeal Mota.",-43.7143985170281,-19.1729945899495,NA,"49fbe41d-7eba-40c5-914a-7ea51d2fef1f",NA,"Molopanthera paniculata Turcz.",NA,NA
"43","2018-08-09T17:33:48.000+0000","JBRJ","RB","RB00866276","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","M.Gomes",NA,NA,NA,NA,"J.R. Pirani; C. Kameyama",1992,4,25,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro. APA do Morro da Pedreira (Morro do Calcário) perto de Cardeal Mota.",NA,NA,"Árvore 5m alt., com casca fendilhada longitudinalmente, copa densa. Muitos frutos imaturos verde-claros","urn:catalog:JBRJ:RB:866276",NA,"Molopanthera paniculata Turcz.",NA,NA
"45",NA,"NY","NY","397909","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"508",NA,"G. Farias",1992,9,21,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada Mac. Km 0. Lado direito do Viveiro, 50 m da casa do guarda",-40.071853011446,-19.3949002236543,NA,"b6e2f56a-671d-4e5b-94aa-02ffc23cb9dc",NA,"Molopanthera paniculata var. paniculata",NA,NA
"46",NA,"Reserva Natural Vale (CVRD)","CVRD","3947","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"508",NA,"Farias, G.L.",1992,9,21,"Brazil","Es","LINHARES","Lado direito do Viveiro, 50m da casa do guarda.",NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000003947",NA,"Molopanthera paniculata var. paniculata",NA,NA
"47",NA,"Reserva Natural Vale (CVRD)","CVRD","3279","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"1366",NA,"Folli, D.A.",1991,6,24,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000003279",NA,"Molopanthera paniculata var. paniculata",NA,NA
"48",NA,"NY","NY","397907","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"1366",NA,"D. A. Folli",1991,6,24,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada GÃ¡vea, km. 7,4",-40.071853011446,-19.3949002236543,NA,"4adc03f2-e085-48ca-ada1-d85da9b28bd8",NA,"Molopanthera paniculata var. paniculata",NA,NA
"49","2008-05-27T22:02:00.000+0000","MO","MO","3149920","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"Carvalho 418",NA,"Carvalho",1991,7,22,"Brazil",NA,NA,"Cerrado; Peixe Cru (Turmalina MG)",NA,NA,NA,"urn:catalog:MO:Tropicos:3149920","http://www.tropicos.org/Specimen/3149920","Molopanthera paniculata Turcz.",NA,NA
"50",NA,"USP","SPF","73561","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Campos, MTVA","1992-03-01T00:00:00.000+0000",NA,"418",NA,"Carvalho, MG",1991,7,22,"Brazil","Minas Gerais","Turmalina",NA,0,0,NA,"BRA:USP:SPF:0000073561",NA,"Molopanthera paniculata Turcz.",NA,NA
"51",NA,"NY","NY","397906","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"1469",NA,"D. A. Folli",1991,10,30,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada Boleira, km. 0,3",-40.071853011446,-19.3949002236543,NA,"0969512e-7ccb-4b42-8cd1-fa66a556f89f",NA,"Molopanthera paniculata var. paniculata",NA,NA
"52",NA,"Reserva Natural Vale (CVRD)","CVRD","3530","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"1469",NA,"Folli, D.A.",1991,10,30,"Brazil","Es","LINHARES",NA,NA,NA,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000003530",NA,"Molopanthera paniculata var. paniculata",NA,NA
"53",NA,"Instituto de Botânica, IBT","SP","252050","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"2842",NA,"Silva, LAM; et al.",1989,5,22,"Brazil","Bahia","Andaraí","Ramal com entrada no km 10 da rodovia Andaraí/Lençõis (BA 142), lado esquerdo, para a Fazenda lagoa Encantada, coletadas nos km 2 a 5 do ramal, vegetação de Mata de Cipó, solo sílico-argiloso",0,0,NA,"BRA:IBt:SP:0000252050",NA,"Molopanthera paniculata Turcz.",NA,NA
"54","2015-07-06T00:00:00.000+0000","K","Herbarium","K001049900","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"CFCR10870",NA,"Pirani, J.R.; Mello-Silva, R.",1987,5,24,"Brazil",NA,"Grão Mogol","Vale do riacho Ribeirão.",NA,NA,NA,"http://specimens.kew.org/herbarium/K001049900",NA,"Molopanthera paniculata Turcz.",NA,NA
"55",NA,"USP","SPF","47733","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","Kirkbride, JH","1989-01-01T00:00:00.000+0000",NA,"CFCR10870",NA,"Pirani, JR",1987,5,24,"Brazil","Minas Gerais","Grão Mogol","Vale do Ribeirão das Mortes",0,0,NA,"BRA:USP:SPF:0000047733",NA,"Molopanthera paniculata Turcz.",NA,NA
"56",NA,"NY","NY","950461","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","S. L. Jung-MendaÃ§olli","1987-07-01T00:00:00.000+0000",NA,"178",NA,"P. M. Andrade",1984,5,22,"Brazil","Minas Gerais",NA,"Est. Biol. Caratinga, TM 2",0,0,NA,"1483c14f-a627-42a5-8d76-bd045fa00227",NA,"Molopanthera paniculata Turcz.",NA,NA
"58","2008-05-27T22:02:00.000+0000","MO","MO","3150421","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.",NA,NA,NA,"Andrade 178",NA,"P.M. Andrade",1984,5,22,"Brazil",NA,NA,"Caratinga-MG TM 2, Habitat mata atlântica",NA,NA,NA,"urn:catalog:MO:Tropicos:3150421","http://www.tropicos.org/Specimen/3150421","Molopanthera paniculata Turcz.",NA,NA
"67","2015-12-03T00:00:00.000+0000","CICY","CICY","59027","Molopanthera paniculata Turcz.","Rubiaceae","Molopanthera","paniculata",NA,"Turcz.","S.L. Jung Mendacolli",NA,NA,NA,178,"P.M. Andrade; M.A. López",1984,5,22,"Brazil","Minas gerais",NA,"Caratinga-MG TM2",NA,NA,"NO DISPONIBLE","urn:catalog:CICY:CICY:59027:caa47bbdc0d26e87050fa576bcd155fd","Hernández Aguilar S. 2014. Depuración de la colección y base de datos del Herbario CICY. Fase IV. CICY. Bases de datos SNIB-CONABIO proyectos Nos. HA016, DC002, BA006, U009, K037, B070 y P143. México, D.F.","Molopanthera paniculata Turcz.",NA,NA
"71",NA,"Universidade Federal da Bahia (UFBA)","ALCB","022758","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Delprete, P","1997-01-01T00:00:00.000+0000",NA,"985",NA,"Bautista, HP; Orlandi, RP",1984,8,21,"Brazil","Bahia","Jacobina","Serra do Brite. Altitude: 500-600m.",-40.016667,-11.166389,"Com aproximadamente 7m de altura (fanerófita); floração abundante, visitada por abelhas; flores brancacentas e muito perfumadas. Frequência rara.","BRA:UFBA:ALCB:0000022758",NA,"Molopanthera paniculata var. paniculata",NA,NA
"75",NA,"NY","NY","397905","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","P. G. Delprete","1999-01-01T00:00:00.000+0000",NA,"448",NA,"D. A. Folli",1983,6,27,"Brazil","EspÃ­rito Santo",NA,"Reserva Florestal de Linhares. Estrada Louro, km. 4,745",-40.071853011446,-19.3949002236543,NA,"569a0424-6639-4c9b-b6bd-2f091fcff950",NA,"Molopanthera paniculata var. paniculata",NA,NA
"76",NA,"Reserva Natural Vale (CVRD)","CVRD","1043","Molopanthera paniculata var. paniculata","Rubiaceae","Molopanthera","paniculata","paniculata","var. paniculata","Piero Delprete","1999-03-18T00:00:00.000+0000",NA,"448",NA,"Folli, D.A.",1983,6,27,"Brazil","Es","LINHARES",NA,-40.016581,-19.11766,"<ll>dwc_commonname:</ll> Arariba do rego","BRA:CVRD:CVRD:0000001043",NA,"Molopanthera paniculata var. paniculata",NA,NA
"77",NA,"NY","NY","01170085","Molopanthera panniculata var. burchellii K.Schum.","Rubiaceae","Molopanthera","panniculata","burchellii","var. burchellii K.Schum.","B. M. Boom; P. G. Delprete","1985-01-01T00:00:00.000+0000",NA,"1007",NA,"K. B. Strier",1983,8,24,"Brazil","Minas Gerais",NA,"EstaÃ§ao BiolÃ³gica de Caratinga.",-41.83,-19.67,NA,"98e54c8e-312f-40f4-9c0b-c407fb959112",NA,"Molopanthera panniculata var. burchellii K.Schum.",NA,NA
