"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"16","2017-10-19T13:57:17.000+0000","JBRJ","RB","RB00558886","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","R.Guedes",NA,4269,"H.C.de Lima; et al.",1991,9,30,"Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Proximidades do alojamento.",-42.833333,-22.433333,"Árvore pequena, tronco ramificado na base. Flores masculinas alvo-esverdeadas com anteras amarelas. Folhas jovens avermalhadas. Frequente em áreas pertubadas. Ao lado da casa de hóspedes.","urn:catalog:JBRJ:RB:558886","Astronium glaziovii Mattick"
"17",NA,"Pontifícia Universidade Católica do Rio de Janeiro (PUC-RIO)","FCAB","3688","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","G.M. Barroso","1985-12-01T00:00:00.000+0000",2074,"J.C. Siqueira",1985,9,21,"Brazil","Rio de Janeiro","Nova Friburgo","Furnas do Catete - Parque",0,0,"Árvore com flores verdes.","BRA:PUC-RIO:FCAB:0000003688","Astronium glaziovii Mattick"
"18","2014-12-01T11:07:31.000+0000","JBRJ","RB","RB00685612","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","A. Vaz","1985-01-01T00:00:00.000+0000",359,"R.H.P. Andreata; et alli",1982,1,14,"Brazil","Rio de Janeiro","Niterói","Pico Alto Moirão, Iaipuaçú.",NA,NA,"Árvore de 6 m. alt., heliófila com 20 cm. de diâmetro.","urn:catalog:JBRJ:RB:685612","Astronium glaziovii Mattick"
"19","2014-01-27T12:56:04.000+0000","JBRJ","RB","RB00686124","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Angela Vaz","1985-01-01T00:00:00.000+0000",361,"R.H.P. Andreata et al",1982,1,14,"Brazil","Rio de Janeiro","Rio de Janeiro","Itaipuaçu. Pico Alto Moirão.",NA,NA,"Árvore, heliófila.","urn:catalog:JBRJ:RB:686124","Astronium glaziovii Mattick"
"20","2010-10-08T11:22:13.000+0000","JBRJ","RB","RB00039435","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","D.A. Santin","1989-04-19T00:00:00.000+0000",NA,"J.G. Khulmann",1939,9,27,"Brazil","Rio de Janeiro","Rio de Janeiro","Morro dos Cabritos, Lagoa Rodrigo de Freitas.",NA,NA,"Àrvore mediana ou pequena","urn:catalog:JBRJ:RB:39435","Astronium glaziovii Mattick"
"21",NA,"Instituto de Botânica, IBT","SP","42445","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Santin, DA","1989-04-19T00:00:00.000+0000",263,"Heringer, EP",1939,12,20,"Brazil","Minas Gerais","Lavras",NA,0,0,NA,"BRA:IBt:SP:0000042445","Astronium glaziovii Mattick"
"22","2008-08-06T15:47:27.000+0000","K","Herbarium","K000537455","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Mattick","1933-11-20T00:00:00.000+0000",19011,"Glaziou, A.F.M.",NA,NA,NA,"Brazil",NA,NA,"Minas [Minas Gerais]",NA,NA,"Coll. & Comm. Dr. A. Glaziou","http://specimens.kew.org/herbarium/K000537455","Astronium glaziovii Mattick"
"23","2017-10-11T23:52:05.000+0000","JBRJ","RB","RB00039393","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Angela Vaz","1985-01-01T00:00:00.000+0000",361,"R.H. Andreata; et al",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pico Alto Moirão, Itaipuaçu.",NA,NA,"Arvore heliófila estéril","urn:catalog:JBRJ:RB:39393","Astronium glaziovii Mattick"
"24","2005-10-26T18:05:09.000+0000","JBRJ","RB","RB00039462","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","D.A. Santim",NA,13,"D.A. Santim ; Lima H. C. & Caruso J.",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pico do Alto Mourão, Niterói e Maricá.",NA,NA,"Árvore ca. 10m estério, folhilos bem maiores do que dos outros indivíduos.","urn:catalog:JBRJ:RB:39462","Astronium glaziovii Mattick"
"25","2017-10-11T23:59:56.000+0000","JBRJ","RB","RB00039411","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Angela Vaz","1985-01-01T00:00:00.000+0000",359,"R.H. Andreata; et al",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Pico Alto Mourão, Itaipuaçu.",NA,NA,"arvore de 6m heliófila com 20cm de diametro","urn:catalog:JBRJ:RB:39411","Astronium glaziovii Mattick"
"26","2005-10-26T18:05:09.000+0000","JBRJ","RB","RB00039400","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick",NA,NA,312,"L.Sonkin",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Paraiso floresta em volta do centro de Primatologia. Centro de Primatologia",NA,NA,"Dap 13 cm x 12m alt. folhas compostas alternas imparipenadas de folíolos opostos com bordos crenagdos e limbo de forma irregular estéril","urn:catalog:JBRJ:RB:39400","Astronium glaziovii Mattick"
"27","2017-10-15T14:53:25.000+0000","JBRJ","RB","RB00039469","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick",NA,NA,917,"R. Andreada; H. C. Lima , R.C. lopes et J. Caruso",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Entre os Município de Niterói e Maricá, Itapuacu, Alto Morico.",NA,NA,"Árvore de  ac. 12 metros de altura. Folha pequena. Estério.","urn:catalog:JBRJ:RB:39469","Astronium glaziovii Mattick"
"28","2017-10-12T11:10:28.000+0000","JBRJ","RB","RB01227166","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick",NA,NA,5548,"Lima,H.C.de",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,"urn:catalog:JBRJ:RB:1227166","Astronium glaziovii Mattick"
"29","2017-10-11T23:59:58.000+0000","JBRJ","RB","RB00039430","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Regina Andreata","1985-01-01T00:00:00.000+0000",719,"Regina Andreata ; et al",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Mnu. de Niterói e Maricá, Itaipuaçu, Pico Alto Moirão .",NA,NA,"Arvore n° 13, altura 11 m, casca levemente estriada mais ou menos dura, Estéril igual a arvore n° 8","urn:catalog:JBRJ:RB:39430","Astronium glaziovii Mattick"
"30","2005-10-26T18:05:09.000+0000","JBRJ","RB","RB00039387","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","F. Gil",NA,NA,"Pessoal do Il. Florestal",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Mata do Horto Florestal, Rio .",NA,NA,"arvore do Il. Florestal","urn:catalog:JBRJ:RB:39387","Astronium glaziovii Mattick"
"31","2017-10-11T23:58:30.000+0000","JBRJ","RB","RB00039417","Astronium glaziovii Mattick","Anacardiaceae","Astronium","glaziovii","Mattick","Regina Andreata",NA,716,"Regina Andreata ; et al",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Mun. de Niterói e Maricá, Itaipuaçu, Pico Alto Moirão.",NA,NA,"Arvore n° 8 altura, 12m Casaca levemente áspera macia Estéril Diagrama de Perfil 3, n°8","urn:catalog:JBRJ:RB:39417","Astronium glaziovii Mattick"
