"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","acceptedNameUsage"
"44",NA,"MBML","MBML-HERBARIO","10156","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","2617","L. Kollmann; E. Bausen & W. Pizziolo",1999,6,17,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata Fria",-40.683611,-19.931111,"Mata de encosta. Arbusto 3m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000010156","Miconia atlantica Caddah & R.Goldenb."
"46",NA,"MBML","MBML-HERBARIO","8594","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","L. Bacci/25-XI-2013",NA,"PARATYPE","901","L. Kollmann; E. Bausen & W. Pizziolo",1998,11,9,"Brazil","Espírito Santo","Santa Teresa","Aparecidinha",-40.593889,-19.973056,"mata de baixada. Arbusto 3m. Frutos verdes.","BRA:MBML:MBML-HERBARIO:0000008594","Miconia atlantica Caddah & R.Goldenb."
"47","2017-10-06T12:53:23.000+0000","JBRJ","RB","RB00523244","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","M.K. Caddah","2012-01-01T00:00:00.000+0000","PARATYPE","1046","L. Kollmann; E. Bausen & W. Pizziolo",1998,11,18,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica da Caixa dágua, estrada do Caravagem.",NA,NA,"Arbusto 4 m. Botões brancos.","urn:catalog:JBRJ:RB:523244","Miconia atlantica Caddah & R.Goldenb."
"49",NA,"US","Botany","3505805","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,NA,NA,"673","F. Pedroni, M. Sanchez, R. Laps & R. Belinello",1997,5,29,"Brazil","São Paulo",NA,"Picinguaba. Morro do Corisco",NA,NA,NA,"http://n2t.net/ark:/65665/3918ae503-8ed8-4a8a-be73-338ba3c4af04","Miconia atlantica Caddah & R.Goldenb."
"50",NA,"UNICAMP","UEC","172118","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Goldenberg, R.","2015-01-01T00:00:00.000+0000",NA,"674","Pedroni, F.; Sanchez, M.; Laps, R.R.; Belinello, R.",1997,5,29,"Brazil","São Paulo","Ubatuba","Picinguaba. Próximo à trilha do corisco.",-44.8,-23.3,"Árvore 787, com 7m de altura, início de botões.; Mata Atlântica de Encosta.","BRA:UNICAMP:UEC:0000172118","Miconia atlantica Caddah & R.Goldenb."
"51",NA,"USP","SPF","122114","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Caddah, MK","2012-09-01T00:00:00.000+0000",NA,"73","Ferretti, AR",1996,12,14,"Brazil","São Paulo","Cunha","Estação Experimental da Serra do Mar",-45.042472,-23.257083,NA,"BRA:USP:SPF:0000122114","Miconia atlantica Caddah & R.Goldenb."
"52","2018-08-14T14:08:42.000+0000","JBRJ","RB","RB01385147","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","J.F.A. Baumgratz","2018-01-01T00:00:00.000+0000",NA,"12","S.P. Oliveira; L.C.S. Giordano , K. Autran, L.C.S. Silva, J.Q. Melo & F.P. Abreu",1995,12,3,"Brazil","Rio de Janeiro","Paraty","Praia do Jurumirim",NA,NA,"Árvore com cerca de 5-6 metros de altura, heliófila. Folhas membranáceas discolores. Fruto verde claro","urn:catalog:JBRJ:RB:1385147","Miconia atlantica Caddah & R.Goldenb."
"53",NA,"NY","NY","02647874","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,NA,NA,"1257","J. M. A. Braga",1994,5,27,"Brazil","Rio de Janeiro",NA,"Granja Monte Olivete, margem do rio Bananal.",0,0,NA,"43ff5970-7cf6-46ca-beca-6e8a6bfd07c9","Miconia atlantica Caddah & R.Goldenb."
"56",NA,"UFPR","UPCB","91761","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","Goldenberg, R.","2016-01-01T00:00:00.000+0000",NA,"1786","Giordano, L.C.S. et al.",1994,11,24,"Brazil","Rio de Janeiro","Paraty","Área de proteção Ambiental de Cairuçu. Morro do Corisquinho.",NA,NA,"Floresta Ombrófila Densa Baixo Montana. Vegetação ripária com afloramentos rochosos.. Arvoreta com cerca de 3 metros de altura, semi-ciófila. Folhas membranáceas a papiráceas, discolores. Frutos imaturos verdes.","BRA:UFPR:UPCB:0000091761","Miconia atlantica Caddah & R.Goldenb."
"59",NA,"US","Botany","3290152","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.",NA,NA,NA,"60094","G. Hatschbach, M. M. Hatschbach & J. M. Silva",1993,11,11,"Brazil","Espírito Santo",NA,"Rod. BR 262",NA,NA,NA,"http://n2t.net/ark:/65665/3d8bcc55f-ae7e-417b-be91-f66553438488","Miconia atlantica Caddah & R.Goldenb."
"60",NA,"IAC","IAC","54041","Miconia atlantica Caddah & R.Goldenb.","Melastomataceae","Miconia","atlantica","Caddah & R.Goldenb.","F.S. Meyer","2012-07-19T00:00:00.000+0000",NA,"34","A.C.O. Souza; L.C. Bernacci; R. Belinelo",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",-45.109914,-23.360372,NA,"BRA:IAC:IAC:0000054041","Miconia atlantica Caddah & R.Goldenb."
