"","modified","institutionCode","collectionCode","catalogNumber","scientificName","family","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","identificationQualifier","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"29",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA069734","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"933",NA,"Carneiro, J.",2000,4,19,"brazil","parana","estrada da graciosa",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA069734",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.61693027,-24.63581955,NA,NA
"30","2014-07-08T00:54:35.000+0000","JBRJ","RB","RB00757471","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I. Elias",NA,NA,"531",NA,"P. Fiaschi; A. Lobão",2000,12,10,"brazil","sao paulo","bertioga","Praia de Guaratuba, km 199 da Rodovia Rio-Santos (SP 55). .",NA,NA,"Arvoreta ca. 4m alt. PAP 91 (42+22+27) cm, tronco ramificado na base. Flores com elaióforos alvos; pétalas alvas.","urn:catalog:JBRJ:RB:757471",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1097,"Bertioga",3506359,-46.030503,-23.760399,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.760399,-46.030503
"31",NA,"UNICAMP","UEC","106426","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Elias, S.I.","2004-01-01T00:00:00.000+0000",NA,"9949",NA,"Anderson, L.O.; Belinello, R.; Galvão, J.C.; Aona, L.Y.S.; Faria, A.D.",1999,1,19,"brazil","rio de janeiro","nova friburgo","Reserva Macaé de Cima, Estrada para o sítio Sophronites.",0,0,"Arvoreta de até 1,6 metros, corola branca a rósea, estames amarelos, estigma branco.","BRA:UNICAMP:UEC:0000106426",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1598,"Nova Friburgo",3303401,-42.501539,-22.319613,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,-22.319613,-42.501539
"32",NA,"IF","SPSF","24768","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"62",NA,"J.R.L.Godoy",1999,1,10,"brazil","sp","pariquera acu","Parque Estadual Pariquera Abaixo",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;","BRA:IF:SPSF:0000024768",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,"IF","SPSF","24748","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"72",NA,"J.R.L.Godoy",1999,1,10,"brazil","sp","pariquera acu","Parque Estadual Pariquera Abaixo",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;","BRA:IF:SPSF:0000024748",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA094740","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"1867",NA,"Kollmann, L. et al.",1999,2,9,"brazil","espirito santo","santa tereza",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA094740",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Espírito Santo",-40.6681057,-19.57475617,NA,NA
"35",NA,"UDESC","LUSC","81760","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,NA,NA,"Rodrigues; R.S.; Kindel; A.",1998,4,24,"brazil","rio grande do sul","torres","Faxinal.",NA,NA,NA,"BRA:UDESC:LUSC:0000081760",NA,"Byrsonima ligustrifolia Mart.",NA,NA,194,"Torres",4321501,-49.810162,-29.327838,"RIO GRANDE DO SUL","RS","Rio Grande do Sul",-53.24495754,-29.78635099,-29.327838,-49.810162
"36",NA,"Universidade Federal do Paraná, UFPR","EFC","8106","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Roderjan, C.V.","1998-10-12T00:00:00.000+0000",NA,NA,NA,"Macedo, J.H.P.",1998,10,1,"brazil","parana","sao jose dos pinhais","Mananciais da Serra",NA,NA,"Árvore 5 m, Comum em vegetação secundária da floresta atlântica a 1000 m s.n.m. Frutos verdes. __COMMOM_NAME__: Murici","BRA:UFPR:EFC:0000008106",NA,"Byrsonima ligustrifolia Mart.",NA,NA,856,"São José dos Pinhais",4125506,-49.094709,-25.664044,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.664044,-49.094709
"37",NA,"Fundação Universidade Federal de Mato Grosso do Sul (UFMS)","CGMS","49580","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","W.R. Anderson","2002-01-01T00:00:00.000+0000",NA,"2710",NA,"J.M. Silva",1998,12,15,"brazil","parana","morretes","Serra da Prata, trilha para a Torre da Prata.",NA,NA,"HABITAT:Floresta Atlântica.; HABITO:Árvore. 12m de altura.; FRUTO:Fruto imaturo.;","BRA:UFMS:CGMS:0000049580",NA,"Byrsonima ligustrifolia Mart.",NA,NA,872,"Morretes",4116208,-48.855729,-25.518545,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.518545,-48.855729
"38",NA,"IF","SPSF","36430","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"2710",NA,"J.M.Silva",1998,12,15,"brazil","pr","morretes","Serra da Prata",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta atlantica&nf;;","BRA:IF:SPSF:0000036430",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,"MBML","MBML-HERBARIO","42866","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","A. Amorim/2006",NA,NA,"3392",NA,"J. M. A. Braga; et al",1997,8,9,"brazil","rio de janeiro","itatiaia","Parque Nacional de Itatiaia. Estrada para o Planalto",-44.583333,-22.25,"Orla da mata de altitude. Árvore ca 9m alt., folhas lustrosa e cartáceas. Frutos imaturos verdes com glândulas amarelas","BRA:MBML:MBML-HERBARIO:0000042866",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1561,"Itatiaia",3302254,-44.580977,-22.439525,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,-22.25,-44.583333
"40","2014-07-08T00:56:00.000+0000","JBRJ","RB","RB00756311","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","S.I. Elias","2004-01-01T00:00:00.000+0000",NA,"751",NA,"Araújo, G.M; Barbosa, A.A.A",1997,11,14,"brazil","minas gerais","uberlandia","Clube Caça e Pesca. Itororo. Vereda.",NA,NA,"Arbusto.","urn:catalog:JBRJ:RB:756311",NA,"Byrsonima ligustrifolia Mart.",NA,NA,2627,"Uberlândia",3170206,-48.332227,-19.028177,"MINAS GERAIS","MG","Minas Gerais",-44.67333254,-18.45539008,-19.028177,-48.332227
"41",NA,"Universidade Federal do Paraná, UFPR","EFC","7916","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.","Serathiuk, R.E.","1998-04-27T00:00:00.000+0000",NA,"2",NA,"Serathiuk, R.E.; Galucha, S.C.; Gatti, G.",1997,12,10,"brazil","parana","paranagua","Floresta Estadual do Palmito",-48.5558,-25.5917,"Arvoreta com 6 m de altura sobre solo hidromórfico. Com botões florais esverdeados. __COMMOM_NAME__: Muricí","BRA:UFPR:EFC:0000007916",NA,"Byrsonima ligustrifolia Mart.",NA,NA,869,"Paranaguá",4118204,-48.524241,-25.525413,"PARANA","PR","Paraná",-51.61693027,-24.63581955,-25.5917,-48.5558
"42",NA,"IF","SPSF","22545","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"514",NA,"J.M.Torezan",1997,12,10,"brazil","sp","itarare","floresta estacional montana",NA,NA,"COLETA: XLS: SPSFAntigo;","BRA:IF:SPSF:0000022545",NA,"Byrsonima ligustrifolia Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA032263","Byrsonima ligustrifolia Mart.","Malpighiaceae","Byrsonima","ligustrifolia",NA,"Mart.",NA,NA,NA,"34823",NA,"Leitão Filho, H.F. et al.",1996,1,30,"brazil","sao paulo","ubatuba",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA032263",NA,"Byrsonima ligustrifolia Mart.",NA,NA,1216,"Ubatuba",3555406,-45.026117,-23.38322,"SAO PAULO","SP","São Paulo",-48.72944932,-22.26440593,-23.38322,-45.026117
