"","modified","institutionCode","collectionCode","catalogNumber","scientificName","identificationQualifier","family","genus","specificEpithet","scientificNameAuthorship","identifiedBy","dateIdentified","typeStatus","recordNumber","fieldNumber","recordedBy","year","month","day","country","stateProvince","municipality","locality","decimalLongitude","decimalLatitude","occurrenceRemarks","occurrenceID","bibliographicCitation","acceptedNameUsage","infraspecificEpithet","comments","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","new_Lat","new_Lon"
"95",NA,"UCS","HUCS","29942","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M.","2005-01-01T00:00:00.000+0000",NA,"5780",NA,"Ribas, O.S.; Silva, J.M.; Simon, G. .F.",2004,1,16,"brazil","parana","bocaiuva do sul","Serra da Bocaina",0,0,"arbusto 3m, fruto amarelado; mata de encosta do morro , solo pedregoso","BRA:UCS:HUCS:0000029942",NA,"Myrcia retorta Cambess.",NA,NA,917,"Bocaiúva do Sul",4103107,-48.936148,-25.115966,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.115966,-48.936148
"96",NA,"Universidade Regional de Blumenau, FURB","FURB","4152","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M","2005-01-01T00:00:00.000+0000",NA,NA,NA,"Ribas, O.S.",2004,1,16,"brazil","parana","bocaiuva do sul","Serra da Bocaina.",NA,NA,NA,"BRA:FURB:FURB:0000004152",NA,"Myrcia retorta Cambess.",NA,NA,917,"Bocaiúva do Sul",4103107,-48.936148,-25.115966,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.115966,-48.936148
"97",NA,"MBM","MBM","291538","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M",NA,NA,"5805",NA,"Ribas, OS; Silva, JM; Simon, GF",2004,1,16,"brazil","parana","bocaiuva do sul","Serra da Bocaina",0,0,NA,"BRA:MBM:MBM:0000291538",NA,"Myrcia retorta Cambess.",NA,NA,917,"Bocaiúva do Sul",4103107,-48.936148,-25.115966,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.115966,-48.936148
"98",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","2278","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Inoue, M.T.","2004-01-01T00:00:00.000+0000",NA,"08",NA,"Alves, O.G.",2004,3,28,"brazil","parana","irati",NA,0,0,"7,5 m, DAP 1,76 cm; DESC: 7,5 m, DAP 1,76 cm","BRA:UNICENTRO:HUCO:0000002278",NA,"Myrcia arborescens Berg",NA,NA,874,"Irati",4110706,-50.825856,-25.488107,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.488107,-50.825856
"99",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","96055","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"252",NA,"Lucas, EJ",2004,3,9,"brazil","minas gerais","lima duarte","Parque Estadual da Serra do Ibitipoca.",0,0,"Shrub to 1,5m., spreading to 4m., fruits red.","BRA:UFMG:BHCB:0000096055",NA,"Myrcia retorta Cambess.",NA,NA,1776,"Lima Duarte",3138609,-43.887694,-21.799694,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-21.799694,-43.887694
"100",NA,"Universidade Estadual do Centro-Oeste (UNICENTRO)","HUCO","2216","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Inoue, M.T.",NA,NA,"s.n.",NA,"Bychinski, J.",2004,6,7,"brazil","parana","irati",NA,0,0,"DAP 60 cm; DESC: DAP 60 cm","BRA:UNICENTRO:HUCO:0000002216",NA,"Myrcia arborescens Berg",NA,NA,874,"Irati",4110706,-50.825856,-25.488107,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.488107,-50.825856
"101",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","102686","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"5613",NA,"Fonseca, ML; Oliveira, FCA; Cardoso, E",2004,7,29,"brazil","bahia","correntina","Reserva Biológica Fazenda Jatobá, Fazenda Jatobá.",-45.961667,-14.035833,NA,"BRA:UFMG:BHCB:0000102686",NA,"Myrcia retorta Cambess.",NA,NA,3408,"Correntina",2909307,-45.407042,-13.477608,"BAHIA","BA","Bahia",-41.73007713,-12.47331113,-14.035833,-45.961667
"102",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","93537","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"178",NA,"Morais, PO",2004,9,17,"brazil","minas gerais","catas altas","RPPN do Santuário do Caraça.",0,0,"Arbusto com 2-3m de altura, botões esbranquiçados.","BRA:UFMG:BHCB:0000093537",NA,"Myrcia retorta Cambess.",NA,NA,2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.07551,-43.408175
"103",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","90586","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2004-10-04T00:00:00.000+0000",NA,"s.n.",NA,"Teixeira, WA",2004,9,22,"brazil","minas gerais","itabirito","Pico do Itabirito, Nas bases da Serra dos Inconfidentes - MBR",-43.867222,-20.240556,NA,"BRA:UFMG:BHCB:0000090586",NA,"Myrcia retorta Cambess.",NA,NA,2344,"Itabirito",3131901,-43.810659,-20.254054,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.240556,-43.867222
"104",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","92584","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"2705",NA,"Mota, RC da",2004,9,15,"brazil","minas gerais","catas altas","Serra do Caraça.",0,0,"Planta coletada em mata nebular no Pico do Inficcionado; arvoreta; frutos maduros vináceaos.","BRA:UFMG:BHCB:0000092584",NA,"Myrcia retorta Cambess.",NA,NA,2396,"Catas Altas",3115359,-43.408175,-20.07551,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.07551,-43.408175
"105",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA082990","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M.",NA,NA,"A-351",NA,"Araújo, A.O.; Romão, G.O.; Vieira, S.",2003,1,12,"brazil","minas gerais","ouro branco","Serra de Ouro Branco, em direção à antena",-43.701667,-20.491667,NA,"BRA:ESALQ:ESA:0ESA082990",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.491667,-43.701667
"106",NA,"MBM","MBM","287720","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M",NA,NA,"351",NA,"Araujo, AO; et al.",2003,1,12,"brazil","minas gerais","ouro branco","Serra de Ouro Branco",0,0,NA,"BRA:MBM:MBM:0000287720",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"107",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA082985","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"A-346",NA,"Araújo, A.O.; Romão, G.O.; Vieira, S.",2003,1,12,"brazil","minas gerais","ouro branco","Serra de Ouro Branco, em direção à antena",-43.701667,-20.491667,NA,"BRA:ESALQ:ESA:0ESA082985",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.491667,-43.701667
"108",NA,"Cenargen","CEN","47889","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","P. O. Rosa",NA,NA,"1910",NA,"Aécio Amaral-Santos",2003,3,11,"brazil","mg","unai","Fazenda São Bento, sentido Palmital - Divisa MG/DF, lado esquerdo.",-47.284722,-16.051111,"Área de influência da AHE Queimado. Local sendo destruído pela erosão. Folhas com a parte abaxial enegrecidas.","BRA:Cenargen:CEN:0000047889",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.051111,-47.284722
"109",NA,"MBM","MBM","315737","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M",NA,NA,"653",NA,"Sasaki, D; et al.",2003,8,23,"brazil","sao paulo","pedregulho","Usina de Estreito",0,0,NA,"BRA:MBM:MBM:0000315737",NA,"Myrcia arborescens Berg",NA,NA,2359,"Pedregulho",3537008,-47.438408,-20.205311,"SAO PAULO","SP","São Paulo",-48.73276064,-22.26541286,-20.205311,-47.438408
"110",NA,"UnB","UB","131488","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, LH","2005-01-01T00:00:00.000+0000",NA,"285",NA,"Carmo, MRB",2003,9,18,"brazil","parana","tibagi","Parque Estadual do Guartelá",0,0,"Botões verde e marrom.; Árvore 4,5m.; Cerrado","BRA:UnB:UB:0000131488",NA,"Myrcia arborescens Berg",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"111",NA,"UEM","HUEM","13864","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M.","2009-08-01T00:00:00.000+0000",NA,"129",NA,"Lucas, E.J.; J.M. de Silva; Sakuragui, C.M.; I.S. de Silva",2003,10,26,"brazil","parana","quatro barras","Estrada antiga de Quatro Barras, Mata atlântica de encosta alterada; beira da estrada.",-49.934167,-25.344167,"Tree to 3m, buds with brown velutinous hairs.","BRA:UEM:HUEM:0000013864",NA,"Myrcia retorta Cambess.",NA,NA,890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.344167,-49.934167
"112",NA,"ASU","ASUPlants","258552","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,NA,NA,"E. J. Lucas",2003,10,27,"brazil","parana",NA,"Mun. Balsa Nova, Serra Sao Luis do Puruna, perto do Cristo Redentor.",NA,NA,NA,NA,NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paraná",-51.62375032,-24.6368312,-24.6368312,-51.62375032
"113",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA087839","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"142",NA,"Lucas, E.J.; Silva, J.M.; Sakuragui, C.M.",2003,10,27,"brazil","parana","balsa nova",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA087839",NA,"Myrcia retorta Cambess.",NA,NA,871,"Balsa Nova",4102307,-49.688428,-25.521572,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.521572,-49.688428
"114",NA,"FZB-BH","BHZB","5333","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M. Sobral","2005-01-01T00:00:00.000+0000",NA,NA,NA,"Mendonça, M.P. et al.",2003,10,7,"brazil","mg","nova lima","Capão Xavier",NA,NA,"; Habitat: Campo ferruginoso; Bioma: Cerrado","BRA:FZB-BH:BHZB:0000005333",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-07-09T10:05:16.000+0000","K","Herbarium","K000343336","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"142",NA,"Sakuragui, C.M.; Lucas, E.J.; de Silva, J.M.",2003,10,27,"brazil",NA,"balsa nova","Serra Sao Luis do Parana, perto Cristo Redentor.",-49.63,-25.47,NA,"http://specimens.kew.org/herbarium/K000343336",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.47,-49.63
"116",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA087873","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"187",NA,"Lucas, E.J.; Silva, J.M.; Mazine, F.F.; Capello, F.",2003,11,7,"brazil","parana","quatro barras",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA087873",NA,"Myrcia retorta Cambess.",NA,NA,890,"Quatro Barras",4120804,-48.994742,-25.369279,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.369279,-48.994742
"117",NA,"UnB","UB","132022","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M","2005-01-01T00:00:00.000+0000",NA,"3849",NA,"Silva, JM",2003,11,3,"brazil","parana","tibagi","Parque Estadual do Guartelá",0,0,"Flor alva.; Árvore 5m.; Capão","BRA:UnB:UB:0000132022",NA,"Myrcia retorta Cambess.",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"118",NA,"UDESC","LUSC","8762","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M.",NA,NA,"1053",NA,"F.F.Mazine; et al.",2003,11,23,"brazil","minas gerais","belo horizonte","Retiro das Pedras.",NA,NA,NA,"BRA:UDESC:LUSC:0000008762",NA,"Myrcia retorta Cambess.",NA,NA,2451,"Belo Horizonte",3106200,-43.960102,-19.90276,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.90276,-43.960102
"119",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA087909","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"182",NA,"Lucas, E.J. et al.",2003,11,4,"brazil","parana","tibagi",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA087909",NA,"Myrcia retorta Cambess.",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"120",NA,"UFRGS","ICN","160534","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Sobral, M; Grings, M",NA,NA,"612",NA,"Grings, M",2003,11,1,"brazil","rs","cambara do sul",NA,0,0,"arvoreta com botões florais e algumas flores brancas; mata nebular próx. ao Canyon Pinheirinho , saindo da baixada do Lajeado das Marrecas","BRA:UFRGS:ICN:0000160534",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2008-07-09T10:17:33.000+0000","K","Herbarium","K000332112","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Lucas, E.",NA,NA,"3849",NA,"Silva, J.M.; Cervi, A.C.; Mazine, F.F.; Lucas, E.",2003,11,3,"brazil",NA,"tibagi","Parque Estadual de Guartela.",-50.28,-24.62,NA,"http://specimens.kew.org/herbarium/K000332112",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.62,-50.28
"122",NA,"Escola Superior de Agricultura Luiz de Queiroz, ESALQ","ESA","ESA087908","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","Kuntz, J.","2011-01-01T00:00:00.000+0000",NA,"159",NA,"Lucas, E.J.; Silva, J.M.; Mazine, F.F.; Capello, F.",2003,11,3,"brazil","parana","tibagi",NA,NA,NA,NA,"BRA:ESALQ:ESA:0ESA087908",NA,"Myrcia retorta Cambess.",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"123","2008-07-09T10:06:54.000+0000","K","Herbarium","K000343883","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"187",NA,"Lucas, E.J.; Mazine, F.F.; de Silva, J.M.; Capello, F.",2003,11,7,"brazil",NA,"quatro barras","Serra Itibiraquiri, trilha para o Pico do Parana.",-48.9,-25.33,NA,"http://specimens.kew.org/herbarium/K000343883",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.33,-48.9
"124","2008-07-09T10:07:00.000+0000","K","Herbarium","K000343857","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg",NA,NA,NA,"182",NA,"Lucas, E.J.; Mazine, F.F.; de Silva, J.M.; Capello, F.",2003,11,4,"brazil",NA,"tibagi","Salto do Santo Rosa",-50.52,-24.55,NA,"http://specimens.kew.org/herbarium/K000343857",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-24.55,-50.52
"125","2008-07-09T10:15:20.000+0000","K","Herbarium","K000331683","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"179",NA,"Lucas, E.J.; Mazine, F.F.; de Silva, J.M.; Capello, F.",2003,11,3,"brazil",NA,"tibagi","Parque Estadual de Guartela, Canyon de Guartela.",-50.27,-25.83,NA,"http://specimens.kew.org/herbarium/K000331683",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25.83,-50.27
"126",NA,"UnB","UB","131489","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, LH","2005-01-01T00:00:00.000+0000",NA,"412",NA,"Carmo, MRB",2003,11,18,"brazil","parana","tibagi","Parque Estadual do Guartelá",0,0,"Frutos imaturos verdes.; Árvore 2m.; Capão","BRA:UnB:UB:0000131489",NA,"Myrcia arborescens Berg",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.656277,-50.468283
"127",NA,"UEM","HUEM","13775","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","M.Sobral","2009-08-01T00:00:00.000+0000",NA,"179",NA,"E.J.Lucas; J.M. de Silva; Mazine, F.F.; Capello, F.",2003,11,3,"brazil","parana","tibagi","Parque Estadual do Guartelá, Cânyon do Guartelá. Campo rupestre.",-50.273056,-25.577611,"Tree to 3m; petals withe; DNA; herbarium specimens preserved in alcohol prior to drying","BRA:UEM:HUEM:0000013775",NA,"Myrcia retorta Cambess.",NA,NA,961,"Tibagi",4127502,-50.468283,-24.656277,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-25.577611,-50.273056
"128",NA,"MBM","MBM","312068","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M",NA,NA,"294",NA,"Pifano, DS; et al.",2002,1,12,"brazil","minas gerais","lima duarte","Estrada para Moreiras",0,0,NA,"BRA:MBM:MBM:0000312068",NA,"Myrcia arborescens Berg",NA,NA,1776,"Lima Duarte",3138609,-43.887694,-21.799694,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-21.799694,-43.887694
"129",NA,"MBM","MBM","345969","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Sobral, M","2002-08-01T00:00:00.000+0000",NA,"s.n.",NA,"Pifano, DS; et al.",2002,1,12,"brazil","minas gerais","lima duarte","Ibitipoca estrada p/ Moreiras",0,0,"Arvoreta ca. 5m na borda da mata em local de muita luminosidade. Flores de corola branca e estames brancos","BRA:MBM:MBM:0000345969",NA,"Myrcia arborescens Berg",NA,NA,1776,"Lima Duarte",3138609,-43.887694,-21.799694,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-21.799694,-43.887694
"130",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","68834","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"255",NA,"Kamino, LHY",2002,3,1,"brazil","minas gerais","belo horizonte","Estação Ecológica da UFMG",-43.972222,-19.877778,NA,"BRA:UFMG:BHCB:0000068834",NA,"Myrcia retorta Cambess.",NA,NA,2451,"Belo Horizonte",3106200,-43.960102,-19.90276,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.877778,-43.972222
"131",NA,"MBM","MBM","272398","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","Soares-Silva, LH",NA,NA,"73729",NA,"Hatschbach, G; Hatschbach, M; Silva, JM",2002,8,22,"brazil","minas gerais","grao mogol","Barrocão, rodovia para Botumirim, km 3-5",0,0,NA,"BRA:MBM:MBM:0000272398",NA,"Myrcia arborescens Berg",NA,NA,2991,"Grão Mogol",3127800,-42.993475,-16.465094,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-16.465094,-42.993475
"132",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","80366","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"149",NA,"Alves, TMA; Jarenkow, JA; Sobral, M",2002,10,23,"brazil","minas gerais","caete","Serra da Piedade",0,0,NA,"BRA:UFMG:BHCB:0000080366",NA,"Myrcia retorta Cambess.",NA,NA,2461,"Caeté",3110004,-43.637744,-19.86804,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-19.86804,-43.637744
"133",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","96086","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"191",NA,"Estevan, DA; et al.",2002,10,31,"brazil","parana","ventania","Sítio Pinheiro",0,0,NA,"BRA:UFMG:BHCB:0000096086",NA,"Myrcia retorta Cambess.",NA,NA,1024,"Ventania",4128534,-50.245328,-24.176615,"PARANA","PR","Paraná",-51.62375032,-24.6368312,-24.176615,-50.245328
"134",NA,"IF","SPSF","40435","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","D.A.Estevam","2004-12-30T00:00:00.000+0000",NA,"191",NA,"D.A.Estevam",2002,10,31,"brazil","pr","ventania","Sítio do Pinheiro",NA,NA,"COLETA: Árvore 5m, beira da mata;","BRA:IF:SPSF:0000040435",NA,"Myrcia arborescens Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2016-07-29T15:26:02.000+0000","JBRJ","RB","RB01122602","Myrcia retorta Cambess.","cf.","Myrtaceae","Myrcia","retorta","Cambess.","DFLIMA",NA,NA,"721",NA,"F.F. Mazine; A.O. Araújo; A.R. Duarte; R. Tsuji",2002,11,13,"brazil","minas gerais","ouro branco","Estrada de terra para a Serra de Ouro Branco",NA,NA,"Arbusto 1,7 m; frutos maduros vermelhos e negros","urn:catalog:JBRJ:RB:1122602",NA,"Myrcia retorta Cambess.",NA,NA,2248,"Ouro Branco",3145901,-43.674885,-20.525821,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-20.525821,-43.674885
"136",NA,"Universidade Federal de Juiz de Fora (UFJF)","CESJ","33731","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.","F.S. Araújo; F.F. Mazine","2004-02-01T00:00:00.000+0000",NA,"121",NA,"F.S. Araújo; V.R. Scalon",2001,7,27,"brazil","minas gerais","ibitipoca","estrada proxima ao distrito de Moreiras.",0,0,NA,"BRA:UFJF:CESJ:0000033731",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,NA,NA
"137",NA,"MBM","MBM","345971","Myrcia arborescens Berg",NA,"Myrtaceae","Myrcia","arborescens","Berg","et al.; Araujo, FS","2004-02-01T00:00:00.000+0000",NA,"s.n.",NA,"Araujo, FS; et al.",2001,7,27,"brazil","minas gerais","lima duarte","Arredores do P.E. do Ibitipoca",0,0,"Árvore com ca. 2m, folhas coreáceas, frutos secos. Coleta em borda de mata com características bastante seca e com muitas bromélias e líquens","BRA:MBM:MBM:0000345971",NA,"Myrcia arborescens Berg",NA,NA,1776,"Lima Duarte",3138609,-43.887694,-21.799694,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-21.799694,-43.887694
"138",NA,"NY","NY","02703751","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,NA,NA,"606",NA,"A. Quinet",2001,8,28,"brazil","minas gerais",NA,"Parque Nacional de Itatiaia. Serra Negra.",-44.681111,-22.321944,NA,"848badd1-d3d4-41c2-a9a6-7c8c4e0eff5c",NA,"Myrcia retorta Cambess.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",-44.65770348,-18.45798563,-22.321944,-44.681111
"139",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","91448","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"496",NA,"Meireles, LD; Breier, TB; Belinello, R",2001,8,22,"brazil","minas gerais","camanducaia","Monte Verde",0,0,NA,"BRA:UFMG:BHCB:0000091448",NA,"Myrcia retorta Cambess.",NA,NA,1413,"Camanducaia",3110509,-46.075087,-22.787058,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-22.787058,-46.075087
"140",NA,"UNICAMP","UEC","121176","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2012-01-01T00:00:00.000+0000",NA,"630",NA,"Meireles, L.D.; Pereira, M.F.P.A.",2001,10,16,"brazil","minas gerais","camanducaia","Monte Verde",0,0,"Árvore,9m, folha com face abaxial tomentosa-ferrugínea,inflorescência ferrugínea com flores brancas.; Floresta Ombrófila Densa Alto- Montana.","BRA:UNICAMP:UEC:0000121176",NA,"Myrcia retorta Cambess.",NA,NA,1413,"Camanducaia",3110509,-46.075087,-22.787058,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-22.787058,-46.075087
"141",NA,"Universidade Federal de Minas Gerais (UFMG)","BHCB","65192","Myrcia retorta Cambess.",NA,"Myrtaceae","Myrcia","retorta","Cambess.",NA,"2017-11-16T00:00:00.000+0000",NA,"3020",NA,"Stehmann, JR; Castro, IB",2001,10,23,"brazil","minas gerais","camanducaia","Mata do Sr. Altair.",0,0,NA,"BRA:UFMG:BHCB:0000065192",NA,"Myrcia retorta Cambess.",NA,NA,1413,"Camanducaia",3110509,-46.075087,-22.787058,"MINAS GERAIS","MG","Minas Gerais",-44.65770348,-18.45798563,-22.787058,-46.075087
